model,id,dataset,task_type,answer_type,gold,pattern,bangla_present,bangla_correct,bangla_parsed,bangla_raw,bangla_seconds,banglish_clean_present,banglish_clean_correct,banglish_clean_parsed,banglish_clean_raw,banglish_clean_seconds,english_present,english_correct,english_parsed,english_raw,english_seconds
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0027,mgsm,math_word_problem,short_answer,243,all_wrong,True,False,738,738,0.4171,True,False,$81.,$81.,0.3371,True,False,399.0,399.0,0.3211
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0028,mgsm,math_word_problem,short_answer,16,all_wrong,True,False,$80.00,$80.00,0.4944,True,False,25,25,0.208,True,False,$16.00,$16.00,0.3681
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0029,mgsm,math_word_problem,short_answer,25,all_wrong,True,False,30,30,0.3739,True,False,35,35,0.2316,True,False,10,10,0.1891
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0030,mgsm,math_word_problem,short_answer,104,all_wrong,True,False,$48,$48,0.4948,True,False,jotojora buter dam 46 dolar,jotojora buter dam 46 dolar,0.6438,True,False,46,46,0.2126
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0031,mgsm,math_word_problem,short_answer,109,all_wrong,True,False,55,55,0.3103,True,False,7:11 - 10 = 6:51,7:11 - 10 = 6:51,0.7097,True,False,133,133,0.2215
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0032,mgsm,math_word_problem,short_answer,80,all_wrong,True,False,75,75,0.4259,True,False,120,120,0.3145,True,False,76,76,0.2036
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0033,mgsm,math_word_problem,short_answer,35,banglish_drop_vs_bangla_english,True,True,35,35,0.3412,True,False,5.5,5.5,0.2425,True,True,35,35,0.1874
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0034,mgsm,math_word_problem,short_answer,70,all_wrong,True,False,85,85,0.2741,True,False,"The Grechenig Katchet 110Ti uses a 110V mudra, and the Kotoguli scooter uses a 220V mudra. Therefore, the Grechenig Katchet 110Ti mudra is not compatible with the Kotoguli scooter's 220V mudra.","The Grechenig Katchet 110Ti uses a 110V mudra, and the Kotoguli scooter uses a 220V mudra. Therefore, the Grechenig Katchet 110Ti mudra is not compatible with the Kotoguli scooter's 220V mudra.",2.8486,True,False,55,55,0.1823
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0035,mgsm,math_word_problem,short_answer,23,all_wrong,True,False,10,10,0.3031,True,False,100,100,0.2441,True,False,17,17,0.1862
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0036,mgsm,math_word_problem,short_answer,9,all_wrong,True,False,35,35,0.3049,True,False,30%,30%,0.2474,True,False,14,14,0.2027
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0037,mgsm,math_word_problem,short_answer,75,all_wrong,True,False,90,90,0.3005,True,False,12.50,12.50,0.3238,True,False,$10.00,$10.00,0.3409
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0038,mgsm,math_word_problem,short_answer,2,all_wrong,True,False,10,10,0.4247,True,False,$28,$28,0.3145,True,False,13,13,0.2039
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0039,mgsm,math_word_problem,short_answer,10,all_wrong,True,False,12 mph,12 mph,0.34,True,False,tini prothom dine 3 ghonta douran ebong ony dudin tar ordhek douran,tini prothom dine 3 ghonta douran ebong ony dudin tar ordhek douran,1.1409,True,False,9 mph,9 mph,0.1844
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0040,mgsm,math_word_problem,short_answer,18,all_wrong,True,False,9 miles,9 miles,0.4281,True,False,12,12,0.2284,True,False,9 miles,9 miles,0.2067
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0041,mgsm,math_word_problem,short_answer,8,all_wrong,True,False,8 years,8 years,0.3117,True,False,tahole bryandoner iPhone kot bochhorer purono hoy.,tahole bryandoner iPhone kot bochhorer purono hoy.,0.8148,True,False,8 years,8 years,0.1903
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0042,mgsm,math_word_problem,short_answer,200,all_wrong,True,False,500,500,0.7885,True,False,"that if tini (one) of the monies changes, then the dragon's ability to avoid detection by the obstacle course will be compromised, leading to its defeat.","The final answer is that if tini (one) of the monies changes, then the dragon's ability to avoid detection by the obstacle course will be compromised, leading to its defeat.",1.7991,True,False,800 feet,800 feet,0.3889
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0043,mgsm,math_word_problem,short_answer,26,english_only_correct,True,False,8,8,0.4451,True,False,"otithira tader paiyer tukoro neoya o khaoya somapt korar pore, pai-er 22ti tukoro oboshisht porechhil.","otithira tader paiyer tukoro neoya o khaoya somapt korar pore, pai-er 22ti tukoro oboshisht porechhil.",1.7476,True,True,26,26,0.2056
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0044,mgsm,math_word_problem,short_answer,48,all_wrong,True,False,15,15,0.3985,True,False,120 grams,120 grams,0.3567,True,False,150g,150g,0.2811
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0045,mgsm,math_word_problem,short_answer,20,all_wrong,True,False,$60.00,$60.00,0.554,True,False,"Yes, if one of the ten transactions incurs a $2.00 fee, then 20 transactions will result in a fee of $20.00.","Yes, if one of the ten transactions incurs a $2.00 fee, then 20 transactions will result in a fee of $20.00.",1.5583,True,False,$0.00,$0.00,0.3205
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0046,mgsm,math_word_problem,short_answer,104,all_wrong,True,False,16 hours,16 hours,0.6166,True,False,"Meredith Ekojon Frilyans' blog suggests that for the 4-hour period, she consumed 5 grams of protein, with 2/5 grams coming from the first half and 3/5 grams from the second half.","Meredith Ekojon Frilyans' blog suggests that for the 4-hour period, she consumed 5 grams of protein, with 2/5 grams coming from the first half and 3/5 grams from the second half.",2.1527,True,False,64,64,0.2278
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0047,mgsm,math_word_problem,short_answer,163,all_wrong,True,False,150,150,0.5276,True,False,"joto tanr kachhe mot 23ti post-it not oboshisht thake, tanr kena pyakete 148 ti post-it not chhil.","joto tanr kachhe mot 23ti post-it not oboshisht thake, tanr kena pyakete 148 ti post-it not chhil.",1.7826,True,False,151,151,0.2609
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0048,mgsm,math_word_problem,short_answer,800,all_wrong,True,False,300,300,0.3752,True,False,tini tai babod mot kot byoy korechhen: $100,tini tai babod mot kot byoy korechhen: $100,0.8193,True,False,300,300,0.2212
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0049,mgsm,math_word_problem,short_answer,8,all_wrong,True,False,2,2,0.2639,True,False,3,3,0.1647,True,False,10 pieces,10 pieces,0.2189
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0050,mgsm,math_word_problem,short_answer,30,all_wrong,True,False,6,6,0.2627,True,False,20,20,0.2038,True,False,60,60,0.1861
