id,answer,subject,domain,bangla_correct,banglish_correct,english_correct,bangla_parsed,banglish_parsed,english_parsed,bangla_prompt,banglish_prompt,english_prompt
benqa_ext_10th-Biology_0102,A,Biology,biology,1,0,1,A,B,A,"জীবদেহের শ্বসন, রেচন ইত্যাদি সম্পর্কিত বিজ্ঞান কোনটি? A. শারীরবিদ্যা B. চিকিৎসাবিজ্ঞান C. ফার্মেসি D. প্রাণরসায়ন Answer with only A, B, C, or D.","jibodeher shboson, rechon ityadi somporkit bijnan konoti? A. sharirobidya B. chikitosabijnan C. farmesi D. pranorosayon Answer with only A, B, C, or D.","Which branch deals with respiration, excretion etc. of living organsms? A. Physiology B. Medical Science C. Pharmacy D. Biochemistry Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0120,D,Biology,biology,1,0,1,D,B,D,"ব্যাকটেরিয়াতে কোন অঙ্গাণুটি উপস্থিত? A. মাইটোকন্ড্রিয়া B. প্লাস্টিড C. এন্ডোপ্লাজমিক রেটিকুলাম D. রাইবোজোম Answer with only A, B, C, or D.","byakoteriyate kon ongganuti uposthit? A. maitokondriya B. plastid C. endoplajomik retikulam D. raibojom Answer with only A, B, C, or D.","Which organelle is present is bacteria? A. Mitochondria B. Plastid C. Endoplasmic reticulum D. Ribosome Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0151,A,Biology,biology,0,0,1,B,D,A,পাতার মেসোফিল টিস্যুর কোষের অম্লত্ব বেড়ে যায় কোনটির কারণে? A. CO_{2} এর মাত্রা খুব বেশি বেড়ে গেলে B. O_{2} এর বেশি মাত্রা খুব কমে গেলে C. খুব বেশি ক্লোরোপ্লাস্টের উপস্থিতিতে D. এনজাইমের বেশি ঘাটতি থাকলে Answer with on...,patar mesofil tisyur kosher omlotb bere jay konotir karone? A. CO_{2} er matra khub beshi bere gele B. O_{2} er beshi matra khub kome gele C. khub beshi kloroplaster uposthitite D. enojaimer beshi ghatoti thakole Answ...,For which reason the acidic condition in the cell of mesophyll tissue is increased? A. The amount of CO_{2} in increased to a very high level B. The amount O_{2} is decreased C. In the presence of too much chloroplast...
benqa_ext_10th-Biology_0184,A,Biology,biology,0,0,1,D,D,A,"বাঘ ও হরিণের মধ্যে সংগ্রাম বিদ্যমান- i. আন্তঃপ্রজাতিক ii. অন্তঃপ্রজাতিক iii. পরিবেশের সঙ্গে নিচের কোনটি সঠিক? A. i B. ii C. i ও ii D. ii ও iii Answer with only A, B, C, or D.","bagh o horiner modhye songgram bidyoman- i. antohprojatik ii. ontohprojatik iii. poribesher songge nicher konoti sothik? A. i B. ii C. i o ii D. ii o iii Answer with only A, B, C, or D.","What type of struggle found between tiger and deer? i. Inter specific struggle ii. Intra specific struggle iii. Struggle with environment Which one is correct? A. i B. ii C. i and ii D. ii and iii Answer with only A,..."
benqa_ext_10th-Biology_0196,C,Biology,biology,0,0,1,D,D,C,"চালতা কোন ধরণের ফল? A. যৌগিক B. গুচ্ছ C. অপ্রকৃত D. প্রকৃত Answer with only A, B, C, or D.","chalota kon dhoroner fol? A. jougik B. guchchh C. oprokrit D. prokrit Answer with only A, B, C, or D.","What kind of fruit Chalita is? A. Compound B. Agregate C. FALSE D. TRUE Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0218,D,Biology,biology,1,0,1,D,B,D,"নিচের কোনটিতে স্টোন সেল বিদ্যমান? A. তাল B. কলা C. বাঁশ D. সাইকাস Answer with only A, B, C, or D.","nicher konotite ston sel bidyoman? A. tal B. kola C. bansh D. saikas Answer with only A, B, C, or D.","In which of the following stone cell is present? A. Palm B. Banana C. Bamboo D. Cycus Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0225,C,Biology,biology,0,0,1,B,B,C,"ঝিল্লিবিহীন সাইটোপ্লাজমীয় অঙ্গাণু কোনটি? A. গলজি বস্তু B. লাইসোসোম C. রাইবোসোম D. কোষ গহ্বর Answer with only A, B, C, or D.","jhillibihin saitoplajomiy ongganu konoti? A. goloji bostu B. laisosom C. raibosom D. kosh gohbor Answer with only A, B, C, or D.","Which one is non-membranous Cytoplasmic organelle? A. Golgi body B. Lysosome C. Ribosome D. Cell vecuole Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0243,D,Biology,biology,1,0,1,D,B,D,"ইলেকট্রন ট্রান্সপোর্ট সিস্টেম ঘটে কোনটিতে? A. নিউক্লিয়াস B. রাইবোজোম C. লাইসোজোম D. মাইটোকন্ড্রিয়া Answer with only A, B, C, or D.","ilekotron transoport sistem ghote konotite? A. niukliyas B. raibojom C. laisojom D. maitokondriya Answer with only A, B, C, or D.","Electron transport system is occurred in which organell? A. Nucleus B. Ribosome C. Lysosome D. Mitochondria Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0278,D,Biology,biology,1,0,1,D,C,D,"কিডনি বিকল হলে রক্তে কোনটির পরিমাণ বৃদ্ধি পায়? A. অ্যামাইনো এসিড B. ইউরিক এসিড C. ইউরোক্রোম D. ক্রিয়েটিনিন Answer with only A, B, C, or D.","kidoni bikol hole rokte konotir poriman briddhi pay? A. amaino esid B. iurik esid C. iurokrom D. kriyetinin Answer with only A, B, C, or D.","Which one of the following is increased in the blood due to kidney failure? A. Amino acid B. Uric acid C. Urochrome D. Creatinine Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0287,A,Biology,biology,1,0,0,A,B,D,"কোন খাবার অতিরিক্ত গ্রহণে মূত্রের অম্লতা বৃদ্ধি পায়? A. মাছ B. ভাত C. মাখন D. আম Answer with only A, B, C, or D.","kon khabar otirikt grohone mutrer omlota briddhi pay? A. machh B. bhat C. makhon D. am Answer with only A, B, C, or D.","Which food will increase the acidity of urine if it is taken excessively? A. Fish B. Rice C. Butter D. Mango Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0305,A,Biology,biology,1,0,1,A,B,A,"কোনটি পতঙ্গ পরাগী ফুল? A. জবা B. কদম C. শিমুল D. কচু Answer with only A, B, C, or D.","konoti potongg poragi ful? A. joba B. kodom C. shimul D. kochu Answer with only A, B, C, or D.","Which one of the following is an insect pollinated flower? A. Hibiscus B. Kadam C. Shimul D. Taro Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0316,D,Biology,biology,1,0,1,D,B,D,"কোন গ্রুপধারী ব্যক্তিদেরকে সর্বজনীন রক্তদাতা বলা হয়? A. A B. B C. AB D. O Answer with only A, B, C, or D.","kon grupodhari byoktideroke sorbojonin roktodata bola hoy? A. A B. B C. AB D. O Answer with only A, B, C, or D.","People belonging which group is known as the universal donor? A. A B. B C. AB D. O Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0334,A,Biology,biology,0,0,1,B,B,A,"কোনটিতে ফ্লোয়েম ফাইবার পাওয়া যায়? A. পাট B. আখ C. ভুট্টা D. সরিষা Answer with only A, B, C, or D.","konotite floyem faibar paoya jay? A. pat B. akh C. bhutta D. sorisha Answer with only A, B, C, or D.","Where is found in phloem fiber? A. Jute B. Sugarcane C. Maize D. Mustard Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0346,A,Biology,biology,1,0,1,A,D,A,"কোনটি বংশগতির প্রধান উপাদান? A. ক্রোমোসোম B. সেন্ট্রোজোম C. লাইসোজোম D. নিউক্লিওলাস Answer with only A, B, C, or D.","konoti bongshogotir prodhan upadan? A. kromosom B. sentrojom C. laisojom D. niukliolas Answer with only A, B, C, or D.","Which is the main component of heredity? A. Chromosome B. Centrosme C. Lysocome D. Nucleolus Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0350,D,Biology,biology,0,0,1,C,A,D,"উত্তর ও মধ্য আমেরিকার কোয়েল পাখি বিলুপ্ত হওয়ার কারণ কোনটি? A. প্রকরণের পরিবর্তন B. আন্তঃপ্রজাতিক সংগ্রাম C. অন্তঃপ্রজাতিক সংগ্রাম D. পরিবেশের সাথে সংগ্রাম Answer with only A, B, C, or D.","uttor o modhy amerikar koyel pakhi bilupt hooyar karon konoti? A. prokoroner poriborton B. antohprojatik songgram C. ontohprojatik songgram D. poribesher sathe songgram Answer with only A, B, C, or D.","What is the reason for the extinction of North and South American Koel brids? A. Variation of variants B. Inter specific struggle C. Intra specific struggle D. Struggle with environment Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0029,D,Chemistry,chemistry,0,0,1,B,B,D,"সালফার পর্যায় সারণির কোন গ্রুপের মৌল? A. 3 B. 6 C. 8 D. 16 Answer with only A, B, C, or D.","salofar poryay saronir kon gruper moul? A. 3 B. 6 C. 8 D. 16 Answer with only A, B, C, or D.","Sulphur is the element of which group of periodic table? A. 3 B. 6 C. 8 D. 16 Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0058,B,Chemistry,chemistry,0,0,1,D,D,B,"হ্যালোজেন গ্রুপের মৌলগুলোর যোজ্যতা ইলেকট্রন কয়টি? A. 1 B. 7 C. 8 D. 17 Answer with only A, B, C, or D.","hyalojen gruper moulogulor jojyota ilekotron koyoti? A. 1 B. 7 C. 8 D. 17 Answer with only A, B, C, or D.","What is the valence electrons of the elements of halogen group? A. 1 B. 7 C. 8 D. 17 Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0061,B,Chemistry,chemistry,0,0,1,D,D,B,"200 mL দ্রবণে কত গ্রাম সোডিয়াম হাইড্রোক্সাইড দ্রবীভূত থাকলে এর ঘনমাত্রা সেমিমোলার হবে? A. 20 B. 4 C. 1.25 D. 0.5 Answer with only A, B, C, or D.","200 mL drobone kot gram sodiyam haidroksaid drobibhut thakole er ghonomatra semimolar hobe? A. 20 B. 4 C. 1.25 D. 0.5 Answer with only A, B, C, or D.","How many grams of sodium hydroxide in 200 ml of solution will have a concentration of semi molar? A. 20 B. 4 C. 1.25 D. 0.5 Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0075,B,Chemistry,chemistry,0,0,1,A,A,B,"হিলিয়ামের নিউক্লিয়াসে কয়টি প্রোটন থাকে? A. 1 B. 2 C. 3 D. 4 Answer with only A, B, C, or D.","hiliyamer niukliyase koyoti proton thake? A. 1 B. 2 C. 3 D. 4 Answer with only A, B, C, or D.","How many protons are in the nucleus of Helium? A. 1 B. 2 C. 3 D. 4 Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0082,A,Chemistry,chemistry,1,0,1,A,B,A,"কোন মৌলটি রাসায়নিকভাবে আসক্তিহীন? A. Ne B. Na C. Cl D. Ca Answer with only A, B, C, or D.","kon mouloti rasayonikobhabe asoktihin? A. Ne B. Na C. Cl D. Ca Answer with only A, B, C, or D.","Which element is chemically inert? A. Ne B. Na C. Cl D. Ca Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0088,A,Chemistry,chemistry,1,0,0,A,D,B,"আধান শূন্য কণিকা- i. ইলেকট্রন ii. প্রোটন iii. নিউট্রন নিচের কোনটি সঠিক? A. iii B. i ও ii C. i ও iii D. ii ও iii Answer with only A, B, C, or D.","adhan shuny konika- i. ilekotron ii. proton iii. niutron nicher konoti sothik? A. iii B. i o ii C. i o iii D. ii o iii Answer with only A, B, C, or D.","Particles containing zero charge- i. electron ii. proton iii. neutron Which one is correct? A. iii B. i and ii C. i and iii D. ii and iii Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0095,D,Chemistry,chemistry,0,0,1,B,B,D,"CH_{3} - C \equiv CH যৌগটির IUPAC নাম কী? A. প্রোপাইল B. প্রোপেন C. প্রোপিন D. প্রোপাইন Answer with only A, B, C, or D.","CH_{3} - C \equiv CH jougotir IUPAC nam ki? A. propail B. propen C. propin D. propain Answer with only A, B, C, or D.","What is the IUPAC name of compound 'CH_{3}-C\equiv CH'? A. Propyl B. Propane C. Propene D. Propyne Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0099,B,Chemistry,chemistry,0,0,1,A,C,B,"মৃৎক্ষার ধাতুসমূহের বহিঃস্থ স্তরে কতটি ইলেকট্রন থাকে? A. 1 B. 2 C. 3 D. 4 Answer with only A, B, C, or D.","mritokshar dhatusomuher bohihsth store kototi ilekotron thake? A. 1 B. 2 C. 3 D. 4 Answer with only A, B, C, or D.","How many electrons remain in the outermost energy level of an alkaline earth metal? A. 1 B. 2 C. 3 D. 4 Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0102,D,Chemistry,chemistry,0,0,1,C,B,D,"নাইট্রোজেন কোন গ্রুপের মৌল? A. 12 B. 13 C. 14 D. 15 Answer with only A, B, C, or D.","naitrojen kon gruper moul? A. 12 B. 13 C. 14 D. 15 Answer with only A, B, C, or D.","Which group element is Nitrogen? A. 12 B. 13 C. 14 D. 15 Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0134,B,Chemistry,chemistry,1,0,1,B,D,B,"পটাসশিয়াম এর ল্যাটিন নাম কোনটি? A. Plumbum B. Kaium C. Stannum D. Natrium Answer with only A, B, C, or D.","potasoshiyam er lyatin nam konoti? A. Plumbum B. Kaium C. Stannum D. Natrium Answer with only A, B, C, or D.","Which one is the Latin name of potassium? A. Plumbum B. Kalium C. Stannum D. Natrium Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0181,C,Chemistry,chemistry,1,0,0,C,B,B,"_{19}X মৌলটির অবস্থান কোন পর্যায়ে? A. 1 B. 3 C. 4 D. 5 Answer with only A, B, C, or D.","_{19}X moulotir obosthan kon poryaye? A. 1 B. 3 C. 4 D. 5 Answer with only A, B, C, or D.","Which one is the period of element _{19}^{}\textrm{X} A. 1 B. 3 C. 4 D. 5 Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0183,A,Chemistry,chemistry,1,0,0,A,D,D,"প্রাকৃতিক গ্যাসের দহনে উৎপন্ন হয়- i. CO_{2} ii. H_{2}O iii. NO_{2} নিচের কোনটি সঠিক? A. i ও ii B. i ও iii C. ii ও iii D. i, ii ও iii Answer with only A, B, C, or D.","prakritik gyaser dohone utoponn hoy- i. CO_{2} ii. H_{2}O iii. NO_{2} nicher konoti sothik? A. i o ii B. i o iii C. ii o iii D. i, ii o iii Answer with only A, B, C, or D.","Products of the combustion of metural gas- i. CO_{2} ii. H_{2}O iii. NO_{2} Which one is correct? A. i and ii B. i and iii C. ii and iii D. i, ii and iii Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0201,C,Chemistry,chemistry,0,0,1,D,B,C,"কোনটি পানিতে অদ্রবণীয়? A. LiCl B. MgCl_{2} C. CH_{4} D. NaF Answer with only A, B, C, or D.","konoti panite odroboniy? A. LiCl B. MgCl_{2} C. CH_{4} D. NaF Answer with only A, B, C, or D.","Which is insoluble in water? A. LicL B. MgCl_{2} C. CH_{4} D. NaF Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0203,D,Chemistry,chemistry,1,0,1,D,A,D,"কোন মৌলটির যোজনী শূন্য? A. Na B. Ni C. K D. Kr Answer with only A, B, C, or D.","kon moulotir jojoni shuny? A. Na B. Ni C. K D. Kr Answer with only A, B, C, or D.","The valency of which element is zero? A. Na B. Ni C. K D. Kr Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0232,A,Chemistry,chemistry,1,0,1,A,D,A,"কোন মৌলের পরমাণুতে নিউট্রন নেই? A. H B. He C. Li D. Be Answer with only A, B, C, or D.","kon mouler poromanute niutron nei? A. H B. He C. Li D. Be Answer with only A, B, C, or D.","In which atom of the following elements has no neutron? A. H B. He C. Li D. Be Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0269,C,Chemistry,chemistry,0,0,1,D,D,C,"পরিবেশের জন্য ক্ষতিকর কোনটি? A. ফ্লোরিন B. সিজিয়াম C. লেড D. বোরন Answer with only A, B, C, or D.","poribesher jony kshotikor konoti? A. florin B. sijiyam C. led D. boron Answer with only A, B, C, or D.","Which one is harmful for environment? A. Fluorine B. Cesium C. Lead D. Boron Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0275,A,Chemistry,chemistry,1,0,0,A,D,B,"Na_{2}S_{2}O_{3} যৌগে সালফারের জারণ মান কত? A. \text{+ 2} B. \text{+ 4} C. \text {+ 5} D. \text{+ 6} Answer with only A, B, C, or D.","Na_{2}S_{2}O_{3} jouge salofarer jaron man kot? A. \text{+ 2} B. \text{+ 4} C. \text {+ 5} D. \text{+ 6} Answer with only A, B, C, or D.","What is the oxidation number of sulphur in compound Na_{2}S_{2}O_{3}? A. + 2 B. + 4 C. + 5 D. + 6 Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0285,B,Chemistry,chemistry,0,0,1,D,D,B,"ঘনীভবনের ক্ষেত্রে- i. পদার্থ তাপশক্তি নির্গত করে ii. কণার গতিশক্তি বৃদ্ধি পায় iii. আয়তন হ্রাস পায় নিচের কোনটি সঠিক? A. i ও ii B. i ও iii C. ii ও iii D. i, ii ও iii Answer with only A, B, C, or D.","ghonibhoboner kshetre- i. podarth taposhokti nirgot kore ii. konar gotishokti briddhi pay iii. ayoton hras pay nicher konoti sothik? A. i o ii B. i o iii C. ii o iii D. i, ii o iii Answer with only A, B, C, or D.","In case of condensation- i. matter releases heat energy ii. kinetic energy of particels is increased iii. volume is decreased Which one is correct? A. i and ii B. i and iii C. ii and iii D. i, ii and iii Answer with o..."
benqa_ext_10th-Chemistry_0295,C,Chemistry,chemistry,1,0,0,C,A,D,"কোন মৌলের ইলেকট্রন, প্রোটন ও নিউট্রন সংখ্যা সমান? A. Na B. K C. Ca D. Cl Answer with only A, B, C, or D.","kon mouler ilekotron, proton o niutron songkhya soman? A. Na B. K C. Ca D. Cl Answer with only A, B, C, or D.","Which element has the equal numbers of electron, proton and neutron? A. Na B. K C. Ca D. Cl Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0327,D,Chemistry,chemistry,1,0,0,D,A,A,"কোন মৌলটির ধাতব ধর্ম বেশি? A. Na B. Mg C. Ca D. K Answer with only A, B, C, or D.","kon moulotir dhatob dhorm beshi? A. Na B. Mg C. Ca D. K Answer with only A, B, C, or D.","Which element has more metallic property? A. Na B. Mg C. Ca D. K Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0358,A,Chemistry,chemistry,0,0,1,B,B,A,"1 g KCl লবণে কয়টি অণু আছে? A. 8.084 \times 10^{21} B. 8.084 \times 10^{22} C. 8.084 \times 10^{23} D. 8.084 \times 10^{24} Answer with only A, B, C, or D.","1 g KCl lobone koyoti onu achhe? A. 8.084 \times 10^{21} B. 8.084 \times 10^{22} C. 8.084 \times 10^{23} D. 8.084 \times 10^{24} Answer with only A, B, C, or D.","How many molecules in 1gm KCl? A. 8.084\times 10^{21} B. 8.084\times 10^{22} C. 8.084\times 10^{23} D. 8.084\times 10^{24} Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0376,B,Chemistry,chemistry,0,0,1,A,D,B,"কোনটি প্রাকৃতিক পলিমার? A. পলিথিন B. রাবার C. পিভিসি D. পলিপ্রোপিন Answer with only A, B, C, or D.","konoti prakritik polimar? A. polithin B. rabar C. pibhisi D. polipropin Answer with only A, B, C, or D.","Which one is natural polymer? A. Polythene B. Rubber C. PVC D. Polypropene Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0383,A,Chemistry,chemistry,1,0,0,A,D,B,"কোন মৌলটি হ্যালোজেন গ্রুপের অন্তর্ভুক্ত? A. অ্যাস্টাটিন B. সিজিয়াম C. সিলভার D. স্ট্রনসিয়াম Answer with only A, B, C, or D.","kon mouloti hyalojen gruper ontorbhukt? A. astatin B. sijiyam C. silobhar D. stronosiyam Answer with only A, B, C, or D.","Which elements belongs to the Halogen group? A. Astatine B. Caesium C. Silver D. Strontium Answer with only A, B, C, or D."
benqa_ext_10th-Math-II_0078,A,Math-II,math-ii,0,0,1,C,B,A,"একটি নিরপেক্ষ ছক্কা নিক্ষেপ করলে 2 উঠার সম্ভাবনা কোনটি? A. \frac{1}{6} B. \frac{1}{3} C. \frac{1}{2} D. \frac{2}{3} Answer with only A, B, C, or D.","ekoti niropeksh chhokka nikshep korole 2 uthar sombhabona konoti? A. \frac{1}{6} B. \frac{1}{3} C. \frac{1}{2} D. \frac{2}{3} Answer with only A, B, C, or D.","What is the probability of getting 2 on throwing an unbiased dice? A. \frac{1}{6} B. \frac{1}{3} C. \frac{1}{2} D. \frac{2}{3} Answer with only A, B, C, or D."
benqa_ext_10th-Math-II_0089,C,Math-II,math-ii,1,0,1,C,B,C,"^{n}\textrm{C}_{2} = \,^{n}\textrm{C}_{3} হলে n এর মান নিচের কোনটি? A. 2 B. 3 C. 5 D. 6 Answer with only A, B, C, or D.","^{n}\textrm{C}_{2} = \,^{n}\textrm{C}_{3} hole n er man nicher konoti? A. 2 B. 3 C. 5 D. 6 Answer with only A, B, C, or D.","If _{}^{n}\textrm{C}_{2} = _{}^{n}\textrm{C}_{3} then, which is the value of n? A. 2 B. 3 C. 5 D. 6 Answer with only A, B, C, or D."
benqa_ext_10th-Math-II_0116,A,Math-II,math-ii,1,0,0,A,B,B,"x^{\frac{1}{p}} = y^{\frac{1}{q}} = z^{\frac{1}{r}} এবং xyz = 1 কোনটি সঠিক? A. x = y^{\frac{p}{q}} B. x = y^{\frac{q}{p}} C. y = x^{\frac{r}{q}} D. z = y^{\frac{q}{r}} Answer with only A, B, C, or D.","x^{\frac{1}{p}} = y^{\frac{1}{q}} = z^{\frac{1}{r}} ebong xyz = 1 konoti sothik? A. x = y^{\frac{p}{q}} B. x = y^{\frac{q}{p}} C. y = x^{\frac{r}{q}} D. z = y^{\frac{q}{r}} Answer with only A, B, C, or D.","x^{\frac{1}{p}} = y^{\frac{1}{q}} = z^{\frac{1}{r}} and xyz = 1 Which one is correct? A. x = y^{\frac{p}{q}} B. x = y^{\frac{q}{p}} C. y = x^{\frac{r}{q}} D. z = y^{\frac{q}{r}} Answer with only A, B, C, or D."
