id,answer,subject,domain,bangla_correct,banglish_correct,english_correct,bangla_parsed,banglish_parsed,english_parsed,bangla_prompt,banglish_prompt,english_prompt
benqa_ext_10th-Biology_0123,B,Biology,biology,0,0,1,C,C,B,"মূলা মাটির নিচে হয়। কোনো কারণে মাটির বাইরে বেরিয়ে এলে তার বর্ণের পরিবর্তন ঘটে। উক্ত মূলে পাওয়া যেতে পারে- i. লিউকোপ্লাস্ট ii. ক্যারোটিন iii. ক্লোরোফিল নিচের কোনটি সঠিক? A. i ও ii B. i ও iii C. ii ও iii D. i, ii ও iii...","mula matir niche hoy. kono karone matir baire beriye ele tar borner poriborton ghote. ukt mule paoya jete pare- i. liukoplast ii. kyarotin iii. klorofil nicher konoti sothik? A. i o ii B. i o iii C. ii o iii D. i, ii...","Radish are usually grow under the soil. Some how they come out from the soil, the colour is changed. In the root of the stem, can be found- i. leucoplast ii. carotene iii. chlorophyll Which one is correct? A. i and ii..."
benqa_ext_10th-Biology_0125,B,Biology,biology,1,0,1,B,C,B,"বর্ণান্ধ রোগের জিনের অবস্থান কোথায়? A. অটোসোম B. সেক্স ক্রোমোসোম C. নিউক্লিয়াস D. মাইটোকন্ড্রিয়া Answer with only A, B, C, or D.","bornandh roger jiner obosthan kothay? A. otosom B. seks kromosom C. niukliyas D. maitokondriya Answer with only A, B, C, or D.","Where the gens are positioned of colour blindness? A. Autosome B. Sex-chromosome C. Nucleus D. Mitochondria Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0142,A,Biology,biology,1,0,1,A,C,A,"কোনটি আল্ট্রাফিলট্রেট তৈরি করে? A. গ্লোমেরুলাস B. হাইলাস C. রেনাল ক্যাপসুল D. বোম্যান্স ক্যাপসুল Answer with only A, B, C, or D.","konoti altrafilotret toiri kore? A. glomerulas B. hailas C. renal kyaposul D. bomyans kyaposul Answer with only A, B, C, or D.","Which one produces ultra-filtrate? A. Glomerulus B. Hilus C. Renal capsule D. Bowman's capsule Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0148,D,Biology,biology,1,0,1,D,C,D,"কোন বেসটি শুধু RNA তে পাওয়া যায়? A. এডিনিন B. গুয়ানিন C. থায়ামিন D. ইউরোসিল Answer with only A, B, C, or D.","kon besoti shudhu RNA te paoya jay? A. edinin B. guyanin C. thayamin D. iurosil Answer with only A, B, C, or D.","Which base in only found in RNA? A. Adenine B. Guanine C. Thiamine D. Uracil Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0151,A,Biology,biology,1,0,1,A,D,A,পাতার মেসোফিল টিস্যুর কোষের অম্লত্ব বেড়ে যায় কোনটির কারণে? A. CO_{2} এর মাত্রা খুব বেশি বেড়ে গেলে B. O_{2} এর বেশি মাত্রা খুব কমে গেলে C. খুব বেশি ক্লোরোপ্লাস্টের উপস্থিতিতে D. এনজাইমের বেশি ঘাটতি থাকলে Answer with on...,patar mesofil tisyur kosher omlotb bere jay konotir karone? A. CO_{2} er matra khub beshi bere gele B. O_{2} er beshi matra khub kome gele C. khub beshi kloroplaster uposthitite D. enojaimer beshi ghatoti thakole Answ...,For which reason the acidic condition in the cell of mesophyll tissue is increased? A. The amount of CO_{2} in increased to a very high level B. The amount O_{2} is decreased C. In the presence of too much chloroplast...
benqa_ext_10th-Biology_0175,D,Biology,biology,0,0,1,C,C,D,"দললগ্ন পুংস্তবক কোন ফুলে দেখা যায়? A. শিমুল B. জবা C. শিম D. ধুতুরা Answer with only A, B, C, or D.","dolologn pungstobok kon fule dekha jay? A. shimul B. joba C. shim D. dhutura Answer with only A, B, C, or D.","Epipetalous androceium is found in which flower? A. Cotton tree B. Hibiscus C. Bean D. Datura Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0184,A,Biology,biology,1,0,1,A,D,A,"বাঘ ও হরিণের মধ্যে সংগ্রাম বিদ্যমান- i. আন্তঃপ্রজাতিক ii. অন্তঃপ্রজাতিক iii. পরিবেশের সঙ্গে নিচের কোনটি সঠিক? A. i B. ii C. i ও ii D. ii ও iii Answer with only A, B, C, or D.","bagh o horiner modhye songgram bidyoman- i. antohprojatik ii. ontohprojatik iii. poribesher songge nicher konoti sothik? A. i B. ii C. i o ii D. ii o iii Answer with only A, B, C, or D.","What type of struggle found between tiger and deer? i. Inter specific struggle ii. Intra specific struggle iii. Struggle with environment Which one is correct? A. i B. ii C. i and ii D. ii and iii Answer with only A,..."
benqa_ext_10th-Biology_0186,B,Biology,biology,1,0,0,B,D,C,"লাউ গাছের কাণ্ডে দৃঢ়তা প্রদান করে কোনটি? A. প্যারেনকাইমা B. কোলেনকাইমা C. ফাইবার D. স্ক্লেরাইড Answer with only A, B, C, or D.","lau gachher kande drirhota prodan kore konoti? A. pyarenokaima B. kolenokaima C. faibar D. skleraid Answer with only A, B, C, or D.","Which one give rigidity to gourd? A. Parenchyma B. Collenchyma C. Fiber D. Scleroids Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0203,D,Biology,biology,1,0,1,D,B,D,"নিচের কোনটি C_{3} উদ্ভিদ? A. আখ B. ভূট্টা C. মুথাঘাস D. ধান Answer with only A, B, C, or D.","nicher konoti C_{3} udbhid? A. akh B. bhutta C. muthaghas D. dhan Answer with only A, B, C, or D.","Which one of the following ius the example of C_{3} plant? A. Sugarcane B. Maize C. Motha grass D. Paddy Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0218,D,Biology,biology,1,0,1,D,C,D,"নিচের কোনটিতে স্টোন সেল বিদ্যমান? A. তাল B. কলা C. বাঁশ D. সাইকাস Answer with only A, B, C, or D.","nicher konotite ston sel bidyoman? A. tal B. kola C. bansh D. saikas Answer with only A, B, C, or D.","In which of the following stone cell is present? A. Palm B. Banana C. Bamboo D. Cycus Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0225,C,Biology,biology,1,0,1,C,D,C,"ঝিল্লিবিহীন সাইটোপ্লাজমীয় অঙ্গাণু কোনটি? A. গলজি বস্তু B. লাইসোসোম C. রাইবোসোম D. কোষ গহ্বর Answer with only A, B, C, or D.","jhillibihin saitoplajomiy ongganu konoti? A. goloji bostu B. laisosom C. raibosom D. kosh gohbor Answer with only A, B, C, or D.","Which one is non-membranous Cytoplasmic organelle? A. Golgi body B. Lysosome C. Ribosome D. Cell vecuole Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0243,D,Biology,biology,1,0,1,D,B,D,"ইলেকট্রন ট্রান্সপোর্ট সিস্টেম ঘটে কোনটিতে? A. নিউক্লিয়াস B. রাইবোজোম C. লাইসোজোম D. মাইটোকন্ড্রিয়া Answer with only A, B, C, or D.","ilekotron transoport sistem ghote konotite? A. niukliyas B. raibojom C. laisojom D. maitokondriya Answer with only A, B, C, or D.","Electron transport system is occurred in which organell? A. Nucleus B. Ribosome C. Lysosome D. Mitochondria Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0247,B,Biology,biology,1,0,1,B,C,B,"নিচের কোনটি স্মৃতি সংরক্ষণে সাহায্য করে? A. যোজক টিস্যু B. স্না্যু টিস্যু C. আবরণী টিস্যু D. পেশি টিস্যু Answer with only A, B, C, or D.","nicher konoti smriti songrokshone sahajy kore? A. jojok tisyu B. snaju tisyu C. aboroni tisyu D. peshi tisyu Answer with only A, B, C, or D.","Which one of the following helps to store memory? A. Connective tissue B. Nerve tissue C. Epithelial tissue D. Muscular tissue Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0260,A,Biology,biology,0,0,1,C,C,A,"বাবা, মা এবং সাবিনা, সাবিহা দুই বোন মিলে তাদের পরিবার। উক্ত পরিবারে কার বৃক্কে পাথর হওয়ায় সম্ভাবনা বেশি? A. বাবা B. মা C. সাবিনা D. সাবিহা Answer with only A, B, C, or D.","baba, ma ebong sabina, sabiha dui bon mile tader poribar. ukt poribare kar brikke pathor hooyay sombhabona beshi? A. baba B. ma C. sabina D. sabiha Answer with only A, B, C, or D.","The family consists of parents and two sisters Sabina and Sahiha. Who is most likely to develop stones in his or her kidney? A. Father B. Mother C. Sabina D. Sabiha Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0278,D,Biology,biology,1,0,1,D,B,D,"কিডনি বিকল হলে রক্তে কোনটির পরিমাণ বৃদ্ধি পায়? A. অ্যামাইনো এসিড B. ইউরিক এসিড C. ইউরোক্রোম D. ক্রিয়েটিনিন Answer with only A, B, C, or D.","kidoni bikol hole rokte konotir poriman briddhi pay? A. amaino esid B. iurik esid C. iurokrom D. kriyetinin Answer with only A, B, C, or D.","Which one of the following is increased in the blood due to kidney failure? A. Amino acid B. Uric acid C. Urochrome D. Creatinine Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0287,A,Biology,biology,1,0,1,A,C,A,"কোন খাবার অতিরিক্ত গ্রহণে মূত্রের অম্লতা বৃদ্ধি পায়? A. মাছ B. ভাত C. মাখন D. আম Answer with only A, B, C, or D.","kon khabar otirikt grohone mutrer omlota briddhi pay? A. machh B. bhat C. makhon D. am Answer with only A, B, C, or D.","Which food will increase the acidity of urine if it is taken excessively? A. Fish B. Rice C. Butter D. Mango Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0305,A,Biology,biology,1,0,1,A,C,A,"কোনটি পতঙ্গ পরাগী ফুল? A. জবা B. কদম C. শিমুল D. কচু Answer with only A, B, C, or D.","konoti potongg poragi ful? A. joba B. kodom C. shimul D. kochu Answer with only A, B, C, or D.","Which one of the following is an insect pollinated flower? A. Hibiscus B. Kadam C. Shimul D. Taro Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0334,A,Biology,biology,1,0,1,A,C,A,"কোনটিতে ফ্লোয়েম ফাইবার পাওয়া যায়? A. পাট B. আখ C. ভুট্টা D. সরিষা Answer with only A, B, C, or D.","konotite floyem faibar paoya jay? A. pat B. akh C. bhutta D. sorisha Answer with only A, B, C, or D.","Where is found in phloem fiber? A. Jute B. Sugarcane C. Maize D. Mustard Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0340,A,Biology,biology,0,0,1,D,D,A,"নিষেকের কত সপ্তাহের মধ্যে অমরা গঠিত হয়? A. 12 B. 11 C. 10 D. 9 Answer with only A, B, C, or D.","nisheker kot soptaher modhye omora gothit hoy? A. 12 B. 11 C. 10 D. 9 Answer with only A, B, C, or D.","Placenta is formed in how many weeks after fertilization? A. 12 B. 11 C. 10 D. 9 Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0342,B,Biology,biology,1,0,1,B,D,B,"মি. X এর একটানা এক মাসেরও বেশি জ্বর, পাতলা পায়খানা, এবং শুকনো কাশি। তার ঘাড় ও বগলে ব্যাথা অনুভূত হয়। মুখমণ্ডল খসখসে হয়ে গেছে। চিকিৎসকের কাছে গেলে চিকিৎসক পরীক্ষা-নিরীক্ষা করে জানালেন, তিনি এমন এক রোগে আক্রান্ত হয়েছেন,...","mi. X er ekotana ek maseroo beshi jbor, patola payokhana, ebong shukono kashi. tar ghar o bogole byatha onubhut hoy. mukhomondol khosokhose hoye gechhe. chikitosoker kachhe gele chikitosok poriksha-niriksha kore janal...","Mr. X has a continuous fever for more than one month, diarrhoea and dry cough. He feels pain in neck and armpit. The face has become rough. When he went to the doctor's chamber, the doctor examined him and said that h..."
benqa_ext_10th-Biology_0344,D,Biology,biology,1,0,1,D,C,D,"কোন পদ্ধতিতে গ্যামেট সৃষ্টি হয়? A. Fragmentation B. Amitosis C. Mitosis D. Meiosis Answer with only A, B, C, or D.","kon poddhotite gyamet srishti hoy? A. Fragmentation B. Amitosis C. Mitosis D. Meiosis Answer with only A, B, C, or D.","In which process gamete is produced A. Fragmentation B. Amitosis C. Mitosis D. Meisosis Answer with only A, B, C, or D."
benqa_ext_10th-Biology_0350,D,Biology,biology,1,0,1,D,A,D,"উত্তর ও মধ্য আমেরিকার কোয়েল পাখি বিলুপ্ত হওয়ার কারণ কোনটি? A. প্রকরণের পরিবর্তন B. আন্তঃপ্রজাতিক সংগ্রাম C. অন্তঃপ্রজাতিক সংগ্রাম D. পরিবেশের সাথে সংগ্রাম Answer with only A, B, C, or D.","uttor o modhy amerikar koyel pakhi bilupt hooyar karon konoti? A. prokoroner poriborton B. antohprojatik songgram C. ontohprojatik songgram D. poribesher sathe songgram Answer with only A, B, C, or D.","What is the reason for the extinction of North and South American Koel brids? A. Variation of variants B. Inter specific struggle C. Intra specific struggle D. Struggle with environment Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0006,D,Chemistry,chemistry,1,0,1,D,C,D,কোনটি তাপ উৎপাদী বিক্রিয়া? A. SO_{2}(g) \rightarrow S(s) + O_{2}(g) B. H_{2}O(g) \rightarrow H_{2}(g) + O_{2}(g) C. N_{2}(g) + O_{2}(g) \rightarrow NO(g) D. N_{2}(g) + H_{2}(g) \rightarrow NH_{3}(g) Answer with only A...,konoti tap utopadi bikriya? A. SO_{2}(g) \rightarrow S(s) + O_{2}(g) B. H_{2}O(g) \rightarrow H_{2}(g) + O_{2}(g) C. N_{2}(g) + O_{2}(g) \rightarrow NO(g) D. N_{2}(g) + H_{2}(g) \rightarrow NH_{3}(g) Answer with only...,"Which one is exothermic reaction? A. SO_{2}(g)\rightarrow S(s)+O_{2}(g) B. H_{2}O(g)\rightarrow H_{2}(g)+O_{2}(g) C. N_{2}(g)+H_{2}(g)\rightarrow NO(g) D. N_{2}(g)+H_{2}(g)\rightarrow NH_{3}(g) Answer with only A, B,..."
benqa_ext_10th-Chemistry_0016,A,Chemistry,chemistry,1,0,0,A,B,C,"কোনটি দাহ্য পদার্থ? A. ইথার B. টি.এন.টি C. বেনজিন D. টলুইন Answer with only A, B, C, or D.","konoti dahy podarth? A. ithar B. ti.en.ti C. benojin D. toluin Answer with only A, B, C, or D.","Which one is flammable substance? A. Ether B. TNT C. Benzene D. Toluene Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0027,A,Chemistry,chemistry,0,0,1,B,D,A,"(n - 1) d^{3} ns^{2} ইলেকট্রন বিন্যাস n = 4 মৌলটি নিচের কোনটি? A. V B. Mn C. Co D. Ni Answer with only A, B, C, or D.","(n - 1) d^{3} ns^{2} ilekotron binyas n = 4 mouloti nicher konoti? A. V B. Mn C. Co D. Ni Answer with only A, B, C, or D.","Which is the following element is the electronic configuration of (n-1)d^{3}ns^{2}? Where n = 4? A. V B. Mn C. Co D. Ni Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0034,D,Chemistry,chemistry,1,0,1,D,C,D,"তুঁতের একটি অণুতে কয়টি পরমাণু থাকে? A. 5 B. 6 C. 11 D. 21 Answer with only A, B, C, or D.","tunter ekoti onute koyoti poromanu thake? A. 5 B. 6 C. 11 D. 21 Answer with only A, B, C, or D.","How many atoms are there in a pentahydrate copper sulphate molecule? A. 5 B. 6 C. 11 D. 21 Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0050,B,Chemistry,chemistry,1,0,0,B,D,C,"পটাসিয়াম এর 'M' শক্তিস্তর কতটি ইলেকট্রন থাকে? A. 2 B. 8 C. 9 D. 18 Answer with only A, B, C, or D.","potasiyam er 'M' shoktistor kototi ilekotron thake? A. 2 B. 8 C. 9 D. 18 Answer with only A, B, C, or D.","How much electrons are present in 'M' energy shell of potassium? A. 2 B. 8 C. 9 D. 18 Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0058,B,Chemistry,chemistry,1,0,1,B,C,B,"হ্যালোজেন গ্রুপের মৌলগুলোর যোজ্যতা ইলেকট্রন কয়টি? A. 1 B. 7 C. 8 D. 17 Answer with only A, B, C, or D.","hyalojen gruper moulogulor jojyota ilekotron koyoti? A. 1 B. 7 C. 8 D. 17 Answer with only A, B, C, or D.","What is the valence electrons of the elements of halogen group? A. 1 B. 7 C. 8 D. 17 Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0061,B,Chemistry,chemistry,0,0,1,D,D,B,"200 mL দ্রবণে কত গ্রাম সোডিয়াম হাইড্রোক্সাইড দ্রবীভূত থাকলে এর ঘনমাত্রা সেমিমোলার হবে? A. 20 B. 4 C. 1.25 D. 0.5 Answer with only A, B, C, or D.","200 mL drobone kot gram sodiyam haidroksaid drobibhut thakole er ghonomatra semimolar hobe? A. 20 B. 4 C. 1.25 D. 0.5 Answer with only A, B, C, or D.","How many grams of sodium hydroxide in 200 ml of solution will have a concentration of semi molar? A. 20 B. 4 C. 1.25 D. 0.5 Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0072,B,Chemistry,chemistry,1,0,1,B,C,B,"নিচের কোনটির পারমাণবিক ব্যাসার্ধ সবচেয়ে কম? A. Na^{+} B. Mg^{2+} C. S^{2-} D. Cl^{-} Answer with only A, B, C, or D.","nicher konotir paromanobik byasardh sobocheye kom? A. Na^{+} B. Mg^{2+} C. S^{2-} D. Cl^{-} Answer with only A, B, C, or D.","Which one has the lowest atomic radius? A. Na^{+} B. Mg^{2+} C. S^{2-} D. Cl^{-} Answer with only A, B, C, or D."
benqa_ext_10th-Chemistry_0075,B,Chemistry,chemistry,1,0,1,B,C,B,"হিলিয়ামের নিউক্লিয়াসে কয়টি প্রোটন থাকে? A. 1 B. 2 C. 3 D. 4 Answer with only A, B, C, or D.","hiliyamer niukliyase koyoti proton thake? A. 1 B. 2 C. 3 D. 4 Answer with only A, B, C, or D.","How many protons are in the nucleus of Helium? A. 1 B. 2 C. 3 D. 4 Answer with only A, B, C, or D."
