model,id,dataset,task_type,answer_type,gold,pattern,bangla_present,bangla_correct,bangla_parsed,bangla_raw,bangla_seconds,banglish_clean_present,banglish_clean_correct,banglish_clean_parsed,banglish_clean_raw,banglish_clean_seconds,english_present,english_correct,english_parsed,english_raw,english_seconds
Qwen/Qwen2.5-1.5B-Instruct,benqa_12th-Chemistry-I_0227,benqa,mcq,choice,D,all_wrong,True,False,B,B,0.1126,True,False,B,B,0.0854,True,False,C,C,0.0845
Qwen/Qwen2.5-1.5B-Instruct,benqa_12th-Chemistry-I_0328,benqa,mcq,choice,B,bangla_only_correct,True,True,B,B,0.0997,True,False,A,A,0.0826,True,False,D,D,0.087
Qwen/Qwen2.5-1.5B-Instruct,benqa_12th-Math-II_0017,benqa,mcq,choice,D,banglish_only_correct,True,False,B,B,0.1094,True,True,D,D,0.0985,True,False,B,B,0.0997
Qwen/Qwen2.5-1.5B-Instruct,benqa_12th-Math-I_0310,benqa,mcq,choice,B,english_wrong_only,True,True,B,B,0.1098,True,True,B,B,0.0998,True,False,A,A,0.0992
Qwen/Qwen2.5-1.5B-Instruct,benqa_12th-Physics-I_0289,benqa,mcq,choice,D,all_wrong,True,False,C,C,0.1316,True,False,C,C,0.1118,True,False,C,C,0.0993
Qwen/Qwen2.5-1.5B-Instruct,benqa_8th-Math_0190,benqa,mcq,choice,B,banglish_only_correct,True,False,C,C,0.1612,True,True,B,B,0.1112,True,False,C,C,0.1
Qwen/Qwen2.5-3B-Instruct,banglamath_0183,banglamath,short_answer,short_answer,৩০ দিন,all_wrong,True,False,10 days,10 days,0.2779,True,False,"Ekotí Chhatrábase 50 jóner, 15 diner kháđ mojúd achché. Ói kháđe 25 jóner kot din cholobe.","Ekotí Chhatrábase 50 jóner, 15 diner kháđ mojúd achché. Ói kháđe 25 jóner kot din cholobe.",2.124,True,False,75,75,0.1986
Qwen/Qwen2.5-3B-Instruct,banglamath_0226,banglamath,short_answer,short_answer,২৫০ টাকা,all_wrong,True,False,300,300,0.2586,True,False,150,150,0.2395,True,False,325,325,0.2396
Qwen/Qwen2.5-3B-Instruct,banglamath_0237,banglamath,short_answer,short_answer,৬৪ টাকা,all_wrong,True,False,768,768,0.2228,True,False,1 dojon dimer dam 48 taka hole 16ti dimer dam kot,1 dojon dimer dam 48 taka hole 16ti dimer dam kot,0.9262,True,False,3 Taka,3 Taka,0.2176
Qwen/Qwen2.5-3B-Instruct,banglamath_0301,banglamath,short_answer,short_answer,0,bangla_banglish_both_wrong_no_english,True,False,12,12,1.0815,True,False,"12 singers participated in the competition, and their songs were judged by a panel of judges.","12 singers participated in the competition, and their songs were judged by a panel of judges.",0.9258,False,,,,
Qwen/Qwen2.5-3B-Instruct,banglamath_0541,banglamath,short_answer,short_answer,৪৪৪ বর্গমিটার,all_wrong,True,False,450平方米,450平方米,0.3628,True,False,ekoti ayotakar baganer doirghj 80 mi o prosth 30 mi. er bhitore 3 mitar choora rasta thakole rastar kshetrofol kot,ekoti ayotakar baganer doirghj 80 mi o prosth 30 mi. er bhitore 3 mitar choora rasta thakole rastar kshetrofol kot,2.0515,True,False,474平方米,474平方米,0.2668
Qwen/Qwen2.5-3B-Instruct,banglamath_0745,banglamath,short_answer,short_answer,280,bangla_banglish_both_wrong_no_english,True,False,1400,1400,0.3754,True,False,28,28,0.2071,False,,,,
Qwen/Qwen2.5-3B-Instruct,banglamath_1034,banglamath,short_answer,short_answer,x²-6xy+9y²,bangla_correct_banglish_wrong_no_english,True,True,x² - 6xy + 9y²,x² - 6xy + 9y²,0.5033,True,False,(x-3y)² is not a kot.,(x-3y)² is not a kot.,0.4937,False,,,,
Qwen/Qwen2.5-3B-Instruct,banglamath_1085,banglamath,short_answer,short_answer,(x-3)/(x+4),bangla_correct_banglish_wrong_no_english,True,True,(x-3)/(x+4),(x-3)/(x+4),0.4111,True,False,x-1,x-1,0.2183,False,,,,
Qwen/Qwen2.5-3B-Instruct,benqa_10th-Math-II_0088,benqa,mcq,choice,B,all_wrong,True,False,D,D,0.1853,True,False,D,D,0.1687,True,False,D,D,0.1662
Qwen/Qwen2.5-3B-Instruct,benqa_10th-Math-II_0102,benqa,mcq,choice,D,all_wrong,True,False,C,C,0.1834,True,False,C,C,0.1652,True,False,B,B,0.1636
Qwen/Qwen2.5-3B-Instruct,benqa_10th-Math-II_0204,benqa,mcq,choice,C,all_wrong,True,False,A,A,0.1486,True,False,A,A,0.1508,True,False,A,A,0.1503
Qwen/Qwen2.5-3B-Instruct,benqa_10th-Math_0362,benqa,mcq,choice,D,banglish_drop_vs_bangla_english,True,True,D,D,0.1645,True,False,B,B,0.1642,True,True,D,D,0.1718
Qwen/Qwen2.5-3B-Instruct,benqa_12th-Chemistry-II_0166,benqa,mcq,choice,A,bangla_only_correct,True,True,A,A,0.235,True,False,C,C,0.1834,True,False,D,D,0.1675
Qwen/Qwen2.5-3B-Instruct,benqa_12th-Chemistry-II_0194,benqa,mcq,choice,A,english_only_correct,True,False,D,D,0.1714,True,False,B,B,0.1515,True,True,A,A,0.151
Qwen/Qwen2.5-3B-Instruct,benqa_12th-Chemistry-I_0227,benqa,mcq,choice,D,all_wrong,True,False,B,B,0.1713,True,False,B,B,0.1514,True,False,B,B,0.1544
Qwen/Qwen2.5-3B-Instruct,benqa_12th-Chemistry-I_0328,benqa,mcq,choice,B,bangla_only_correct,True,True,B,B,0.1685,True,False,A,A,0.1475,True,False,D,D,0.1457
Qwen/Qwen2.5-3B-Instruct,benqa_12th-Math-II_0017,benqa,mcq,choice,D,all_correct,True,True,D,D,0.1858,True,True,D,D,0.1638,True,True,D,D,0.1653
Qwen/Qwen2.5-3B-Instruct,benqa_12th-Math-I_0310,benqa,mcq,choice,B,all_correct,True,True,B,B,0.1835,True,True,B,B,0.1642,True,True,B,B,0.1643
Qwen/Qwen2.5-3B-Instruct,benqa_12th-Physics-I_0289,benqa,mcq,choice,D,all_wrong,True,False,C,C,0.2613,True,False,C,C,0.1859,True,False,C,C,0.1645
Qwen/Qwen2.5-3B-Instruct,benqa_8th-Math_0190,benqa,mcq,choice,B,all_correct,True,True,B,B,0.33,True,True,B,B,0.1855,True,True,B,B,0.1649
Qwen/Qwen3-4B-Instruct-2507,banglamath_0183,banglamath,short_answer,short_answer,৩০ দিন,all_wrong,True,False,ছাত্রাবাসে ৫০ জনের ১৫ দিনের খাদ্য আছে।,ছাত্রাবাসে ৫০ জনের ১৫ দিনের খাদ্য আছে। খাদ্যের মোট পরিমাণ =,3.4244,True,False,"The given text appears to be in a mix of Bengali and English, and it seems to be a statement about a person named ""ekoti chhatrabase"" (possibly a person of 50 years old) who has 15 friends, and among them, 25-year-old friends are present","The given text appears to be in a mix of Bengali and English, and it seems to be a statement about a person named ""ekoti chhatrabase"" (possibly a person of 50 years old) who has 15 friends, and among them, 25-year-old...",3.3709,True,False,The total amount of food is enough for 50 people for 15 days.,"The total amount of food is enough for 50 people for 15 days. So, total food = 50 × 15 = 750 person-days. If there are now 25 people, the number of days the food will last is: 750 ÷ 2",3.5106
Qwen/Qwen3-4B-Instruct-2507,banglamath_0226,banglamath,short_answer,short_answer,২৫০ টাকা,all_wrong,True,False,550 টাকাকে 5:6 অনুপাতে ভাগ করলে মোট অংশের সংখ্যা = 5 + 6 = 11,550 টাকাকে 5:6 অনুপাতে ভাগ করলে মোট অংশের সংখ্যা = 5 + 6 = 11 প,3.3757,True,False,"The question appears to be in a mix of Bengali and English, and it is unclear in its meaning. Without a clear and grammatically correct translation or context, it is not possible to provide a meaningful or accurate answer. Therefore, the correct response is:","The question appears to be in a mix of Bengali and English, and it is unclear in its meaning. Without a clear and grammatically correct translation or context, it is not possible to provide a meaningful or accurate an...",3.3166,True,False,The total ratio parts = 5 + 6 = 11,The total ratio parts = 5 + 6 = 11 Total amount = 550 Taka Each part = 550 ÷ 11 = 50 Taka First part (5 parts) = 5 × 50 = 250 Taka,3.4049
Qwen/Qwen3-4B-Instruct-2507,banglamath_0237,banglamath,short_answer,short_answer,৬৪ টাকা,all_wrong,True,False,১ ডজন = ১২টি ডিম,১ ডজন = ১২টি ডিম ১২টি ডিমের দাম = ৪৮ টাকা ১টি ডিমের দাম = 4,3.3762,True,False,"The given text ""1 dojon dimer dam 48 taka hole 16ti dimer dam kot"" appears to be a mix of Bengali and possibly a typo or miscommunication. It does not form a coherent sentence or question in a clear language. Without context or clarification, it cannot be evaluated","The given text ""1 dojon dimer dam 48 taka hole 16ti dimer dam kot"" appears to be a mix of Bengali and possibly a typo or miscommunication. It does not form a coherent sentence or question in a clear language. Without ...",3.2842,True,False,1 dozen = 12 eggs,1 dozen = 12 eggs Cost of 12 eggs = 48 Taka Cost of 1 egg = 48 ÷ 12 = 4 Taka Cost of 16 eggs = 16 × 4 = 64 Taka 64,3.294
Qwen/Qwen3-4B-Instruct-2507,banglamath_0301,banglamath,short_answer,short_answer,0,bangla_banglish_both_wrong_no_english,True,False,১২ এর যোগাত্মক বিপরীত সংখ্যা হল  -12।,"১২ এর যোগাত্মক বিপরীত সংখ্যা হল -12। ১২ + (-12) = 0 সুতরাং, �",5.4863,True,False,12 er sathe er jogatmok biporit songkhja jog korole 12 hoy.,12 er sathe er jogatmok biporit songkhja jog korole 12 hoy.,1.3419,False,,,,
Qwen/Qwen3-4B-Instruct-2507,banglamath_0541,banglamath,short_answer,short_answer,৪৪৪ বর্গমিটার,all_wrong,True,False,আয়তাকার বাগানের দৈর্ঘ্য = 50 মি,আয়তাকার বাগানের দৈর্ঘ্য = 50 মি প্রস্থ = 30 মি রাস্তা 3 মিটার চ,3.4671,True,False,"The given text appears to be a mix of Bengali and nonsensical or garbled characters, making it difficult to interpret meaningfully. Without clear context or a coherent question, it is not possible to provide a valid evaluation or answer.","The given text appears to be a mix of Bengali and nonsensical or garbled characters, making it difficult to interpret meaningfully. Without clear context or a coherent question, it is not possible to provide a valid e...",3.2735,True,False,"The garden is 50m by 30m. A 3m wide path is inside, so we need to find the area of the path.","The garden is 50m by 30m. A 3m wide path is inside, so we need to find the area of the path. Assuming the path goes all the way around the inside (like a border), we subtract 3m from each side of the length and width. So",3.407
Qwen/Qwen3-4B-Instruct-2507,banglamath_0745,banglamath,short_answer,short_answer,280,bangla_banglish_both_wrong_no_english,True,False,"মনে করি, সংখ্যাটি = $ x $","মনে করি, সংখ্যাটি = $ x $ সঠিক উত্তর = $ \frac{3}{14}x $ ভুল উত্তর = $ \frac{3}{4}",3.4766,True,False,Let's solve the problem step by step.,"Let's solve the problem step by step. We are given: - The correct amount of songkhjar (a unit of measurement) should be **3/14** of a unit (let's assume ""ongsh"" is a unit). - But due to a mistake, the person took **3/4",3.3551,False,,,,
Qwen/Qwen3-4B-Instruct-2507,banglamath_1034,banglamath,short_answer,short_answer,x²-6xy+9y²,bangla_banglish_both_correct_no_english,True,True,(x - 3y)² = x² - 6xy + 9y²,(x - 3y)² = x² - 6xy + 9y²,1.067,True,True,(x - 3y)² = x² - 6xy + 9y²,"(x - 3y)² = x² - 6xy + 9y² The expression is not a ""kot"" (which is not a mathematical term in this context), so the correct expansion is: x² - 6xy + 9y²",3.0474,False,,,,
Qwen/Qwen3-4B-Instruct-2507,banglamath_1085,banglamath,short_answer,short_answer,(x-3)/(x+4),bangla_banglish_both_wrong_no_english,True,False,\frac{x - 3}{x + 4},\frac{x - 3}{x + 4},0.739,True,False,(x² + 2x - 15) / (x² + 9x + 20),(x² + 2x - 15) / (x² + 9x + 20) Step 1: Factor both numerator and denominator. Numerator: x² + 2x - 15 = x² + 5x - 3x - 15,3.3764,False,,,,
Qwen/Qwen3-4B-Instruct-2507,benqa_10th-Math-II_0088,benqa,mcq,choice,B,all_wrong,True,False,D,D,0.2472,True,False,D,D,0.2078,True,False,D,D,0.2083
Qwen/Qwen3-4B-Instruct-2507,benqa_10th-Math-II_0102,benqa,mcq,choice,D,all_correct,True,True,D,D,0.2459,True,True,D,D,0.2058,True,True,D,D,0.2058
Qwen/Qwen3-4B-Instruct-2507,benqa_10th-Math-II_0204,benqa,mcq,choice,C,all_correct,True,True,C,C,0.1813,True,True,C,C,0.1833,True,True,C,C,0.1816
Qwen/Qwen3-4B-Instruct-2507,benqa_10th-Math_0362,benqa,mcq,choice,D,banglish_drop_vs_bangla_english,True,True,D,D,0.2092,True,False,A,We are given: $$ \cos A = \frac{1}{2} $$ We are to find $ \sin^2 A $. Using the Pythagorean identity: $$ \sin^2 A + \cos^2 A = 1 $$ Substitute $ \cos A =,3.3846,True,True,D,D,0.2091
Qwen/Qwen3-4B-Instruct-2507,benqa_12th-Chemistry-II_0166,benqa,mcq,choice,A,all_wrong,True,False,B,B,0.3018,True,False,D,D,0.248,True,False,D,D,0.2076
Qwen/Qwen3-4B-Instruct-2507,benqa_12th-Chemistry-II_0194,benqa,mcq,choice,A,banglish_drop_vs_bangla_english,True,True,A,A,0.2037,True,False,D,D,0.1867,True,True,A,A,0.1814
Qwen/Qwen3-4B-Instruct-2507,benqa_12th-Chemistry-I_0227,benqa,mcq,choice,D,bangla_drop_vs_banglish_english,True,False,C,C,0.2079,True,True,D,D,0.1802,True,True,D,D,0.1834
Qwen/Qwen3-4B-Instruct-2507,benqa_12th-Chemistry-I_0328,benqa,mcq,choice,B,banglish_drop_vs_bangla_english,True,True,B,B,0.2062,True,False,D,D,0.1832,True,True,B,B,0.1831
Qwen/Qwen3-4B-Instruct-2507,benqa_12th-Math-II_0017,benqa,mcq,choice,D,all_correct,True,True,D,D,0.2464,True,True,D,D,0.2076,True,True,D,D,0.2063
Qwen/Qwen3-4B-Instruct-2507,benqa_12th-Math-I_0310,benqa,mcq,choice,B,all_correct,True,True,B,B,0.2453,True,True,B,B,0.2085,True,True,B,B,0.2077
Qwen/Qwen3-4B-Instruct-2507,benqa_12th-Physics-I_0289,benqa,mcq,choice,D,all_correct,True,True,D,D,0.3376,True,True,D,D,0.25,True,True,D,D,0.2079
Qwen/Qwen3-4B-Instruct-2507,benqa_8th-Math_0190,benqa,mcq,choice,B,all_wrong,True,False,D,D,0.4174,True,False,D,D,0.2503,True,False,D,D. 1575sq.m,0.6154
