model,id,dataset,task_type,answer_type,gold,pattern,bangla_present,bangla_correct,bangla_parsed,bangla_raw,bangla_seconds,banglish_clean_present,banglish_clean_correct,banglish_clean_parsed,banglish_clean_raw,banglish_clean_seconds,english_present,english_correct,english_parsed,english_raw,english_seconds
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0014,mgsm,math_word_problem,short_answer,18,all_wrong,True,False,10,10,0.4242,True,False,"melanir kachhe jodi 3ti bhyakium klinar oboshisht thake, tini kotoguli niye bikroy kora shuru korechhilen.","melanir kachhe jodi 3ti bhyakium klinar oboshisht thake, tini kotoguli niye bikroy kora shuru korechhilen.",1.8866,True,False,15,15,0.2005
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0015,mgsm,math_word_problem,short_answer,60,all_wrong,True,False,45%,45%,0.3795,True,False,"Yes, hip-hop nache is shotangsh nothibhukt hoyechhe in shiksharthir modhye.","Yes, hip-hop nache is shotangsh nothibhukt hoyechhe in shiksharthir modhye.",1.2095,True,False,40%,40%,0.2407
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0016,mgsm,math_word_problem,short_answer,125,all_wrong,True,False,37.65%,37.65%,0.6793,True,False,"Net return = $5,000","To determine if the given maser (investment) is worth pursuing, we need to calculate the net return for both options and compare them. For the first option: - Initial investment: $5,000 - Expected return: 2.5% - Net r...",2.6743,True,False,350,350,0.2624
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0017,mgsm,math_word_problem,short_answer,230,english_only_correct,True,False,430 মাইল,430 মাইল,0.6209,True,False,Yes,Yes,0.1852,True,True,230 miles,230 miles,0.2782
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0018,mgsm,math_word_problem,short_answer,57500,all_wrong,True,False,$4900,$4900,0.5117,True,False,1400,1400,0.3131,True,False,47500,47500,0.3177
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0019,mgsm,math_word_problem,short_answer,7,all_wrong,True,False,9,9,0.186,True,False,2,2,0.1465,True,False,6,6,0.1423
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0020,mgsm,math_word_problem,short_answer,6,english_only_correct,True,False,2,2,0.3838,True,False,joni tanke kot bege (mail proti ghontay) hantote hobe 5 ghonta,joni tanke kot bege (mail proti ghontay) hantote hobe 5 ghonta,1.0738,True,True,6,6,0.1641
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0021,mgsm,math_word_problem,short_answer,15,all_wrong,True,False,23.5,23.5,0.4715,True,False,36,36,0.2226,True,False,13.6 liters,13.6 liters,0.3175
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0022,mgsm,math_word_problem,short_answer,14,all_wrong,True,False,15,15,0.3663,True,False,Yes,Yes,0.1832,True,False,18 years ago,18 years ago,0.2555
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0023,mgsm,math_word_problem,short_answer,7,all_wrong,True,False,8,8,0.3563,True,False,bili monggolobare kotoguli 3 jon grahok konooni DVD kroy korechhen,bili monggolobare kotoguli 3 jon grahok konooni DVD kroy korechhen,1.1275,True,False,Billy sold 7 DVDs on Tuesday.,Billy sold 7 DVDs on Tuesday.,0.427
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0024,mgsm,math_word_problem,short_answer,8,english_only_correct,True,False,100,100,0.3695,True,False,"Yes, ekoti momobati kot sentimitar chhot hoye jabe from 1:00 PM to 5:00 PM.","Yes, ekoti momobati kot sentimitar chhot hoye jabe from 1:00 PM to 5:00 PM.",1.3309,True,True,8,8,0.1425
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0025,mgsm,math_word_problem,short_answer,26,all_wrong,True,False,81,81,0.2712,True,False,36.75,36.75,0.3153,True,False,$26. 00,$26. 00,0.3693
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0026,mgsm,math_word_problem,short_answer,2,english_only_correct,True,False,4,4,0.3555,True,False,Yes,Yes,0.1843,True,True,2,2,0.1653
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0027,mgsm,math_word_problem,short_answer,243,all_wrong,True,False,738,738,0.4262,True,False,$81.,$81.,0.3015,True,False,399.0,399.0,0.3184
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0028,mgsm,math_word_problem,short_answer,16,all_wrong,True,False,$80.00,$80.00,0.4983,True,False,25,25,0.2043,True,False,$16.00,$16.00,0.3506
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0029,mgsm,math_word_problem,short_answer,25,all_wrong,True,False,30,30,0.3661,True,False,35,35,0.2205,True,False,10,10,0.1801
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0030,mgsm,math_word_problem,short_answer,104,all_wrong,True,False,$48,$48,0.4874,True,False,jotojora buter dam 46 dolar,jotojora buter dam 46 dolar,0.6031,True,False,46,46,0.203
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0031,mgsm,math_word_problem,short_answer,109,all_wrong,True,False,55,55,0.3015,True,False,7:11 - 10 = 6:51,7:11 - 10 = 6:51,0.6594,True,False,133,133,0.2194
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0032,mgsm,math_word_problem,short_answer,80,all_wrong,True,False,75,75,0.4225,True,False,120,120,0.3082,True,False,76,76,0.2032
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0033,mgsm,math_word_problem,short_answer,35,banglish_drop_vs_bangla_english,True,True,35,35,0.3435,True,False,5.5,5.5,0.27,True,True,35,35,0.181
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0034,mgsm,math_word_problem,short_answer,70,all_wrong,True,False,85,85,0.2734,True,False,"The Grechenig Katchet 110Ti uses a 110V mudra, and the Kotoguli scooter uses a 220V mudra. Therefore, the Grechenig Katchet 110Ti mudra is not compatible with the Kotoguli scooter's 2","The Grechenig Katchet 110Ti uses a 110V mudra, and the Kotoguli scooter uses a 220V mudra. Therefore, the Grechenig Katchet 110Ti mudra is not compatible with the Kotoguli scooter's 2",2.5141,True,False,55,55,0.181
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0035,mgsm,math_word_problem,short_answer,23,all_wrong,True,False,10,10,0.3009,True,False,100,100,0.242,True,False,17,17,0.1803
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0036,mgsm,math_word_problem,short_answer,9,all_wrong,True,False,35,35,0.2986,True,False,30%,30%,0.2413,True,False,14,14,0.2014
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0037,mgsm,math_word_problem,short_answer,75,all_wrong,True,False,90,90,0.3027,True,False,12.50,12.50,0.321,True,False,$10.00,$10.00,0.3351
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0038,mgsm,math_word_problem,short_answer,2,all_wrong,True,False,10,10,0.421,True,False,$28,$28,0.309,True,False,13,13,0.205
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0039,mgsm,math_word_problem,short_answer,10,all_wrong,True,False,12 mph,12 mph,0.3363,True,False,tini prothom dine 3 ghonta douran ebong ony dudin tar ordhek douran,tini prothom dine 3 ghonta douran ebong ony dudin tar ordhek douran,1.1086,True,False,9 mph,9 mph,0.1815
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0040,mgsm,math_word_problem,short_answer,18,all_wrong,True,False,9 miles,9 miles,0.4251,True,False,12,12,0.222,True,False,9 miles,9 miles,0.2023
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0041,mgsm,math_word_problem,short_answer,8,all_wrong,True,False,8 years,8 years,0.3007,True,False,tahole bryandoner iPhone kot bochhorer purono hoy.,tahole bryandoner iPhone kot bochhorer purono hoy.,0.812,True,False,8 years,8 years,0.1818
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0042,mgsm,math_word_problem,short_answer,200,all_wrong,True,False,500,500,0.7833,True,False,"that if tini (one) of the monies changes, then the dragon's ability to avoid detection by the obstacle course will be compromised, leading to its defeat.","The final answer is that if tini (one) of the monies changes, then the dragon's ability to avoid detection by the obstacle course will be compromised, leading to its defeat.",1.7663,True,False,800 feet,800 feet,0.3524
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0043,mgsm,math_word_problem,short_answer,26,english_only_correct,True,False,8,8,0.4438,True,False,"otithira tader paiyer tukoro neoya o khaoya somapt korar pore, pai-er 22ti tukoro oboshisht porechhil.","otithira tader paiyer tukoro neoya o khaoya somapt korar pore, pai-er 22ti tukoro oboshisht porechhil.",1.7021,True,True,26,26,0.2056
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0044,mgsm,math_word_problem,short_answer,48,all_wrong,True,False,15,15,0.3965,True,False,120 grams,120 grams,0.3485,True,False,150g,150g,0.2773
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0045,mgsm,math_word_problem,short_answer,20,all_wrong,True,False,$60.00,$60.00,0.5498,True,False,"Yes, if one of the ten transactions incurs a $2.00 fee, then 20 transactions will result in a fee of $20.00.","Yes, if one of the ten transactions incurs a $2.00 fee, then 20 transactions will result in a fee of $20.00.",1.5309,True,False,$0.00,$0.00,0.3161
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0046,mgsm,math_word_problem,short_answer,104,all_wrong,True,False,16 hours,16 hours,0.6202,True,False,"Meredith Ekojon Frilyans' blog suggests that for the 4-hour period, she consumed 5 grams of protein, with 2/5 grams coming from the first half and 3/5 grams from the second half.","Meredith Ekojon Frilyans' blog suggests that for the 4-hour period, she consumed 5 grams of protein, with 2/5 grams coming from the first half and 3/5 grams from the second half.",2.1432,True,False,64,64,0.2199
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0047,mgsm,math_word_problem,short_answer,163,all_wrong,True,False,150,150,0.5194,True,False,"joto tanr kachhe mot 23ti post-it not oboshisht thake, tanr kena pyakete 148 ti post-it not chhil.","joto tanr kachhe mot 23ti post-it not oboshisht thake, tanr kena pyakete 148 ti post-it not chhil.",1.732,True,False,151,151,0.2675
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0048,mgsm,math_word_problem,short_answer,800,all_wrong,True,False,300,300,0.3777,True,False,tini tai babod mot kot byoy korechhen: $100,tini tai babod mot kot byoy korechhen: $100,0.8089,True,False,300,300,0.2213
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0049,mgsm,math_word_problem,short_answer,8,all_wrong,True,False,2,2,0.2611,True,False,3,3,0.1642,True,False,10 pieces,10 pieces,0.2221
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0050,mgsm,math_word_problem,short_answer,30,all_wrong,True,False,6,6,0.2604,True,False,20,20,0.2018,True,False,60,60,0.1819
