model,prompt_mode,dataset,variant,id,correct,rewrite_chars,bengali_ratio,latin_ratio,empty_rewrite,source_option_count,rewrite_option_count,options_preserved,source_digit_count,rewrite_digit_count,digit_count_preserved,source_formulas,rewrite_formulas,formulas_preserved,rewrite_preview,source,line
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0011,False,282,0.0,0.773,False,0,0,True,4,4,True,,,True,"In the first month, 60% of the program was completed. In the second month, the amount completed was more than the first month's completion, but in the third month, it was only 30% of the second month's completion. How ma",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,11
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0012,False,98,0.0,0.6122,False,0,0,True,9,9,True,,,True,"How many items are being sold?   $68 for 3 units, $80 for 2 small units, and $55 for 6 mini items.",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,12
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0013,False,213,0.0,0.7183,False,0,0,True,6,6,True,,,True,"Karlos will plant a garden. The cost of planting a garden is $90. For each garden, 7 trees will be planted, and each tree can be sold for $1.5. The cost of each tree is $3. How many trees will be planted in total?",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,13
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0014,False,200,0.0,0.725,False,0,0,True,2,6,False,,,True,"Melani has 15 identical boxes. She sells 3 boxes at a profit, 2 boxes at a loss, and 5 boxes at no profit or loss. If Melani has 5 boxes at no profit or loss, how many boxes will she sell at a profit?",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,14
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0015,False,118,0.0,0.6949,False,0,0,True,6,6,True,,,True,"In a class of 20 students, 20% like sports, 25% like games, and the rest like hip-hop. How many students like hip-hop?",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,15
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0016,False,346,0.0,0.7543,False,0,0,True,13,12,False,,,True,"A business owner has two options: either sell a goods worth $5,000 or sell an electronic gadget worth $8,000. The business owner expects a 2.5% increase in the selling price of the goods and a 1.2% increase in the sellin",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,16
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0017,True,244,0.0,0.7828,False,0,0,True,5,5,True,,,True,"Two trains started from the same point at the same time. One train started towards the south and travelled 80 miles. The next day, the train started towards the north and travelled 150 miles. How much distance did the tw",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,17
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0018,False,225,0.0,0.7511,False,0,0,True,10,10,True,,,True,"For every 20 dollars spent on teaching, and 30 dollars on non-teaching activities, if a person works for 50 hours, then they work 35 hours as teaching and 15 hours as non-teaching per week, what is the annual budget requ",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,18
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0019,False,80,0.0,0.75,False,0,0,True,2,2,True,,,True,How many days after the 3rd day of the month will the 4th day of the month come?,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,19
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0020,False,225,0.0,0.7378,False,0,0,True,5,6,False,,,True,"Marisa has 12 mails to deliver. In the first 4 mails, it takes her 1 hour; for the remaining two mails, it takes her another hour. If for every 4 mails, she takes 1 hour, how many hours will she take to deliver all the m",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,20
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0021,False,216,0.0,0.7639,False,0,0,True,6,4,False,,,True,"In my house, there were 10 liters of orange drink. I had 15 liters of pineapple drink, which was divided into five equal parts. But when I added one liter of orange drink, how many liters of drink are there in total?",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,21
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0022,False,180,0.0,0.6944,False,0,0,True,5,10,False,,,True,"Remond is 6 years older than Samantha. When Remond's brother is 23 years old, Remond's age will be 23 + 6 = 29 years. If Samantha's brother is 31 years old, how old will Remond be?",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,22
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0023,False,213,0.0,0.7418,False,0,0,True,5,4,False,DVD,DVD,True,How many Mongolobare people bought DVD?   8 people bought DVD.   First 3 people bought DVD each.   Next 2 people bought DVD each.   Remaining 3 people did not buy any DVD.   How many Mongolobare people bought DVD?,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,23
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0024,False,103,0.0,0.7184,False,0,0,True,7,7,True,PM,PM,True,How much will each diameter decrease if the radius is reduced by 2 centimeters from 1:00 PM to 5:00 PM?,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,24
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0025,False,116,0.0,0.6983,False,0,0,True,6,6,True,,,True,Kail got a profit of $19.50 on the total selling price. The profit is 25% of the cost price. What is the cost price?,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,25
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0026,False,289,0.0,0.7093,False,0,0,True,13,15,False,,,True,"Mary buys 12 dozen chickens at $12, 5 dozen milk packets at $3 per packet, 4 apples at $1.50 per apple, and also orders a certain number of baksho pitaja. Mary spends a total of $50 on all these products. If the price of",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,26
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0027,False,218,0.0,0.6972,False,0,0,True,13,13,True,,,True,"Mishoka bought 3 yards of shorts, 3 yards of pants, and 3 yards of jackets. One yard of shorts costs $16.50. One yard of pants costs $22.50, and one yard of jackets costs $42. How much money did Mishoka spend in total?",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,27
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0028,False,154,0.0,0.7013,False,0,0,True,7,10,False,,,True,"For every 15 cartons, the cost is $4.00. For every 15 cartons, 1 unit of aisokrim is produced. After 60 days, how many units of aisokrim will be produced?",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,28
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0029,False,207,0.0,0.7729,False,0,0,True,6,6,True,,,True,60 mailers were sent in the first phase. 20 mailers were sent in the second phase. The remaining trip after the second phase is 15 mailers. How many mailers were sent in the first and second phases combined?,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,29
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0030,False,265,0.0,0.7094,False,0,0,True,2,10,False,,,True,"When Gloria was buying a pair of shoes, she noticed that the price was $33. However, the price of the shoes was $33, and the price of the shoes was $33. If the price of the shoes was $33 and the price of the shoes was $3",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,30
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0031,False,142,0.0,0.7183,False,0,0,True,8,6,False,,,True,"At 7:11, the boy will be ready. If the time for the next boy is 162 minutes later, then how many minutes later will the boy be ready from now?",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,31
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0032,False,313,0.0,0.7572,False,0,0,True,6,6,True,,,True,"A survey was conducted among boys, and it was found that 80% of them were in favor of a certain issue. Among the first group, 20% more were in favor than the initial number. Among the third group, 25% more were in favor ",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,32
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0033,False,160,0.0,0.7562,False,0,0,True,3,2,False,,,True,How many hours does it take to read a chapter of the book? Reading a chapter takes 0.5 hour per page. How many hours does it take to read a chapter of the book?,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,33
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0034,False,209,0.0,0.756,False,0,0,True,5,5,True,,,True,How many foreign currencies are there in the bank?   There are 110 types of currency in the bank.   There are 30 types of currency more than local currency.   How many foreign currencies are there in the bank?,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,34
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0035,False,227,0.0,0.7753,False,0,0,True,4,4,True,,,True,"There are 2 times more rotten fruits than in Siobhan's share. Remonder's share has 5 times more rotten fruits than in Ojaron's share. If Remonder's share has 40 rotten fruits, then how many rotten fruits are in Siobhan's",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,35
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0036,True,170,0.0,0.7176,False,0,0,True,9,9,True,,,True,"Played ping-pong for 40 minutes. In the first 20 minutes, she scored 4 points. In the next 20 minutes, she scored 25% more points. How many points did she score in total?",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,36
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0037,False,145,0.0,0.6828,False,0,0,True,7,9,False,,,True,"Your daily yoga class cost $5.00. For 4 days, the total cost is $5.00 per day. After 30 days, how much money will you have spent on yoga classes?",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,37
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0038,False,187,0.0,0.7112,False,0,0,True,8,8,True,,,True,Jon had bought most of the games for sale using the money from selling his 13 sets at $15 each. He bought 8 games at $20 each and now has $5 left. How many sets of games does he have now?,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,38
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0039,False,154,0.0,0.7727,False,0,0,True,4,4,True,,,True,Jon ek soptahe 60 mail douran. Tini proti soptahe 3 din douran. Tini prothom dine 3 ghonta douran ebong ony dudin tar ordhek douran. Tini kot drut douran?,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,39
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0040,False,147,0.0,0.7483,False,0,0,True,1,5,False,,,True,"If in place of every 3 mails, 1 mail is skipped, then how many mails will be delivered in the time when the total number of mails delivered is 100?",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,40
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0041,False,203,0.0,0.798,False,0,0,True,1,1,True,,,True,"Bryandoner iPhone is better than other iPhones. Again, the better iPhone is better than the others. If the iPhone 1 is better than the others, then how much better is Bryandoner's iPhone than the others?",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,41
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0042,False,530,0.0,0.7623,False,0,0,True,7,10,False,,,True,"In the Dragon Parg 1000 fut area, if any part of the structure is visible from the outside, a fire will start. When a fire occurs, a 400 fut wide area will be affected, but this area is located within the dragon's fire z",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,42
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0043,False,286,0.0,0.7622,False,0,0,True,4,7,False,,,True,"In the beginning, there were 50 pieces of food. From these, 8 pieces were taken by each person. After that, 50 pieces of food were distributed among the people. Later, after some people took their share, 14 pieces of foo",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,43
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0044,False,213,0.0,0.7183,False,0,0,True,15,15,True,,,True,"If 300 grams of chips cost 5 times the price of 250 kyalori, and if the quantity of 2000 kyalori of chips is available, and if the person consumes 1800 kyalori of chips, how many grams of chips can the person eat?",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,44
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0045,False,178,0.0,0.7079,False,0,0,True,11,11,True,,,True,"Charli's mom sells 10 pounds of mangoes at $10.00 per pound. If instead, she sells each pound of mangoes for $2.00, how much profit will she make by selling 20 pounds of mangoes?",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,45
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0046,False,393,0.0,0.7863,False,0,0,True,4,4,True,,,True,"Meredith Ekojon's blog posts are written for her own satisfaction and as a daily routine. Writing each blog post takes approximately 4 hours. On Sunday, she writes 5 posts and 2/5 of that number of additional posts. On M",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,46
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0047,False,89,0.0,0.764,False,0,0,True,7,2,False,,,True,How many post-it notes will be left if the person has at most 23 post-it notes remaining?,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,47
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0048,False,191,0.0,0.7382,False,0,0,True,7,7,True,,,True,Jon nil tai-er dbigun lal tai kroy korechhen. Nil tai-er tulonay lal tai-er dam 50% beshi. Protio nil tai $40 dore kroy korote tini $200 byoy korechhen. Tini tai babod mot kot byoy korechhen?,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,48
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0049,False,123,0.0,0.748,False,0,0,True,2,4,False,,,True,Three bags of rice were bought for Tk 400. The price per kilogram of rice was Tk 6. How many kilograms of rice were bought?,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,49
Qwen/Qwen3-4B-Instruct-2507,banglish_self_translate_en,mgsm,banglish_clean,mgsm_bn_0050,False,185,0.0,0.7946,False,0,0,True,5,5,True,,,True,"Richard 15 floorer ekoti ojapartoment building-e thaken. Protiti flore 8th kore iunit achhe, ebong building-er 3/4 ongsh odhikrit. Building-e mot odhikrit noy emon iuniter songkhya kot?",results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,50
