model,id,variant,dataset,task_type,answer_type,gold,before_correct,after_correct,change,before_parsed,after_parsed,before_seconds,after_seconds,before_source,after_source,after_rewrite_output
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0011,banglish_clean,mgsm,math_word_problem,short_answer,366,False,False,same_wrong,Tritiy mase ta 30% hras peyechhil → 30% of 60 = 0.30 × 60 = 18,60 + x + 0.,6.5627,9.8783,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"In the first month, 60% of the program was completed. In the second month, the amount completed was more than the first month's completion, but in the third month, it was only 30% of the second month's completion. How many percent of the program was completed in these three months?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0012,banglish_clean,mgsm,math_word_problem,short_answer,694,False,False,same_wrong,2,3 + 2 + 6 = 11,6.6744,8.412,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"How many items are being sold?  
$68 for 3 units, $80 for 2 small units, and $55 for 6 mini items."
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0013,banglish_clean,mgsm,math_word_problem,short_answer,13,False,False,same_wrong,"We are given a problem about profit and cost in a business scenario involving lebu (likely ""lemon"" or ""lamb"" — but in context, likely a typo or translation issue; however, from the context, it seems ""lebu"" is a type of plant or item being sold, and ""gachh"" might mean ""plant"" or ""tree""). But let's interpret based on the given data.",Each tree can be sold for $1.5.,6.646,9.7042,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"Karlos will plant a garden. The cost of planting a garden is $90. For each garden, 7 trees will be planted, and each tree can be sold for $1.5. The cost of each tree is $3. How many trees will be planted in total?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0014,banglish_clean,mgsm,math_word_problem,short_answer,18,False,False,same_wrong,5,5 boxes at no profit or loss.,0.2991,9.5307,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"Melani has 15 identical boxes. She sells 3 boxes at a profit, 2 boxes at a loss, and 5 boxes at no profit or loss. If Melani has 5 boxes at no profit or loss, how many boxes will she sell at a profit?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0015,banglish_clean,mgsm,math_word_problem,short_answer,60,False,False,same_wrong,Jyaj nache = 25%,11,6.5966,8.0124,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"In a class of 20 students, 20% like sports, 25% like games, and the rest like hip-hop. How many students like hip-hop?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0016,banglish_clean,mgsm,math_word_problem,short_answer,125,False,False,same_wrong,"Principal = $5,000",Expected increase in selling price for electronic gadget = 1.2%,6.713,10.9131,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"A business owner has two options: either sell a goods worth $5,000 or sell an electronic gadget worth $8,000. The business owner expects a 2.5% increase in the selling price of the goods and a 1.2% increase in the selling price of the electronic gadget. If the business owner chooses to sell the goods, what would be the additional profit earned?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0017,banglish_clean,mgsm,math_word_problem,short_answer,230,False,True,gain,150 মাইল,230,0.5977,9.2833,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"Two trains started from the same point at the same time. One train started towards the south and travelled 80 miles. The next day, the train started towards the north and travelled 150 miles. How much distance did the two trains cover in total?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0018,banglish_clean,mgsm,math_word_problem,short_answer,57500,False,False,same_wrong,1. **Teaching earnings**:,Non-teaching: $30 per 15 hours,6.6275,9.5378,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"For every 20 dollars spent on teaching, and 30 dollars on non-teaching activities, if a person works for 50 hours, then they work 35 hours as teaching and 15 hours as non-teaching per week, what is the annual budget required?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0019,banglish_clean,mgsm,math_word_problem,short_answer,7,False,False,same_wrong,can be derived from the given text.,1,2.2928,6.2893,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,How many days after the 3rd day of the month will the 4th day of the month come?
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0020,banglish_clean,mgsm,math_word_problem,short_answer,6,False,False,same_wrong,"So, the delivery rate changes after the first 4 mails.",3,6.6972,8.567,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"Marisa has 12 mails to deliver. In the first 4 mails, it takes her 1 hour; for the remaining two mails, it takes her another hour. If for every 4 mails, she takes 1 hour, how many hours will she take to deliver all the mails?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0021,banglish_clean,mgsm,math_word_problem,short_answer,15,False,False,same_wrong,"Then, **1 liter of orange juice is added** (ek litar",26,6.6372,8.2804,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"In my house, there were 10 liters of orange drink. I had 15 liters of pineapple drink, which was divided into five equal parts. But when I added one liter of orange drink, how many liters of drink are there in total?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0022,banglish_clean,mgsm,math_word_problem,short_answer,14,False,False,same_wrong,3. Samantha's son is 31 years old.,> Remond is 6 years older than Samantha.,6.6521,9.5196,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"Remond is 6 years older than Samantha. When Remond's brother is 23 years old, Remond's age will be 23 + 6 = 29 years. If Samantha's brother is 31 years old, how old will Remond be?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0023,banglish_clean,mgsm,math_word_problem,short_answer,7,True,False,loss,7,8,6.6447,3.6563,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"How many Mongolobare people bought DVD?  
8 people bought DVD.  
First 3 people bought DVD each.  
Next 2 people bought DVD each.  
Remaining 3 people did not buy any DVD.  
How many Mongolobare people bought DVD?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0024,banglish_clean,mgsm,math_word_problem,short_answer,8,True,False,loss,8,"The radius is reduced by 2 centimeters — this is a change in radius, not a time-based change.",4.4637,8.1083,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,How much will each diameter decrease if the radius is reduced by 2 centimeters from 1:00 PM to 5:00 PM?
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0025,banglish_clean,mgsm,math_word_problem,short_answer,26,True,False,loss,26,0.25C,2.8294,8.3246,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,Kail got a profit of $19.50 on the total selling price. The profit is 25% of the cost price. What is the cost price?
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0026,banglish_clean,mgsm,math_word_problem,short_answer,2,False,False,same_wrong,Chicken: $1,12 \times 12 = 144,6.5699,10.9935,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"Mary buys 12 dozen chickens at $12, 5 dozen milk packets at $3 per packet, 4 apples at $1.50 per apple, and also orders a certain number of baksho pitaja. Mary spends a total of $50 on all these products. If the price of each baksho pitaja is $8.50, how many baksho pitaja does Mary order?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0027,banglish_clean,mgsm,math_word_problem,short_answer,243,False,False,same_wrong,3 × $42.00 (juto,3 yards × $42,6.5709,9.934,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"Mishoka bought 3 yards of shorts, 3 yards of pants, and 3 yards of jackets. One yard of shorts costs $16.50. One yard of pants costs $22.50, and one yard of jackets costs $42. How much money did Mishoka spend in total?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0028,banglish_clean,mgsm,math_word_problem,short_answer,16,False,False,same_wrong,"""Tini proti karton $4.00 dore 15 bar sarbhing kora jabe"" → ""For each tini","But without knowing how many cartons are produced in 60 days, we **cannot",6.5239,9.0994,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"For every 15 cartons, the cost is $4.00. For every 15 cartons, 1 unit of aisokrim is produced. After 60 days, how many units of aisokrim will be produced?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0029,banglish_clean,mgsm,math_word_problem,short_answer,25,False,False,same_wrong,.,80,3.4081,4.7631,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,60 mailers were sent in the first phase. 20 mailers were sent in the second phase. The remaining trip after the second phase is 15 mailers. How many mailers were sent in the first and second phases combined?
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0030,banglish_clean,mgsm,math_word_problem,short_answer,104,False,False,same_wrong,The **ekojora** is **$33** when the **buter** is **$33**.,$33,6.6046,4.7614,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"When Gloria was buying a pair of shoes, she noticed that the price was $33. However, the price of the shoes was $33, and the price of the shoes was $33. If the price of the shoes was $33 and the price of the shoes was $33, then what would be the price of the shoes?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0031,banglish_clean,mgsm,math_word_problem,short_answer,109,False,False,same_wrong,"The question states that if the difference between the number of boys and girls is 162, then 10 more boys will be there than girls.",The next boy's time is **162 minutes later** than that.,6.5978,8.8974,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"At 7:11, the boy will be ready. If the time for the next boy is 162 minutes later, then how many minutes later will the boy be ready from now?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0032,banglish_clean,mgsm,math_word_problem,short_answer,80,False,False,same_wrong,3.,"The question contains conflicting and unclear information, particularly in the phrasing:",6.675,10.8557,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"A survey was conducted among boys, and it was found that 80% of them were in favor of a certain issue. Among the first group, 20% more were in favor than the initial number. Among the third group, 25% more were in favor than the initial number. What is the total percentage of boys who were in favor of the issue?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0033,banglish_clean,mgsm,math_word_problem,short_answer,35,False,False,same_wrong,The question is in Bengali and translates to:,Cannot be determined.,6.5956,5.5427,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,How many hours does it take to read a chapter of the book? Reading a chapter takes 0.5 hour per page. How many hours does it take to read a chapter of the book?
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0034,banglish_clean,mgsm,math_word_problem,short_answer,70,False,False,same_wrong,80,110 - L,3.5704,9.1999,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"How many foreign currencies are there in the bank?  
There are 110 types of currency in the bank.  
There are 30 types of currency more than local currency.  
How many foreign currencies are there in the bank?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0035,banglish_clean,mgsm,math_word_problem,short_answer,23,False,False,same_wrong,"We are given a problem in Bengali, and we need to find how many rot (units) Siobhan has, given certain conditions.",Ojaron's share = 40 ÷ 5 =,6.581,9.8379,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"There are 2 times more rotten fruits than in Siobhan's share. Remonder's share has 5 times more rotten fruits than in Ojaron's share. If Remonder's share has 40 rotten fruits, then how many rotten fruits are in Siobhan's share?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0036,banglish_clean,mgsm,math_word_problem,short_answer,9,True,True,same_correct,9,9,4.6534,7.5286,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"Played ping-pong for 40 minutes. In the first 20 minutes, she scored 4 points. In the next 20 minutes, she scored 25% more points. How many points did she score in total?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0037,banglish_clean,mgsm,math_word_problem,short_answer,75,False,False,same_wrong,30 dine → 30 × $30.00 = $900,$150.00,6.541,5.2455,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"Your daily yoga class cost $5.00. For 4 days, the total cost is $5.00 per day. After 30 days, how much money will you have spent on yoga classes?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0038,banglish_clean,mgsm,math_word_problem,short_answer,2,False,False,same_wrong,"After buying the gems, he has **$5 left**.",He bought 8 games at $2,6.6247,9.4488,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,Jon had bought most of the games for sale using the money from selling his 13 sets at $15 each. He bought 8 games at $20 each and now has $5 left. How many sets of games does he have now?
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0039,banglish_clean,mgsm,math_word_problem,short_answer,10,False,False,same_wrong,(This seems incorrect — 60 miles in one hour is extremely fast,Tini prothom dine 3 ghonta douran ebong ony dudin tar ordhek douran.,6.5904,10.0409,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,Jon ek soptahe 60 mail douran. Tini proti soptahe 3 din douran. Tini prothom dine 3 ghonta douran ebong ony dudin tar ordhek douran. Tini kot drut douran?
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0040,banglish_clean,mgsm,math_word_problem,short_answer,18,False,False,same_wrong,"""jodi tini proti ghontay 3 mail skip korote paren, tahole douranoy ek-tritiyangsh o hantay d",**100,6.5964,8.9622,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"If in place of every 3 mails, 1 mail is skipped, then how many mails will be delivered in the time when the total number of mails delivered is 100?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0041,banglish_clean,mgsm,math_word_problem,short_answer,8,False,False,same_wrong,na,impossible to determine.,5.7718,9.055,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"Bryandoner iPhone is better than other iPhones. Again, the better iPhone is better than the others. If the iPhone 1 is better than the others, then how much better is Bryandoner's iPhone than the others?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0042,banglish_clean,mgsm,math_word_problem,short_answer,200,False,False,same_wrong,"Jodi tini moniti dhore rakhen, tahole dragoner ognishikhar nagaler baire 400 fut durotb obodhi danriye poli sborn jyabholin diye dragonoke aghat korote paroben.","Yes, if the fire is not contained, the area outside the dragon's fire zone will be affected.",3.2847,8.2843,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"In the Dragon Parg 1000 fut area, if any part of the structure is visible from the outside, a fire will start. When a fire occurs, a 400 fut wide area will be affected, but this area is located within the dragon's fire zone. However, if the fire is contained within the area, then when the fire is extinguished, a 400 fut wide area will be affected. If the fire is not contained, then the area outside the dragon's fire zone will be affected. If the fire is not contained, will the area outside the dragon's fire zone be affected?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0043,banglish_clean,mgsm,math_word_problem,short_answer,26,False,False,same_wrong,Each person gets 1 piece of papaya (since 5 pieces divided among 5 people).,50,6.6256,8.3856,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"In the beginning, there were 50 pieces of food. From these, 8 pieces were taken by each person. After that, 50 pieces of food were distributed among the people. Later, after some people took their share, 14 pieces of food were left. How many pieces of food did the group have initially?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0044,banglish_clean,mgsm,math_word_problem,short_answer,48,False,False,same_wrong,200 grams,> The cost of 300 grams,0.4487,10.2287,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"If 300 grams of chips cost 5 times the price of 250 kyalori, and if the quantity of 2000 kyalori of chips is available, and if the person consumes 1800 kyalori of chips, how many grams of chips can the person eat?"
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0045,banglish_clean,mgsm,math_word_problem,short_answer,20,False,False,same_wrong,Each pound of mom and polote costs **$10.00**.,Revenue from 10 pounds at $10.00 per pound = 10 × $10.,6.5789,9.5897,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl,results/runs/qwen3_4b_mgsm_bn50_selftranslate/results/runs/qwen3_4b_mgsm_bn50_selftranslate.jsonl,"Charli's mom sells 10 pounds of mangoes at $10.00 per pound. If instead, she sells each pound of mangoes for $2.00, how much profit will she make by selling 20 pounds of mangoes?"
