model,id,variant,dataset,task_type,answer_type,gold,before_correct,after_correct,change,before_parsed,after_parsed,before_seconds,after_seconds,before_source,after_source
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0004,banglish_clean,mgsm,math_word_problem,short_answer,540,False,False,same_wrong,180,180,1.331,1.3578,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0004,english,mgsm,math_word_problem,short_answer,540,True,True,same_correct,540,540,2.4319,2.4655,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0005,bangla,mgsm,math_word_problem,short_answer,20,False,False,same_wrong,ওয়েন্ডি প্রতিদিন প্রতি মুরগিকে 3 কাপ খাবার দেন।,সকালে 15 �,3.7473,6.9798,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0005,banglish_clean,mgsm,math_word_problem,short_answer,20,True,True,same_correct,20,20,0.3886,0.3892,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0005,english,mgsm,math_word_problem,short_answer,20,False,False,same_wrong,Afternoon: 2,Step 2:,3.3104,6.5732,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0006,bangla,mgsm,math_word_problem,short_answer,64,False,False,same_wrong,প্রথম গ্লাসের দাম = $5,16টি কাঁচের মধ্যে প্রথ,3.4641,6.7558,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0006,banglish_clean,mgsm,math_word_problem,short_answer,64,False,False,same_wrong,"But there's a discount: ""proti dbitiy glaser jony dam hoy mulyer 6","So, the actual price per kanch after discount = 60% of $5 = 0.60 × 5 = $3.",3.3358,6.507,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0006,english,mgsm,math_word_problem,short_answer,64,False,False,same_wrong,### Step 1: Understand the pricing pattern,"So, among 16",3.2774,6.5784,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0007,bangla,mgsm,math_word_problem,short_answer,260,False,False,same_wrong,সিয়াটলের কাছে 20টি ভেড়া রয়েছে।,চার্লস্টন = 4 × 20 = 80টি,3.5105,6.7584,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0007,banglish_clean,mgsm,math_word_problem,short_answer,260,False,False,same_wrong,2. Charlostoner is,"→ So, Charlostoner = 4 × Siyatoler",3.4074,6.5262,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0007,english,mgsm,math_word_problem,short_answer,260,False,True,gain,2 × 80 = 160 sheep.,260,3.2657,4.557,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0008,bangla,mgsm,math_word_problem,short_answer,160,False,False,same_wrong,সাধারণত তিনি 2 GB/মিনিট হিসেবে,40% অর্থাৎ \( 0.40,3.5644,6.8193,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0008,banglish_clean,mgsm,math_word_problem,short_answer,160,False,False,same_wrong,Karla downloads at 2 GB/min initially.,40% of 200 GB,3.4356,6.6621,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0008,english,mgsm,math_word_problem,short_answer,160,False,False,same_wrong,Time to download 80 GB =,Time to download full 200 GB again = 200 / 2 = 100 minutes,3.2639,6.5515,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0009,bangla,mgsm,math_word_problem,short_answer,45,False,False,same_wrong,প্রথমে জন প্রতি ঘণ্টায় 60 মাইল বেগে 3 ঘণ্টা গাড়ি চালান।,60 মাইল/ঘণ্টা × 3 ঘণ্টা = 180 মাইল,3.7459,7.0003,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0009,banglish_clean,mgsm,math_word_problem,short_answer,45,False,False,same_wrong,4 ghontar sheshe tini bari theke 240 km achhen.,4 ghontar sheshe tini bari theke 240 km achhen.,1.3314,1.3438,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0009,english,mgsm,math_word_problem,short_answer,45,False,False,same_wrong,"So, he is 180 miles from home when he turns around.",Remaining time: 4,3.3119,6.5734,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0010,bangla,mgsm,math_word_problem,short_answer,460,False,False,same_wrong,প্রথম 40 ঘণ্টা কাজের জন্য এলিজা প্রতি ঘণ্টায় $10 দরে কাজ করে।,অতিরিক্ত 5 ঘণ্টা (45 - 40) কাজের জন্য তিনি প্রতি ঘণ্টায় $10 × 1.2 = $,3.5058,6.8099,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0010,banglish_clean,mgsm,math_word_problem,short_answer,460,False,False,same_wrong,"We are given a problem in Bengali, and we need to find out how much more money Elia will earn in 45 hours compared to 40 hours, based on the rate of work and the rate of pay.","In the first 40 hours, Elia works and earns **$10 per hour**.",3.3333,6.537,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0010,english,mgsm,math_word_problem,short_answer,460,False,False,same_wrong,Overtime pay rate = 1,Total earnings = $400 + $60 = $4,3.2572,6.5749,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0011,bangla,mgsm,math_word_problem,short_answer,366,False,False,same_wrong,প্রথম মাসে ডাউনলোড: 60 বার,তৃতীয় মাসে ডাউনলোড 30%,3.458,6.8425,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0011,banglish_clean,mgsm,math_word_problem,short_answer,366,False,False,same_wrong,60 bar daunolod kora hoyechhil.,Tritiy mase ta 30% hras peyechhil → 30% of 60 = 0.30 × 60 = 18,3.2892,6.5627,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0011,english,mgsm,math_word_problem,short_answer,366,False,True,gain,30% of 180 = 0.30 × 180 =,366,3.1909,5.9616,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0012,bangla,mgsm,math_word_problem,short_answer,694,False,False,same_wrong,"3 ডজন ডোনাট, $68 ডজন দরে","2 ডজন ছোট কাপকেক, $80 ডজন দরে",3.3416,6.7663,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0012,banglish_clean,mgsm,math_word_problem,short_answer,694,False,False,same_wrong,$55 dojon dore 6,2,3.2529,6.6744,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0012,english,mgsm,math_word_problem,short_answer,694,False,True,gain,2 dozen × $80 per dozen = 2 × 80 = $1,$204 + $160 + $330 = $694,3.3051,6.5487,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0013,bangla,mgsm,math_word_problem,short_answer,13,False,False,same_wrong,প্রতি বছর লেবু উৎপাদন = 7 টি,তাই প্রতি বছর আয় = 7 × 1.5 = $10.5,3.5342,6.7632,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0013,banglish_clean,mgsm,math_word_problem,short_answer,13,False,False,same_wrong,"We are given a problem about profit and cost in a business scenario involving lebu (likely ""lemon"" or ""lamb"" — but in context, likely a typo or translation issue; however, from the context, it seems ""lebu"" is a type of plant or item being sold, and ""g","We are given a problem about profit and cost in a business scenario involving lebu (likely ""lemon"" or ""lamb"" — but in context, likely a typo or translation issue; however, from the context, it seems ""lebu"" is a type of plant or item being sold, and ""gachh"" might mean ""plant"" or ""tree""). But let's interpret based on the given data.",3.3127,6.646,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0013,english,mgsm,math_word_problem,short_answer,13,False,False,same_wrong,Each lemon sells for $1.50,Net income per year = $10.50,3.2127,6.5852,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0014,bangla,mgsm,math_word_problem,short_answer,18,False,False,same_wrong,মেলানির কাছে 5টি ভ্যাকিউম ক্লিনার অবশিষ্ট থাকে।,মেলানির কাছে 5টি ভ্যাকিউম ক্লিনার অবশিষ্ট থাকে।,3.4994,6.9751,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0014,banglish_clean,mgsm,math_word_problem,short_answer,18,False,False,same_wrong,5,5,0.3003,0.2991,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0014,english,mgsm,math_word_problem,short_answer,18,False,False,same_wrong,$ \frac{1}{3}x $ sold → remaining: $ x - \frac{1}{3}x = \frac{2}{3}x,Half of $ \frac{2}{3}x - 2 $ is sold →,3.2458,6.5279,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0015,bangla,mgsm,math_word_problem,short_answer,60,False,False,same_wrong,"20% সমসাময়িক নাচে, 25% জ্যাজ নাচে।",55%,3.3741,5.2904,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0015,banglish_clean,mgsm,math_word_problem,short_answer,60,False,False,same_wrong,"20% somosamoyik nache, 25% jyaj nache, ebong bakira hip-hop nache nothibhukt hoyechhe.",Jyaj nache = 25%,3.2687,6.5966,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0015,english,mgsm,math_word_problem,short_answer,60,False,False,same_wrong,2. Jazz,12 students,3.2545,6.5018,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0016,bangla,mgsm,math_word_problem,short_answer,125,False,False,same_wrong,"1. **গয়না** – মূল্য: $5,000","2. **ইলেকট্রনিক গ্যাজেট** – মূল্য: $8,000, বাজ",3.6587,6.9337,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0016,banglish_clean,mgsm,math_word_problem,short_answer,125,False,False,same_wrong,"Ilekotronik gyajet (Electronic gadget)**: $8,000 at 1.2% annual","Principal = $5,000",3.3814,6.713,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0016,english,mgsm,math_word_problem,short_answer,125,False,False,same_wrong,"Profit from jewelry = 2.5% of $5,000",= 0.,3.3285,6.5801,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0017,bangla,mgsm,math_word_problem,short_answer,230,False,False,same_wrong,দুটি ট্রেন একই সময়ে সান রাফায়েল থেকে যাত্রা শুরু করে।,দ্বিতীয় দিন: উভয়ই 150,3.4966,6.8489,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0017,banglish_clean,mgsm,math_word_problem,short_answer,230,False,False,same_wrong,150 মাইল,150 মাইল,0.5865,0.5977,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0017,english,mgsm,math_word_problem,short_answer,230,True,True,same_correct,230 miles.,230 miles.,2.6255,2.6919,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0018,bangla,mgsm,math_word_problem,short_answer,57500,False,False,same_wrong,50 সপ্তাহ × 35 ঘণ্টা × $20 = 50 × 35 × 2,50 সপ্তাহ × 15 ঘণ্ট,3.6685,6.9283,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0018,banglish_clean,mgsm,math_word_problem,short_answer,57500,False,False,same_wrong,She spends **3,1. **Teaching earnings**:,3.2842,6.6275,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0018,english,mgsm,math_word_problem,short_answer,57500,False,True,gain,$30 per hour × 15 hours per week ×,57500,3.2229,6.1593,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0019,bangla,mgsm,math_word_problem,short_answer,7,False,False,same_wrong,4 সপ্তাহ = 4 × 7,84 ÷ 12,3.3316,6.6056,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0019,banglish_clean,mgsm,math_word_problem,short_answer,7,False,False,same_wrong,can be derived from the given text.,can be derived from the given text.,2.2291,2.2928,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0019,english,mgsm,math_word_problem,short_answer,7,False,True,gain,28 × 3 =,7,3.2205,4.903,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0020,bangla,mgsm,math_word_problem,short_answer,6,False,False,same_wrong,প্রথম 4 মাইল হাঁটতে 1 ঘণ্টা লাগ,পরের 2 মাইল হাঁটতে 1 ঘণ্টা �,3.5484,6.8446,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0020,banglish_clean,mgsm,math_word_problem,short_answer,6,False,False,same_wrong,"Initially, in the first 4 mails, she takes **1 hour**.","So, the delivery rate changes after the first 4 mails.",3.327,6.6972,results/runs/qwen3_4b_mgsm_bn50_v1/results/runs/qwen3_4b_mgsm_bn50_v1.jsonl,results/runs/qwen3_4b_mgsm_bn50_v1_128/results/runs/qwen3_4b_mgsm_bn50_v1_128.jsonl
