request_id,provider,model,id,dataset,task_type,answer_type,variant,variant_label,prompt_mode,gold,parsed,strict_correct,secondary_correct,secondary_reason,secondary_parsed,parsed_empty,choice_invalid,raw_chars,raw_line_count,raw_multiline,long_response_gt120,finish_reason,requested_max_output_tokens,requested_thinking_budget,usage_input_tokens,usage_output_tokens,usage_thoughts_tokens,usage_total_tokens,seconds,key_name,raw_excerpt
banglamath_0552::banglish_clean::baseline,groq,llama-3.3-70b-versatile,banglamath_0552,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,৪৫০০ বর্গগজ,4500,False,True,short_numeric_only,4500,False,False,4,1,False,False,STOP,128,,94,3,0,97,0.800,GROQ_API_KEY,4500
banglamath_0552::english::baseline,groq,llama-3.3-70b-versatile,banglamath_0552,banglamath,short_answer,short_answer,english,English,baseline,৪৫০০ বর্গগজ,4500 square yards,False,True,short_extended_unit,4500 square yards,False,False,17,1,False,False,STOP,128,,91,5,0,96,0.629,GROQ_API_KEY,4500 square yards
benqa_10th-Math_0044::bangla::baseline,groq,llama-3.3-70b-versatile,benqa_10th-Math_0044,benqa,mcq,choice,bangla,Bangla,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,150,2,0,152,0.448,GROQ_API_KEY,C
benqa_10th-Math_0044::banglish_clean::baseline,groq,llama-3.3-70b-versatile,benqa_10th-Math_0044,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,B,False,False,,B,False,False,2,1,False,False,STOP,128,,110,3,0,113,0.288,GROQ_API_KEY,B.
benqa_10th-Math_0044::english::baseline,groq,llama-3.3-70b-versatile,benqa_10th-Math_0044,benqa,mcq,choice,english,English,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,103,2,0,105,0.373,GROQ_API_KEY,C
benqa_10th-Physics_0021::bangla::baseline,groq,llama-3.3-70b-versatile,benqa_10th-Physics_0021,benqa,mcq,choice,bangla,Bangla,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,144,2,0,146,0.402,GROQ_API_KEY,C
benqa_10th-Physics_0021::banglish_clean::baseline,groq,llama-3.3-70b-versatile,benqa_10th-Physics_0021,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,B,False,False,,B,False,False,2,1,False,False,STOP,128,,103,3,0,106,0.575,GROQ_API_KEY,B.
benqa_10th-Physics_0021::english::baseline,groq,llama-3.3-70b-versatile,benqa_10th-Physics_0021,benqa,mcq,choice,english,English,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,97,2,0,99,0.279,GROQ_API_KEY,C
benqa_12th-Chemistry-II_0228::bangla::baseline,groq,llama-3.3-70b-versatile,benqa_12th-Chemistry-II_0228,benqa,mcq,choice,bangla,Bangla,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,237,2,0,239,0.284,GROQ_API_KEY,C
benqa_12th-Chemistry-II_0228::banglish_clean::baseline,groq,llama-3.3-70b-versatile,benqa_12th-Chemistry-II_0228,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,D,False,False,,D,False,False,1,1,False,False,STOP,128,,171,2,0,173,0.283,GROQ_API_KEY,D
benqa_12th-Chemistry-II_0228::english::baseline,groq,llama-3.3-70b-versatile,benqa_12th-Chemistry-II_0228,benqa,mcq,choice,english,English,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,162,2,0,164,0.284,GROQ_API_KEY,C
benqa_12th-Physics-II_0046::bangla::baseline,groq,llama-3.3-70b-versatile,benqa_12th-Physics-II_0046,benqa,mcq,choice,bangla,Bangla,baseline,C,D,False,False,,D,False,False,1,1,False,False,STOP,128,,237,2,0,239,0.402,GROQ_API_KEY,D
benqa_12th-Physics-II_0046::banglish_clean::baseline,groq,llama-3.3-70b-versatile,benqa_12th-Physics-II_0046,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,D,False,False,,D,False,False,1,1,False,False,STOP,128,,151,2,0,153,0.398,GROQ_API_KEY,D
benqa_12th-Physics-II_0046::english::baseline,groq,llama-3.3-70b-versatile,benqa_12th-Physics-II_0046,benqa,mcq,choice,english,English,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,127,2,0,129,0.294,GROQ_API_KEY,C
benqa_8th-Math_0167::bangla::baseline,groq,llama-3.3-70b-versatile,benqa_8th-Math_0167,benqa,mcq,choice,bangla,Bangla,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,221,2,0,223,0.390,GROQ_API_KEY,C
benqa_8th-Math_0167::banglish_clean::baseline,groq,llama-3.3-70b-versatile,benqa_8th-Math_0167,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,B,False,False,,B,False,False,1,1,False,False,STOP,128,,138,2,0,140,0.388,GROQ_API_KEY,B
benqa_8th-Math_0167::english::baseline,groq,llama-3.3-70b-versatile,benqa_8th-Math_0167,benqa,mcq,choice,english,English,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,125,2,0,127,0.380,GROQ_API_KEY,C
benqa_8th-Science_0202::bangla::baseline,groq,llama-3.3-70b-versatile,benqa_8th-Science_0202,benqa,mcq,choice,bangla,Bangla,baseline,C,D,False,False,,D,False,False,1,1,False,False,STOP,128,,279,2,0,281,0.476,GROQ_API_KEY,D
benqa_8th-Science_0202::banglish_clean::baseline,groq,llama-3.3-70b-versatile,benqa_8th-Science_0202,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,162,2,0,164,0.487,GROQ_API_KEY,C
benqa_8th-Science_0202::english::baseline,groq,llama-3.3-70b-versatile,benqa_8th-Science_0202,benqa,mcq,choice,english,English,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,141,2,0,143,0.440,GROQ_API_KEY,C
