model,prompt_mode,dataset,variant,id,correct,rewrite_chars,bengali_ratio,latin_ratio,empty_rewrite,source_option_count,rewrite_option_count,options_preserved,source_digit_count,rewrite_digit_count,digit_count_preserved,source_formulas,rewrite_formulas,formulas_preserved,rewrite_preview,source,line
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0011,False,235,0.8128,0.0,False,0,0,True,4,4,True,,,True,"একটি নতুন প্রোগ্রাম প্রথম মাসে ৬০ টি ডানোলোড করেছিল। তবে দুই মাসের ডানোলোদের সংখ্যা প্রথম মাসের ডানোলোদের থেকে তিন গুণে কম হয়েছিল, কিন্তু তিনমাসের ডানোলোদ তারপরে ৩০% কম হয়েছিল। তিন মাসে প্রোগ্রামের কতটি ডানোলোড করেছিল?",results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,11
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0012,False,188,0.7447,0.0,False,0,0,True,9,9,True,,,True,"তুলা বেকারিতেই গিয়ে বিভিন্ন প্রকারের পেস্টি কেনেচ্ছে। একটি ডোজনের $68 দরে ৩ ডোজন কম, একটি ডোজনের $80 দরে ২ ডোজন ছোট, এবং একটি ডোজনের $55 দরে ৬ ডোজন মিনি চিজের কেনেচ্ছে। মোট কত খরচ হয়েছে?",results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,12
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0013,False,244,0.7705,0.0,False,0,0,True,6,5,False,,,True,"করলোস একোটি লেবু গাছে রোপন করছেন। গাছে রোপন করার জন্য জন্য ব্যয় $90 হবে। পরিবর্তে আজকে লেবু গাছে রোপন করার জন্য ৭টি লেবু খরচে পরিবর্তন করতে হবে, যদি পরিবর্তনের জন্য একটি লেবু প্রতি $1.5 খরচ করা হয়। গাছে রোপন করার জন্য ",results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,13
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0014,False,247,0.8016,0.0,False,0,0,True,2,0,False,,,True,"মেলানি হোন এক জন দর্দ-দর্দ সেলসোম্যান। তিনি তাঁর বহিষ্কারের এক-তিন টি গ্রিন হাস্য থাকে, আরো দুইটি রেড হাস্য থাকে, এবং জাও উপরে শ্রেষ্ঠ ছিল তাঁর একটি হাস্য থাকে। মেলানির কখনও তিনি তিন বহিষ্কার থাকে, তাহলে তিনি তাঁর কোটোগু",results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,14
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0015,False,241,0.8216,0.0,False,0,0,True,6,6,True,,,True,"কোনোটি নামের এক স্তরে ২০ জন শিক্ষার্থীর মধ্যে, ২৫% শিক্ষার্থী জ্যাজ নামের প্রশিক্ষণ গ্রহণ করেছেন, ২৫% শিক্ষার্থী ভাটকা হিপ-হপ নামের প্রশিক্ষণ গ্রহণ করেছেন, এবং বাকী শিক্ষার্থী হিপ-হপ নামের প্রশিক্ষণ গ্রহণ করেন নি। তাহলে ",results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,15
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0016,False,242,0.7686,0.0,False,0,0,True,13,10,False,,,True,"কোনো এক বয়স্ক পরিকল্পনার মূল্যের উপর ভিত্তি করে একটি সমস্যা হল: $5,000 মূল্যের গয়না ও তার $8,000 মূল্যের ইলেকট্রোনিক গয়জেত। তার অর্থনৈতিক উপায়ে এই মাসের মূল্য দশমিক পরিবর্তন হবে যদি এই মাসের মান গয়নার পরিবর্তন 2.5% ",results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,16
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0017,False,229,0.8079,0.0,False,0,0,True,5,0,False,,,True,"দুটি ট্রেন একই সময়ে সান রাফায়েল থেকে জাতীয় শুরু করে। তারপর পোষ্ঠিমার দিকে জাতীয় শুরু করে, এই দুইটি ট্রেনের জাতীয় শুরুতে আটাতালি মাইল ব্যয় হয়। পরদিন, তার উত্তর দিকে জাতীয় শুরু করে এই দুইটি ট্রেনের জাতীয় শুরুতে আধ",results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,17
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0018,False,237,0.8017,0.0,False,0,0,True,10,10,True,,,True,"জিল শিক্ষকতা করার জন্য শিক্ষকের জন্য গণ্য হবে ডলার ২০ এবং পরিশ্রমী পরিশ্রমী শিক্ষক হবে ডলার ৩০ বেতনে। যদি একজন ছাত্র ৫০ সোপান কাজ করে, তাহলে এক সোপানে ৩৫ গণ্য শিক্ষক হবে এবং এক সোপানে ১৫ গণ্য পরিশ্রমী শিক্ষক হবে। তাহলে এ",results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,18
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0019,False,87,0.8046,0.0,False,0,0,True,2,2,True,,,True,কলের প্রতিদিন পরস্পরের ৩টি দিনে একবার এমন ওমোলেট খাবে। ৪ সোপানে তিনটি কোট দুই দিনে হবে?,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,19
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0020,False,248,0.7702,0.0,False,0,0,True,5,7,False,,,True,"মারিসা ১২ মাইল পথে দুইটি পথ পায়। এর মধ্যে প্রথম ৪ মাইলে তিনি ১ গ্রহণ করেন এবং পরের ২ মাইলে আরও ১ গ্রহণ করেন। যদি তিনি প্রথম ৪ মাইলে গ্রহণ করার জন্য চার গ্রহণ করেন, তাহলে সর্বশেষ গ্রহণ করার জন্য তিনি আরও চার গ্রহণ করতে হ",results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,20
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0021,False,247,0.7854,0.0081,False,0,0,True,6,6,True,,,True,"আমার কচ্চে ১০ লিটার ওরেন্জ ড্রি�ngক অচ্ছা জার দুই-তিন শতাংশ এবং আমি তাহার ১৫ লিটার পাউল ড্রিংক -এ মেশাতে চাই জার মোদ্যে পঞ্চভাগ তিন বাহগ শতাংশ অচ্ছ।কিন্তু এই দাবি হলেও, আমি এক লিটার ওরেন্জ ড্রিংক ফেলে দিয়েছি।এই সমস্ত কর",results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,21
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0022,False,221,0.8326,0.0,False,0,0,True,5,4,False,,,True,"রেমোন্ত ও সামান্তারেক পরিবর্তনীয় টুটো-ভাইওন। রেমোন্ত সামান্তারে ছয় বছর আগে জনমেচ্ছিলেন। ২৩ বছর বয়সে রেমোন্তের একটি চেয়ে বড় হয়ে গেলেন। উত্তরাঞ্চলে সামান্তারের একটি বয়স ৩১ বছর যখন, তখন রেমোন্তের পুত্র বয়স জনমেচ্ছিল",results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,22
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0023,False,241,0.8008,0.0124,False,0,0,True,5,5,True,DVD,DVD,True,বিলি DVD বিক্রয় করেন। মোগলবারে তন্তু ৮ জন গ্রহক হয়েছে। তন্তু প্রথম ৩ জন গ্রহকের প্রত্যেকে ডি঵ড বিক্রয় করেন। পরবর্তীতে ২ জন গ্রহকের প্রত্যেকে ২টি ডি঵ড বিক্রয় করেন। তন্তু শেষ ৩ জন গ্রহকের প্রত্যেকে ডি঵ড বিক্রয় করেন। ব,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,23
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0024,False,170,0.7882,0.0,False,0,0,True,7,7,True,PM,,False,একটি মোমবাতি জ্বলনের সৃষ্টি করা পর্যন্ত 2 সেন্টিমিটার দূরত্বে গলা জ্বালায়। 1:00 পর্যন্ত 5:00 পর্যন্ত জ্বলনের সময় একটি মোমবাতি জ্বলনের সৃষ্টি করা কত সেন্টিমিটার ছোট হয়?,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,24
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0025,False,139,0.741,0.0,False,0,0,True,6,6,True,,,True,"কৈল গত বছরে এই সবগুলোতে বিশেষ বিক্রয় হয়েছিল। এটি প্রায় $19.50 মূল্যে খরচ করা হয়েছিল। যদি আসল মূল্য ২৫% ছোট হয়, তাহলে আসল মূল্য কত হয়?",results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,25
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0026,False,248,0.7944,0.0,False,0,0,True,13,0,False,,,True,"মারি একটি চেন আর পাঁচটি দুধ মিলে কোটি টাকা বানায়, অন্যদিকে একটি পেল আর চারটি পেল মিলে তিনিও কোটি টাকা বানায়। একটি পাউল আর চারটি পাউল মিলে তিনিও তিনিও কোটি টাকা বানায়। মারি কোটি টাকা বানাইতে পারেন তিনিই তিনটি বার পাউল ",results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,26
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0027,False,202,0.7673,0.0,False,0,0,True,13,13,True,,,True,"মিশকা ৩ জরো স্ট্রোস, ৩ জরো পয়ন্ত, এবং ৩ জরো জুটো কেন চেহাল হয়েছে। একজরো স্ট্রোসের ডাম $১৬.৫০। একজরো পয়ন্তের ডাম $২২.৫০ এবং একজরো জুটোর ডাম $৪২। সমস্ত পরিবহন জিনো ডারবির জন্য মিশকা কত ডলার খরচ হয়েছে?",results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,27
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0028,False,202,0.7723,0.0,False,0,0,True,7,7,True,,,True,"সিন্তি আ প্রতি মাসের ব্যয় এক সবুজ পরিমাণ হলেন। তিনটি প্রতিটি কর্টনের মূল্য $4.00 থেকে ১৫ পরিমাণ সবুজ পরিমাণ করা যায় আমার জন্য তিনটি প্রতিটি কর্টন কর্টন করে নিতে হবে। ৬০ দিনের পর, তার মোট ব্যয় কত হবে?",results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,28
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0029,False,246,0.7642,0.0,False,0,0,True,6,4,False,,,True,60 মালার বেক তিপ্পন হয় তিনপ্রধান দুই বছরে। 20 মাল চর্চল পর একটি প্রথম তিন মাল দুই দিনে তিনি তিন মাল দুই দিনে তিনি তিন মাল দুই দিনে তিনি তিন মাল দুই দিনে তিনি তিন মাল দুই দিনে তিনি তিন মাল দুই দিনে তিনি তিন মাল দুই দিনে ,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,29
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0030,False,227,0.8282,0.0,False,0,0,True,2,2,True,,,True,"গৌরিয়া জুটো কেনাকাটা করার সময় তান্ত্রিক সত্তার মধ্যে মনোনীত একজোড়া বিনোদন দেখতে পারলেন। কিন্তু, তান্ত্রিক বিনোদনে তার একজোড়া হিল জুটো মোদ্যে একটি দুই উচ্চতর অংশ থাকবে। যদি একজোড়া হিল জুটো মোদ্য টাকা ৩৩ থাকে এবং আরেক",results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,30
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0031,False,172,0.814,0.0,False,0,0,True,8,6,False,,,True,"ডায়েল ও ওয়াজলেন্সের বোয়সের উপায় ৭:১১। যদি তান্দার দুই জনের মতো বোয়স এখন ১৬২ ঘণ্টা থাকে, তাহলে এখন থেকে ওয়াজলেন্সের বোয়স কতগুলো থাকবে তা নির্ণয় করুন তা নিশ্চিত করুন।",results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,31
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0032,False,245,0.8163,0.0,False,0,0,True,6,0,False,,,True,গণতন্ত্র একটি বাহনের জন্য আমি নিশ্চিত করছি যে গণতন্ত্র বিভাজন করা উচিত নয় এবং এটি একটি সুপরিক্ত সুযোগ দিয়ে আমি পরিবেশ নিরাপদ রাখতে পারি। আমি এটি বাহনের কোটি জন সম্পর্কে নিশ্চিত করছি যে গণতন্ত্র বিভাজন করা উচিত নয় এবং ,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,32
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0033,False,193,0.8135,0.0,False,0,0,True,3,0,False,,,True,জনৈক বছরে কুকুরের দেখাশনা করা হয়েছে। তার সাথে তার এই কাজের পরিমাণ দেখাশনা করার জন্য একটি সময় প্রতি আট ঘণ্টা লাগে। কুকুরের দেখাশনা করার জন্য একটি সময় তিনি এক সপ্তাহে প্রায় চারটি ঘণ্টা খাটবে?,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,33
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0034,False,162,0.8272,0.0,False,0,0,True,5,5,True,,,True,গ্রিসের কাছে ১১০টি মুদ্রা অস্বীকার করা হয়েছে। রুপায় মুদ্রার থেকে ৩০টি বছর পর সবোন মুদ্রা অস্বীকার করা হয়েছে। গ্রিসের কাছে কতটি সবোন মুদ্রা অস্বীকার করা হয়েছে?,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,34
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0035,False,238,0.8151,0.0,False,0,0,True,4,5,False,,,True,"চলো এই সমস্যাটি আলাপ করা যাক। ওজনের থেকে সিবানের কাছে ২টি কোম রোতন অভ্যন্তরীণ। রেমোডারের কাছে রোতনের অবস্থানের থেকে ৫টি বছর পর ওজনের কাছে ২টি কোম রোতন অভ্যন্তরীণ। যদি রেমোডারের কাছে ৪০টি রোতন থাকে, তাহলে সিবানের কাছে কতগ",results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,35
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0036,False,35,0.7714,0.0,False,0,0,True,9,2,False,,,True,তিনি 25 পাঁচেক পয়েন্ট সকরাজ করেচে?,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,36
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0037,False,190,0.8105,0.0,False,0,0,True,7,8,False,,,True,তোর দিনে ২টি ইয়োগাইচার ক্ষমতা কাঠ। সম্পূর্ণ ৪টি ইয়োগাইচারের চার হাজার মূল্যে বিক্রি হয়েছে। ৩০ দিনে ১টি ইয়োগাইচারের জন্য কয়টি ডলার বাঁচে?  30 দিনে ১টি ইয়োগাইচারের জন্য কয়টি ডলার বাঁচে?,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,37
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0038,False,237,0.8186,0.0,False,0,0,True,8,7,False,,,True,জন তন্র সমোস্ট খেলনা বিক্রয়ে সেই উত্তর দিয়ে ভিড় হওয়ার পরিবর্তে একটি গেম করার পরিবর্তে করেছিলেন। তন্র ১৩ তারিখে সেই সময় শেখ আচ্ছাদিত হয়ে এবং সেগুলির প্রতিটি টাকা ১৫ ডের বিক্রয়ে চালিয়ে যান। সেগুলির প্রতিটি টাকা ২০ ,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,38
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0039,False,112,0.8214,0.0,False,0,0,True,4,1,False,,,True,তিনি প্রথম দিন ৩ ঘণ্টা দুর্ন এবং অন্য তিন দিনের উপর বিশ্লেষণ করে। তিনি কতগুলি কোট সুবিধাজনকভাবে দৌরাত্ম্য করেছে?,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,39
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0040,False,253,0.83,0.0,False,0,0,True,1,0,False,,,True,দান হাতর টুলন চরোগুন বেশি দুর্দান্ত গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিত,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,40
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0041,False,192,0.8438,0.0,False,0,0,True,1,0,False,,,True,"ব্রিয়ান্ডনার এফওইএন্সি এর মধ্যে চারোগোন পুরোনো। অপরদিকে একটি সুজির এফওইএন্সি থেকে তুলনায় বড়ো পুরোনো। যদি একটি সুজির এফওইএনসি আজকের পুরোনো হয়, তাহলে ব্রিয়ান্ডনার এফওইএনসি আজকের পুরোনো হবে?",results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,41
Qwen/Qwen2.5-3B-Instruct,banglish_self_normalize,mgsm,banglish_clean,mgsm_bn_0042,False,242,0.8099,0.0,False,0,0,True,7,4,False,,,True,মাউন্ট ফারবর শিষে বসু ভীষলাকার ড্রাগন প্রজাগরণ 1000 ফুট দূরত্বে বসু ভীষলাকার ড্রাগন অগ্নিশিক্ষার মাধ্যমে সুখে থাকে। ড্রাগন ওপরে করে তাহলে আমি একটি কিছু জানা পড়ি ও সেই কিছু অগ্নিশিক্ষার পর বসু ভীষলাকার ড্রাগনের মাঝে মুখে,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,42
