id,answer,subject,domain,bangla_correct,banglish_correct,english_correct,bangla_parsed,banglish_parsed,english_parsed,bangla_prompt,banglish_prompt,english_prompt
benqa_ext_10th-Physics_0180,B,Physics,physics,1,0,1,B,D,B,"আপেক্ষিক ত্রুটি- i. এক ধরনের অনুপাত ii. সত্যিকারের ত্রুটির পরিমাপ iii. সাধারণ স্কেলের তুলনায় ভার্নিয়ার স্কেলে কম হয় নিচের কোনটি সঠিক? A. i and ii B. i and iii C. ii and iii D. i, ii and iii Answer with only A, B, C, o...","apekshik truti- i. ek dhoroner onupat ii. sotyikarer trutir porimap iii. sadharon skeler tulonay bharniyar skele kom hoy nicher konoti sothik? A. i and ii B. i and iii C. ii and iii D. i, ii and iii Answer with only A...","Relative error is- i. a kind of ratio ii. actual measurement of error iii. smaller in Vernier scale compared to normal scale Which one is correct? A. i and ii B. i and iii C. ii and iii D. i, ii and iii Answer with on..."
benqa_ext_10th-Physics_0227,A,Physics,physics,1,0,1,A,B,A,"অবতল দর্পণে ফোকাস তল ও প্রধান অক্ষের মধ্যবর্তী কোণের মান কত? A. 90\degree B. 180\degree C. 270\degree D. 360\degree Answer with only A, B, C, or D.","obotol dorpone fokas tol o prodhan oksher modhyoborti koner man kot? A. 90\degree B. 180\degree C. 270\degree D. 360\degree Answer with only A, B, C, or D.","What is the angle between focal plane and principal axis of a concave mirror? A. 90\degree B. 180\degree C. 270\degree D. 360\degree Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0099,C,Biology-II,biology-ii,0,0,1,A,B,C,"সর্বপ্রথম 'Genetics' শব্দ কে প্রচলন করেন? A. মেন্ডেল B. কার্ল করেন্স C. উইলিয়াম বেটসন D. হুগো দ্যা ভ্রিস Answer with only A, B, C, or D.","sorboprothom 'Genetics' shobd ke procholon koren? A. mendel B. karl korens C. uiliyam betoson D. hugo dya bhris Answer with only A, B, C, or D.","Who first introduced the word 'Genetics'- A. Mendel B. Carl Correns C. William Bateson D. Hugo de vries Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0176,C,Biology-II,biology-ii,0,0,1,B,B,C,"Hydra-র গ্যাস্ট্রোর্ডামিসের কোষ কোনটি? A. নিডোসাইট B. জনন কোষ C. পুষ্টি কোষ D. প্যারাইটাল কোষ Answer with only A, B, C, or D.","Hydra-r gyastrordamiser kosh konoti? A. nidosait B. jonon kosh C. pushti kosh D. pyaraital kosh Answer with only A, B, C, or D.","Which is the gastrodermal cell of Hydra? A. Cnidocyte cell B. Reproductive cell C. Nutritive cell D. parietal cell Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0178,A,Biology-II,biology-ii,1,0,1,A,B,A,নিচের কোনটি সঠিক? A. SA নোড \rightarrow AV নোড \rightarrow বান্ডল অব হিজ \rightarrow পারকিঞ্জি তন্তু B. SA নোড \rightarrow AV নোড \rightarrow পারকিঞ্জি তন্তু \rightarrow বান্ডল অব হিজ C. AV নোড \rightarrow SA নোড \rig...,nicher konoti sothik? A. SA nod \rightarrow AV nod \rightarrow bandol ob hij \rightarrow parokinji tontu B. SA nod \rightarrow AV nod \rightarrow parokinji tontu \rightarrow bandol ob hij C. AV nod \rightarrow SA nod...,Which is the correct? A. SA node→AV node bundle of his →Purkinje fibers B. SA node→AV nose→pukinje fibers bundle of his C. AV node→SA node→purkinji fibers→bundle of his D. AV node→bundle of his →SA node→purkinje fiber...
benqa_ext_12th-Biology-II_0248,A,Biology-II,biology-ii,0,0,1,B,B,A,"কোন যুগে উদ্ভব হয়েছিল? A. জুরাসিক B. কার্বোনিফেরাস C. অর্ডেোভিসিয়ান D. ক্যামব্রিয়ান Answer with only A, B, C, or D.","kon juge udbhob hoyechhil? A. jurasik B. karboniferas C. ordeobhisiyan D. kyamobriyan Answer with only A, B, C, or D.","When did Archeopteryx evolved? A. Jurassic B. Carboniferous C. Ordovician D. Cambrian Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0256,A,Biology-II,biology-ii,1,0,1,A,B,A,"কোন পর্বের প্রাণীরা সমুদ্রের rain forest নামে পরিচিত? A. Cnidria B. Nematoda C. Arthropoda D. Echainodarmata Answer with only A, B, C, or D.","kon porber pranira somudrer rain forest name porichit? A. Cnidria B. Nematoda C. Arthropoda D. Echainodarmata Answer with only A, B, C, or D.","Animals of which phylum are know as 'sea rain forest'? A. Cnidaria B. Nematoda C. Arthropoda D. Echinodermata Answer with only A, B, C, or D."
benqa_ext_12th-Biology-I_0026,A,Biology-I,biology-i,0,0,1,B,B,A,"গ্লাইকোলাইসিস প্রক্রিয়ায় ব্য্যিত শক্তি কত অণু ATP? A. 2 B. 4 C. 6 D. 8 Answer with only A, B, C, or D.","glaikolaisis prokriyay byojit shokti kot onu ATP? A. 2 B. 4 C. 6 D. 8 Answer with only A, B, C, or D.","How many molecules of ATP are expended in the glycolysis process? A. 2 B. 4 C. 6 D. 8 Answer with only A, B, C, or D."
benqa_ext_12th-Biology-I_0043,A,Biology-I,biology-i,1,0,0,A,C,D,"জবা ফুলের বৈশিষ্ট্য কোনটি? A. উপপত্রযুক্ত B. একপ্রতিসম C. গর্ভকটি D. মূলীয় অমরাবিন্যাস Answer with only A, B, C, or D.","joba fuler boishishty konoti? A. upopotrojukt B. ekoprotisom C. gorbhokoti D. muliy omorabinyas Answer with only A, B, C, or D.","Which is the characteristic of China rose? A. Stapulate leaf B. Mono symmetrical C. Perigynus D. Basal placentation Answer with only A, B, C, or D."
benqa_ext_12th-Biology-I_0185,D,Biology-I,biology-i,0,0,1,B,B,D,"ইন্টারফেরন নিঃসৃত হয়- A. মাস্ট কোষ হতে B. ব্যাকটেরিয়া আক্রান্ত কোষ হতে C. ক্যান্সার কোষ হতে D. ভাইরাস আক্রান্ত কোষ হতে Answer with only A, B, C, or D.","intaroferon nihsrit hoy- A. mast kosh hote B. byakoteriya akrant kosh hote C. kyansar kosh hote D. bhairas akrant kosh hote Answer with only A, B, C, or D.","Interferon excreted from- A. Mast cell B. Bacteria affected cell C. Cancer cell D. Virus affected cell Answer with only A, B, C, or D."
benqa_ext_12th-Biology-I_0275,D,Biology-I,biology-i,1,0,1,D,C,D,"একটি জিনকে দ্রুত বহু কপি জিনে পরিণত করা যায় কোন পদ্ধতিতে? A. রিপ্রোডাক্টিভ ক্লোনিং B. টিস্যু কালচার C. রিকম্বিনেন্ট DNA প্রযুক্তি D. PCR Answer with only A, B, C, or D.","ekoti jinoke drut bohu kopi jine porinot kora jay kon poddhotite? A. riprodaktibh kloning B. tisyu kalochar C. rikombinent DNA projukti D. PCR Answer with only A, B, C, or D.","In which way, can a gene be quickly multiplying? A. Reproductive eloning B. Tissue culture C. Recombinant DNA technology D. PCR Answer with only A, B, C, or D."
benqa_ext_12th-Biology-I_0300,C,Biology-I,biology-i,0,0,1,B,A,C,"কোনটি আণবিক কাঁচি নামে পরিচিত? A. প্লাজমিড B. লাইগেজ এনজাইম C. রেস্ট্রিকশন এনজাইম D. প্রাইমেজ Answer with only A, B, C, or D.","konoti anobik kanchi name porichit? A. plajomid B. laigej enojaim C. restrikoshon enojaim D. praimej Answer with only A, B, C, or D.","Which is known as molecular scissors? A. Plasmid B. Ligase enzyme C. Restriction enzyme D. Primase Answer with only A, B, C, or D."
benqa_ext_12th-Chemistry-II_0018,A,Chemistry-II,chemistry-ii,0,0,1,B,C,A,"তড়িৎ বিশ্লেষণে কোনটি আগে চার্জমুক্ত হবে? A. Pt^{2+} B. Cu^{2+} C. Cd^{2+} D. Mn^{2+} Answer with only A, B, C, or D.","torit bishleshone konoti age charjomukt hobe? A. Pt^{2+} B. Cu^{2+} C. Cd^{2+} D. Mn^{2+} Answer with only A, B, C, or D.","Which one will charge free first in electrolysis? A. Pl^{2+} B. Cu^{2+} C. Cd^{2+} D. Mn^{2+} Answer with only A, B, C, or D."
benqa_ext_12th-Chemistry-II_0160,D,Chemistry-II,chemistry-ii,1,0,0,D,B,B,"তড়িৎ বিশ্লষণকালে নিচের কোন আয়নটি আগে চার্জমুক্ত হবে? A. NO_{3}^{-} B. Cl^{-} C. SO_{4}^{2-} D. OH_{-} Answer with only A, B, C, or D.","torit bishloshonokale nicher kon ayonoti age charjomukt hobe? A. NO_{3}^{-} B. Cl^{-} C. SO_{4}^{2-} D. OH_{-} Answer with only A, B, C, or D.","Which ion of the following will be freed of charge first during electrolysis? A. NO_{3}^{-} B. Cl^{-} C. SO_{4}^{2-} D. OH^{-} Answer with only A, B, C, or D."
benqa_ext_12th-Chemistry-II_0206,C,Chemistry-II,chemistry-ii,1,0,1,C,B,C,"অ্যানথ্রাইসিন অণুতে \pi (পাই) ইলেকট্রন সংখ্যা কত? A. 6 B. 10 C. 14 D. 16 Answer with only A, B, C, or D.","anothraisin onute \pi (pai) ilekotron songkhya kot? A. 6 B. 10 C. 14 D. 16 Answer with only A, B, C, or D.","How many \pi (pie) electrons are present in anthracin molecule? A. 6 B. 10 C. 14 D. 16 Answer with only A, B, C, or D."
benqa_ext_12th-Chemistry-II_0284,B,Chemistry-II,chemistry-ii,0,0,1,A,D,B,"কোনটিতে একই সাথে অ্যালকোহল ও এসিডের কার্যকরী মূলক বিদ্যমান? A. অক্সালিক এসিড B. ল্যাকটিক এসিড C. ম্যালেয়িক এসিড D. ফিউমারিক এসিড Answer with only A, B, C, or D.","konotite ekoi sathe alokohol o esider karyokori mulok bidyoman? A. oksalik esid B. lyakotik esid C. myaleyik esid D. fiumarik esid Answer with only A, B, C, or D.","Which compound has acidic and alcoholic functional groups together? A. Oxalic acid B. Lactic acid C. Malic acid D. Fumaric acid Answer with only A, B, C, or D."
benqa_ext_12th-Chemistry-I_0051,A,Chemistry-I,chemistry-i,1,0,1,A,D,A,"কীসের পরিবর্তনের ফলে সাম্যধ্রুবকের মান পরিবর্তিত হয়? A. তাপমাত্রা B. ঘনমাত্রা C. আয়তন D. প্রভাবক Answer with only A, B, C, or D.","kiser poribortoner fole samyodhruboker man poribortit hoy? A. tapomatra B. ghonomatra C. ayoton D. probhabok Answer with only A, B, C, or D.","As a result of what changes the value of the equilibrium constant changes? A. Temperature B. Concentration C. Volume D. Catalyst Answer with only A, B, C, or D."
benqa_ext_12th-Chemistry-I_0142,D,Chemistry-I,chemistry-i,0,0,1,C,A,D,"কোনটিতে সমযোজী বন্ধন অনুপস্থিত? A. HBr B. H_{2}S C. BeCl_{2} D. CaF_{2} Answer with only A, B, C, or D.","konotite somojoji bondhon onuposthit? A. HBr B. H_{2}S C. BeCl_{2} D. CaF_{2} Answer with only A, B, C, or D.","In which compound covalent bond is absent? A. HBr B. H_{2}S C. BeCI_{2} D. CaF_{2} Answer with only A, B, C, or D."
benqa_ext_12th-Chemistry-I_0285,D,Chemistry-I,chemistry-i,1,0,1,D,B,D,"নিচের কোনটি অভিজাত গ্যাস A. H_{2} B. N_{2} C. F_{2} D. Xe Answer with only A, B, C, or D.","nicher konoti obhijat gyas A. H_{2} B. N_{2} C. F_{2} D. Xe Answer with only A, B, C, or D.","Which of the following is a noble gas? A. H_{2} B. N_{2} C. F_{2} D. Xe Answer with only A, B, C, or D."
benqa_ext_12th-Math-II_0090,A,Math-II,math-ii,0,0,1,D,D,A,"কোনো দ্বিঘাত সমীকরণের মূলদ্বয় মূলদ ও অসমান হলে পৃথায়ক হবে- i. পূর্ণবর্গ ii. ধনাত্মক সংখ্যা iii. ঋণাত্মক সংখ্যা নিচের কোনটি সঠিক? A. i ও ii B. i ও iii C. ii ও iii D. i, ii ও iii Answer with only A, B, C, or D.","kono dwighat somikoroner mulodboy mulod o osoman hole prithayok hobe- i. purnoborg ii. dhonatmok songkhya iii. rinatmok songkhya nicher konoti sothik? A. i o ii B. i o iii C. ii o iii D. i, ii o iii Answer with only A...","If the roots of a quadratic equation are rational and unequal, then the discriminant is- i. perfect square ii. positive number iii. negative number Which one is correct? A. i and ii B. i and iii C. ii and iii D. i, ii..."
benqa_ext_12th-Math-II_0285,B,Math-II,math-ii,1,0,1,B,C,B,"z = x + iy হলে, |z| = 5 সমীকরণটি প্রকাশ করে- A. সরলরেখা B. বৃত্ত C. পরাবৃত্ত D. উপবৃত্ত Answer with only A, B, C, or D.","z = x + iy hole, |z| = 5 somikoronoti prokash kore- A. sorolorekha B. britt C. porabritt D. upobritt Answer with only A, B, C, or D.","If z = x + iy, then |z| = 5 represents- A. Straight line B. Circle C. parabola D. Ellipse Answer with only A, B, C, or D."
benqa_ext_12th-Math-I_0059,D,Math-I,math-i,1,0,1,D,A,D,"y - x = 4 এবং y = x সরলরেখাদ্বয়ের মধ্যবর্তী লম্ব দূরত্ব কত একক? A. 4 B. 2 C. 4\sqrt{2} D. 2\sqrt{2} Answer with only A, B, C, or D.","y - x = 4 ebong y = x sorolorekhadboyer modhyoborti lomb durotto kot ekok? A. 4 B. 2 C. 4\sqrt{2} D. 2\sqrt{2} Answer with only A, B, C, or D.","Which one is the perpendicular distance between the two straight lines y - x = 4 and y = x in unit? A. 4 B. 2 C. 4\sqrt{2} D. 2\sqrt{2} Answer with only A, B, C, or D."
benqa_ext_12th-Math-I_0180,C,Math-I,math-i,1,0,1,C,D,C,"\begin{vmatrix} 3 & -2 & 5 \\ 4 & 0 & 6 \\ -1 & 7 & 10 \end{vmatrix} নির্ণায়কের (2, 3) তম ভুক্তির সহগুণক কত? A. 114 B. 19 C. \text{- 19} D. \text{- 114} Answer with only A, B, C, or D.","\begin{vmatrix} 3 & -2 & 5 \\ 4 & 0 & 6 \\ -1 & 7 & 10 \end{vmatrix} nirnayoker (2, 3) tom bhuktir sohogunok kot? A. 114 B. 19 C. \text{- 19} D. \text{- 114} Answer with only A, B, C, or D.","\begin{vmatrix} 3 & -2 & 5 \\ 4 & 0 & 6 \\ -1 & 7 & 10 \end{vmatrix} What is the cofactor of (2, 3)th element of the determinant? A. 114 B. 19 C. \text{- 19} D. \text{- 114} Answer with only A, B, C, or D."
benqa_ext_12th-Physics-II_0165,C,Physics-II,physics-ii,0,0,1,A,A,C,"কোনো পরিবাহীতে তড়িৎ প্রবাহমাত্রা পাঁচগুণ করা হলে তাপ উৎপাদনের হার কত গুণ হবে? A. \frac{1}{5} B. 5 C. 25 D. 50 Answer with only A, B, C, or D.","kono poribahite torit probahomatra panchogun kora hole tap utopadoner har kot gun hobe? A. \frac{1}{5} B. 5 C. 25 D. 50 Answer with only A, B, C, or D.","If the current flow in a conductor becomes five times, then how many times the rate of heat production? A. \frac{1}{5} B. 5 C. 25 D. 50 Answer with only A, B, C, or D."
benqa_ext_12th-Physics-II_0223,C,Physics-II,physics-ii,1,0,1,C,D,C,"এক্স-রে এর একক হলো- A. বেকেরেল B. নিউটন C. রন্টজেন D. ভোল্ট Answer with only A, B, C, or D.","eks-re er ekok holo- A. bekerel B. niuton C. rontojen D. bholt Answer with only A, B, C, or D.","Unit of X-ray is- A. Becquerel B. Newton C. Roentgen D. Volt Answer with only A, B, C, or D."
benqa_ext_12th-Physics-II_0226,C,Physics-II,physics-ii,0,0,1,B,B,C,"_{18}^{40}\textrm{Ar} ও _{20}^{40}\textrm{Ca} হচ্ছে- A. আইসোমার B. আইসোটোপ C. আইসোবার D. আইসোটোন Answer with only A, B, C, or D.","_{18}^{40}\textrm{Ar} o _{20}^{40}\textrm{Ca} hochchhe- A. aisomar B. aisotop C. aisobar D. aisoton Answer with only A, B, C, or D.","_{18}^{40}\textrm{Ar} and _{20}^{40}\textrm{Ca} are A. Isomers B. Isotopes C. Isobars D. Isotones Answer with only A, B, C, or D."
benqa_ext_12th-Physics-II_0291,D,Physics-II,physics-ii,0,0,1,C,B,D,"নিচের কোনটির রোধের উষ্ণতা গুণাংক ঋণাত্মক? A. তামা B. পিতল C. অ্যালুমিনিয়াম D. জার্মেনিয়াম Answer with only A, B, C, or D.","nicher konotir rodher ushnota gunangk rinatmok? A. tama B. pitol C. aluminiyam D. jarmeniyam Answer with only A, B, C, or D.","Which of the following has negative thermal co-efficient of resistance? A. Copper B. Brass C. Aluminium D. Germanium Answer with only A, B, C, or D."
benqa_ext_12th-Physics-II_0309,B,Physics-II,physics-ii,1,0,1,B,D,B,"তড়িৎ চৌম্বকীয় তরঙ্গের বেগ c = \frac{1}{\mu_{0} \varepsilon_{0}} প্রতিপাদিত হয়েছে যে তত্ত্ব হতে তার প্রবক্তা হলেন- A. ম্যাক্স প্ল্যাঙ্ক B. ম্যাক্স ওয়েল C. আইনস্টাইন D. নিউটন Answer with only A, B, C, or D.","torit choumbokiy torongger beg c = \frac{1}{\mu_{0} \varepsilon_{0}} protipadit hoyechhe je totto hote tar probokta holen- A. myaks plyangk B. myaks oyel C. ainostain D. niuton Answer with only A, B, C, or D.","The proponent of the electromagnetic wave velocity, c = \frac{1}{\mu_{0} \varepsilon_{0}} is- A. Max Plank B. Max Well C. Einstein D. Newton Answer with only A, B, C, or D."
benqa_ext_12th-Physics-II_0331,A,Physics-II,physics-ii,1,0,1,A,B,A,"কোনটি সর্বাপেক্ষা দুর্বল বল? A. মহাকর্ষ B. নিউক্লিয় দুর্বল বল C. তাড়িত চৌম্বকীয় বল D. নিউক্লিয় সবল বল Answer with only A, B, C, or D.","konoti sorbapeksha durbol bol? A. mohakorsh B. niukliy durbol bol C. tarit choumbokiy bol D. niukliy sobol bol Answer with only A, B, C, or D.","Which one is weakest force? A. Grativational force B. weak nuclear force C. Electromotive force D. Strong nuclear force Answer with only A, B, C, or D."
benqa_ext_12th-Physics-I_0014,A,Physics-I,physics-i,0,0,1,D,B,A,"বিকৃতি বনাম পীড়ন লেখচিত্রের ঢাল কী নির্দেশ করে? A. স্থিতিস্থাপক গুণাঙ্ক B. পয়সনের অনুপাত C. মোট কৃতকাজ D. একক আয়তনে বিভবশক্তি Answer with only A, B, C, or D.","bikriti bonam piron lekhochitrer dhal ki nirdesh kore? A. sthitisthapok gunangk B. poyosoner onupat C. mot kritokaj D. ekok ayotone bibhoboshokti Answer with only A, B, C, or D.","What indicates the slope of the strain vs stress graph? A. Modulus of elasticity B. Poisson's ratio C. Toral work done D. Potential energy per unit volume Answer with only A, B, C, or D."
benqa_ext_12th-Physics-I_0037,A,Physics-I,physics-i,0,0,1,D,C,A,"একজন লোক 40 kg ভরের একটি বোঝা মাথায় নিয়ে 2 মিনিট দাঁড়িয়ে থাকলে তার কাজের পরিমাণ কত? A. 0 J B. 80 J C. 392 J D. 4800 J Answer with only A, B, C, or D.","ekojon lok 40 kg bhorer ekoti bojha mathay niye 2 minit danriye thakole tar kajer poriman kot? A. 0 J B. 80 J C. 392 J D. 4800 J Answer with only A, B, C, or D.","If a man stands with a load of 40 kg. what is the amount of work he does in 2 minutes? A. 0J B. 80J C. 392J D. 4800J Answer with only A, B, C, or D."
benqa_ext_12th-Physics-I_0069,A,Physics-I,physics-i,0,0,1,D,B,A,"PV' রাশিটি গ্যাসের ক্ষেত্রে নির্দেশ করে- A. শক্তি B. ক্ষমতা C. ভরবেগ D. জড়তা Answer with only A, B, C, or D.","PV' rashiti gyaser kshetre nirdesh kore- A. shokti B. kshomota C. bhorobeg D. jorota Answer with only A, B, C, or D.","For gas, what is indicated by the quantity PV' - A. energy B. power C. momentum D. inertia Answer with only A, B, C, or D."
benqa_ext_12th-Physics-I_0103,B,Physics-I,physics-i,1,0,0,B,D,D,"কোনটি স্কেলার রাশি? A. গ্রাডিয়েন্ট B. ভাইভারজেন্স C. কার্ল D. সরণ Answer with only A, B, C, or D.","konoti skelar rashi? A. gradiyent B. bhaibharojens C. karl D. soron Answer with only A, B, C, or D.","Which one is scalar quantity? A. Gradient B. Divergence C. Curl D. Displacement Answer with only A, B, C, or D."
benqa_ext_8th-Math_0014,D,Math,math,0,0,1,A,B,D,"ঘুড়ির চার কোণের সমষ্টি কত? A. 180\degree B. 270\degree C. 300\degree D. 360\degree Answer with only A, B, C, or D.","ghurir char koner somoshti kot? A. 180\degree B. 270\degree C. 300\degree D. 360\degree Answer with only A, B, C, or D.","What is sum of four angles of a kite? A. 180\degree B. 270\degree C. 300\degree D. 360\degree Answer with only A, B, C, or D."
benqa_ext_8th-Math_0018,B,Math,math,1,0,0,B,C,A,"“6 - 10” শ্রেণির শ্রেণিব্যাপ্তি কত? A. 4 B. 5 C. 6 D. 10 Answer with only A, B, C, or D.","“6 - 10” shrenir shrenibyapti kot? A. 4 B. 5 C. 6 D. 10 Answer with only A, B, C, or D.","What is the class interval of the class ' 6 - 10'? A. 4 B. 5 C. 6 D. 10 Answer with only A, B, C, or D."
benqa_ext_8th-Science_0021,C,Science,science,1,0,0,C,A,D,"প্রাণিজগতের বৃহত্তপর্ব কোনটি? A. পরিফেরা B. মলাস্কা C. অর্থ্রোপোডা D. কর্ডাটা Answer with only A, B, C, or D.","pranijogoter brihottoporb konoti? A. porifera B. molaska C. orthropoda D. kordata Answer with only A, B, C, or D.","Which is the largest phylum is animal kingdom? A. Porifera B. Mollusca C. Arthropoda D. Chordata Answer with only A, B, C, or D."
benqa_ext_8th-Science_0124,D,Science,science,1,0,1,D,A,D,"বাস্তুতন্ত্রের জৈব উপাদান কোনটি? A. মাটি B. পানি C. বায়ু D. মৃত জীব Answer with only A, B, C, or D.","bastutontrer joib upadan konoti? A. mati B. pani C. bayu D. mrit jib Answer with only A, B, C, or D.","What is the organic element of ecosystem? A. soil B. water C. wind D. dead orgnism Answer with only A, B, C, or D."
benqa_ext_8th-Science_0156,D,Science,science,0,0,1,B,B,D,"নিচের কোনটিতে মিয়োসিস কোষ বিভাজন ঘটে? A. ভ্রুণ মুকুল B. মূলের অগ্রভাগ C. মুকুল D. পরাগধানী Answer with only A, B, C, or D.","nicher konotite miyosis kosh bibhajon ghote? A. bhrun mukul B. muler ogrobhag C. mukul D. poragodhani Answer with only A, B, C, or D.","Which of the following occurs meisosis cell division? A. Ffloral axis B. Apex of root C. Buds D. stamen Answer with only A, B, C, or D."
