path,category,bytes,sha256
results/analysis/claude_sonnet_4_6_benqa_human_gold_974_imported.jsonl,analysis_table,1607024,196ce61b3d5e70d977c6e49e3a4e135787da93c8d1c4f09a25bed1b16c61bc58
results/analysis/claude_sonnet_4_6_benqa_human_gold_974_item_matrix.csv,analysis_table,46795,ca7e093193ad939538ee070cf085b5fd1385091b6eadbcdc5a8c50ec3f354985
results/analysis/claude_sonnet_4_6_benqa_human_gold_974_summary.csv,analysis_table,534,e12c52a02d0a10fd4d2e34de0f25c85e3249de4d61d9e2760eff8a4762b8494c
results/analysis/claude_sonnet_4_6_smoke10_v5_gemini_comparison.csv,analysis_table,1047,3afa8055dfc62523bf59eddf2bed3cb934ef7482c8052f558d44e2bf1bdf5720
results/analysis/claude_sonnet_4_6_smoke10_v5_imported.jsonl,analysis_table,17504,1342656b254d8667dd0c9536aa7f49c8074e6b694ffb2ba1748503a7ee28f98a
results/analysis/claude_sonnet_4_6_smoke10_v5_items.csv,analysis_table,10971,256df90519368de4145b4d6904eb58bec0ea24491c25706903de8790f1b3dc6b
results/analysis/claude_sonnet_4_6_smoke10_v5_paired_gaps.csv,analysis_table,1205,6dd00b29c7e2ce098ef62cc5b4397d459c6867b41f1d27521cc5837a26d32ed1
results/analysis/claude_sonnet_4_6_smoke10_v5_recoverability_items.csv,analysis_table,300,7be85e3965714f6e277cedc5e9d7aa1a8b46ae328e836e870391f7f994de729a
results/analysis/claude_sonnet_4_6_smoke10_v5_summary.csv,analysis_table,880,ceaf4befe1eceba1608af498dd09791457c3e5965427eb24b64464d5cbcac2a6
results/analysis/claude_sonnet_4_6_smoke3_v5_gemini_comparison.csv,analysis_table,1006,d4fa5f3bf521d3583136c85e091cad11c62b0326ff118784165e28e90e3baffc
results/analysis/claude_sonnet_4_6_smoke3_v5_imported.jsonl,analysis_table,1427,72a09346e318a0d5d99c6af770f62969f3e0f2c9b3544009045012a43cc06911
results/analysis/claude_sonnet_4_6_smoke3_v5_items.csv,analysis_table,1139,88e29e288cd6e853de6f98ee1e901dcaee65655b5ec2cec7bf637d5fa3a33080
results/analysis/claude_sonnet_4_6_smoke3_v5_paired_gaps.csv,analysis_table,1173,91e6cb59f83055c4ce4e96bcdc9972466a5b9a8a01492ecb2d3a354c58858873
results/analysis/claude_sonnet_4_6_smoke3_v5_recoverability_items.csv,analysis_table,2,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6
results/analysis/claude_sonnet_4_6_smoke3_v5_summary.csv,analysis_table,615,18d90db2c3d936e4575099b7703a44a4b013c255ac169c43fd4182601bbece16
results/analysis/claude_sonnet_4_6_validation200_v5_cap1024_gemini_comparison.csv,analysis_table,1114,03bb1a9859fe63de037f424a5ad4aebb31f109938e89e2fd158fc523ed7207c0
results/analysis/claude_sonnet_4_6_validation200_v5_cap1024_imported.jsonl,analysis_table,427046,cd341ce2e8f1f03e446296d70857babed8c173114c0dcbc6415b0c740cb7130b
results/analysis/claude_sonnet_4_6_validation200_v5_cap1024_items.csv,analysis_table,230181,7ab83f51e5a7c45c3f8d3549f5d8ae2b8b193adf3588de81f1d93166913f5ae5
results/analysis/claude_sonnet_4_6_validation200_v5_cap1024_paired_gaps.csv,analysis_table,1323,a23c867dac14d5129b55412ed7dcb37717e06206600534dbaff18b4be3831dab
results/analysis/claude_sonnet_4_6_validation200_v5_cap1024_recoverability_items.csv,analysis_table,6021,6cb884d0e0ad217d260bb2f56fdc070ac4769bd502a30ee09066e53176ab1ae4
results/analysis/claude_sonnet_4_6_validation200_v5_cap1024_summary.csv,analysis_table,1006,9325092fe8f85f4379bd2257ca1e4cf0fab8573bc556a0446e301bc4befed26e
results/analysis/current_research_status_dashboard.csv,analysis_table,7823,27d9470c0a0e9f078242d38e51163571c874801d369e9ed20c6bd1a6d7f065f0
results/analysis/deepseek_v4_flash_benqa_ext_full851_imported.jsonl,analysis_table,1274592,826a9abc7711805ce8686bba245945a961f72621ddc5df833d07566d42fefd3c
results/analysis/deepseek_v4_flash_benqa_ext_full851_item_matrix.csv,analysis_table,41197,839f73fdd86af8831d217338d95d630db4d9c6efb46975fb0a7305dfb4503e01
results/analysis/deepseek_v4_flash_benqa_ext_full851_paired_gaps.csv,analysis_table,528,9bf2150783016b26659d441902fdad621d8c974575343ebcb965bd2e931f5834
results/analysis/deepseek_v4_flash_benqa_ext_full851_recoverable_banglish_misses.csv,analysis_table,248763,894966bbd7ad57c68fecb1bbc29083941f5f71d6b79bcddb83718e3b5ec5b535
results/analysis/deepseek_v4_flash_benqa_ext_full851_summary.csv,analysis_table,361,ab8cd964c48e70d8ddb5c6d2e8f521d73f18631bbea9e9863351c34f53651e10
results/analysis/deepseek_v4_flash_benqa_human_gold_974_imported.jsonl,analysis_table,1458708,8b7326ee310d0ffb85aaa6d08811c0218057d54df8a65b2e94a6f01eac632e33
results/analysis/deepseek_v4_flash_benqa_human_gold_974_item_matrix.csv,analysis_table,47095,ddde543c94f758b9258ae5f56f6d08f721492aa8c90ec45d32101fe1259bd6e7
results/analysis/deepseek_v4_flash_benqa_human_gold_974_summary.csv,analysis_table,528,a6ae369af553a744451b38713509fc3bff0f9f384c46a75abb90571d09db3dd6
results/analysis/deepseek_v4_flash_smoke10_v5_gemini_comparison.csv,analysis_table,1026,abb53539220e609b9aaa2b2a9d58733353dd24b10c926c293e4b3362f808e0a3
results/analysis/deepseek_v4_flash_smoke10_v5_imported.jsonl,analysis_table,15265,b27bea40bc8ca00a36024932289c89f495f5c19eadd13afe6b490c974ed2f4b6
results/analysis/deepseek_v4_flash_smoke10_v5_items.csv,analysis_table,8447,7203690a9bc72f35b5f09bd85c13bcf28ca50247ef901c4f6dddbd426fdbbb4f
results/analysis/deepseek_v4_flash_smoke10_v5_paired_gaps.csv,analysis_table,1195,f626aa9e6af2ce90f8ae05f42ce5fb43f6dae900be61dd5f1bb07ee57cce55ec
results/analysis/deepseek_v4_flash_smoke10_v5_recoverability_items.csv,analysis_table,437,bbbeb0642cc6ff4eff9f146f5bc3838e4881da4748bea09d6a33ddd1eb46665c
results/analysis/deepseek_v4_flash_smoke10_v5_summary.csv,analysis_table,863,826aca7b593a33dbd6be62fbec4ebfb3c56079b9390886cf79fe3ae9c5f2022d
results/analysis/deepseek_v4_flash_smoke3_v5_gemini_comparison.csv,analysis_table,982,f4267d28efb71e3fa7347eb88d752edd1a241f23b25bae436dddce80e92f880b
results/analysis/deepseek_v4_flash_smoke3_v5_imported.jsonl,analysis_table,1446,42e6fe2b58634d80b7d0656a5e219b2123eda2dd111f14dfe1fe402a30fc1b0e
results/analysis/deepseek_v4_flash_smoke3_v5_items.csv,analysis_table,1139,9d0898c91b3a50bbf41c042b5d7cc913d7c7dc372b8002be11e79162d9494383
results/analysis/deepseek_v4_flash_smoke3_v5_paired_gaps.csv,analysis_table,1125,f165c405d0fd8438961f2d48b35a7bd9e60009b62011ad7236ff01bc8d32795a
results/analysis/deepseek_v4_flash_smoke3_v5_recoverability_items.csv,analysis_table,2,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6
results/analysis/deepseek_v4_flash_smoke3_v5_summary.csv,analysis_table,615,e8029a97e6305c3f32c7f34fef52e619d8e18509c54557fc2593b235a8a02304
results/analysis/deepseek_v4_flash_validation200_v5_gemini_comparison.csv,analysis_table,1123,acd973012001838bb1be7efe16243785673eed4418a257b98e55f7394bcf6177
results/analysis/deepseek_v4_flash_validation200_v5_imported.jsonl,analysis_table,319920,5e569e7ea6186c930a01c7f49f714e788ac3c9d2172726156feef5635e472068
results/analysis/deepseek_v4_flash_validation200_v5_items.csv,analysis_table,175242,fb640ea6fb194874284d23f994021cdae101c980b121649e8b6e19c4e9cc3622
results/analysis/deepseek_v4_flash_validation200_v5_paired_gaps.csv,analysis_table,1340,afa3b22d09539e6f718c599178640e215375fe7d51e117895daf1e912e53bdab
results/analysis/deepseek_v4_flash_validation200_v5_recoverability_items.csv,analysis_table,6043,319c8b4f31e963cadeab2121a6e378571086147499e9fcee6eba18c4462993c2
results/analysis/deepseek_v4_flash_validation200_v5_summary.csv,analysis_table,957,d9cccd2b3e863eddb154be46d7b3b876414503b922cb696753c6f7a61168cab1
results/analysis/fms_byte_protected_dev50_benqa_mcq_generated_bn_audit_items.csv,analysis_table,18692,9106960ac351638b338d67fd6c358049508e7931fa9e45b5721ee726c578b27d
results/analysis/fms_byte_protected_dev50_benqa_mcq_generated_bn_audit_summary.csv,analysis_table,283,a46099e84050f00e9093fc2d0c62ccf33378ed806a4ff4f5faa26983cab734f3
results/analysis/frontier_api_panel_validation200_v5.csv,analysis_table,2521,4671aeeda76de0b9355273921bd09f35098fd1ff12d51277c714d87a65fea53f
results/analysis/gemini_3_5_flash_benqa_human_gold_974_imported.jsonl,analysis_table,1667548,9a5b931b582b20b1e6f3c5a7f81cfe3d08b0c28475fcec3563e068c4dbd4f34b
results/analysis/gemini_3_5_flash_benqa_human_gold_974_item_matrix.csv,analysis_table,46445,673f6bc9b445182bdccc0a7310b676d20fe2b0bd67e6a267375369699806cf53
results/analysis/gemini_3_5_flash_benqa_human_gold_974_summary.csv,analysis_table,538,8c14d081a06ba024d7d19c44364c9ca074c6bc9e2f1aecb457b5ff781c0bd401
results/analysis/gemini_3_5_flash_chem_banglish_512_v5_imported.jsonl,analysis_table,1517,fcc0e16f6d547487364038336751ec20d1d8fea509f6b4b124ed9f9ee91727fb
results/analysis/gemini_3_5_flash_first_item_v5_imported.jsonl,analysis_table,1398,ba912739330c1f043cc05482ddc0abed7666b1d628eb1a248e557d36581b3168
results/analysis/gemini_3_5_flash_smoke10_v5_imported.jsonl,analysis_table,15171,31ac842097a3f2e0964354ef9bfb1a6b61528fcd1eb51ebb93eb75b57820eb40
results/analysis/gemini_3_5_flash_validation200_v5_imported.jsonl,analysis_table,414647,11e3b8a7f86dabcdb387a37eecfa6b341a47fc11d2f826f56564887c63188ff7
results/analysis/gemini_3_5_flash_validation200_v5_items.csv,analysis_table,190561,943fd7dd8d89e0458ff0b7029d3f41d507104c3c6b448bc3b32b79a93b1128f8
results/analysis/gemini_3_5_flash_validation200_v5_paired_gaps.csv,analysis_table,1327,1bcb07553ba3ab7a7ddd15c58b86b083a4dd4b186a61679321d401271894266f
results/analysis/gemini_3_5_flash_validation200_v5_prompt_budget_summary.csv,analysis_table,828,e5e9bfb609df21ba796be436af77ea3fcb7a2a60543ac6fa986973798955ac17
results/analysis/gemini_3_5_flash_validation200_v5_qwen_comparison.csv,analysis_table,349,d5e023a670f1fbc03d4ce9749c083ded4be0cc1869e026ca2b19bc02aef87d59
results/analysis/gemini_3_5_flash_validation200_v5_recoverability_items.csv,analysis_table,9524,d836872852479838e62b5aba065ee223c16bdf0e63fa5dd62887b64ef7d9fda0
results/analysis/gemini_3_5_flash_validation200_v5_summary.csv,analysis_table,997,344b21fa391b0b01a93b3da8c3022a0f4a958ee068ae957a280dc77bb7c36772
results/analysis/generated_bn_reference_similarity_items.csv,analysis_table,39121,7c733f3aa1f55c01f16e906f6e3e464b54583ee51609c7f51e090971dbf40861
results/analysis/generated_bn_reference_similarity_summary.csv,analysis_table,270,f087ef2929255bc2b2be13d6a41aef579f97312b7e280d938a353c958f3b12e4
results/analysis/generated_view_route_bottleneck_items.csv,analysis_table,22078,194c7905fb18b3330f3af741d31148ba5f113c8446c0ff931cbf856da1b1574f
results/analysis/generated_view_route_bottleneck_summary.csv,analysis_table,1174,d855db12220421ab7200cda2ce6528e04e79044c8175cd9ae4f4273bd52a15f2
results/analysis/generated_view_routing_candidate_items.csv,analysis_table,202822,571701ee164e1ed280cf43223339dc2ef9c1f1d5e2b06c4cb220a167ffc64e97
results/analysis/generated_view_routing_candidate_summary.csv,analysis_table,6079,3fb089c697999b4e7d5a67a368c7cf298a242944765a46ceed4603407ea0adc1
results/analysis/groq_llama33_70b_benqa_human_gold_974_imported.jsonl,analysis_table,1494185,dfb92b3434d90912bda56ee134813454794a7324e334040615a716b36ccb959c
results/analysis/groq_llama33_70b_benqa_human_gold_974_item_matrix.csv,analysis_table,47086,432868fff07cb3520cacd5bc898ac87fdf7e88a657eeae0265cd4026622c05c7
results/analysis/groq_llama33_70b_benqa_human_gold_974_summary.csv,analysis_table,529,6c467a8eeed4697f1924755b7e351ed3429e39b935b7a2331ee01cd6ceccc9a1
results/analysis/groq_llama33_70b_smoke10_v5_gemini_comparison.csv,analysis_table,1141,89d43cd5421d7854b1f2f62a842f2717775514cfac0a3d2efa651134ef0fdab0
results/analysis/groq_llama33_70b_smoke10_v5_imported.jsonl,analysis_table,15447,cbb54a300b48fbbe505ad21bd21dcf44a7468811abe3694f52ee3b20fb0a4110
results/analysis/groq_llama33_70b_smoke10_v5_items.csv,analysis_table,8123,a86a5234eca4544dd2673a2150dcb0296e92f9322bf2fab7f669464dcd0ee115
results/analysis/groq_llama33_70b_smoke10_v5_paired_gaps.csv,analysis_table,1216,7520e315ea31d80a4cb8b19d322157c268feb270616ad0e4c7695952b8a26f81
results/analysis/groq_llama33_70b_smoke10_v5_recoverability_items.csv,analysis_table,587,0096c5215c151eb50b904b72f977cfbb8bac2ade71d7ef80a705417b3d4cd16a
results/analysis/groq_llama33_70b_smoke10_v5_summary.csv,analysis_table,870,807dd431a10cdf96b5781e707b3978c9024dbe44f767d318035d48467357d57f
results/analysis/groq_llama33_70b_smoke3_v5_gemini_comparison.csv,analysis_table,1094,448476442ba907a42fb32ce70eedf6a4a7871cb0296426f85ca4ebf8b85923de
results/analysis/groq_llama33_70b_smoke3_v5_imported.jsonl,analysis_table,1484,d97d6f242b0f81dea63ef24bb313227af6dcd8ee37e08f6400da2a783dcb52d6
results/analysis/groq_llama33_70b_smoke3_v5_items.csv,analysis_table,1136,9a0211bd088ef7d74cb8c50242454941db34f153611cdc3ad0d46ab3a29fbd42
results/analysis/groq_llama33_70b_smoke3_v5_paired_gaps.csv,analysis_table,1173,91e6cb59f83055c4ce4e96bcdc9972466a5b9a8a01492ecb2d3a354c58858873
results/analysis/groq_llama33_70b_smoke3_v5_recoverability_items.csv,analysis_table,2,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6
results/analysis/groq_llama33_70b_smoke3_v5_summary.csv,analysis_table,615,aa81e4d259fcdaf59e5d322cb9e98bf2f415d8ec2adabf40405bc3ce2a42aec8
results/analysis/groq_llama33_70b_validation200_v5_gemini_comparison.csv,analysis_table,1210,b894743e412c93e744adb50eed464d28e34a859f8c5060c4850e4662a5b9cff4
results/analysis/groq_llama33_70b_validation200_v5_imported.jsonl,analysis_table,334635,0f6ed69aa4df1740e46260a1fac44e35dd133d717905ca126187a65252f76555
results/analysis/groq_llama33_70b_validation200_v5_items.csv,analysis_table,181604,b068c9ee4821544b0f411c5594f04167a76f105786265554c9493131ea8c71c4
results/analysis/groq_llama33_70b_validation200_v5_paired_gaps.csv,analysis_table,1327,6329dba6f2dbc5748ad6a103a70d26164861547427a9b494568039866e74db3f
results/analysis/groq_llama33_70b_validation200_v5_recoverability_items.csv,analysis_table,3286,8d7b2d4a1c9818532613f77c7c331794960125493aad3839804d1cf6f39e5d96
results/analysis/groq_llama33_70b_validation200_v5_summary.csv,analysis_table,949,d992cc8434a070b12543826ed4c0309cf5a8a34532640dd5154500db7c77a469
results/analysis/guarded_generated_en_repair_provenance_items.csv,analysis_table,7299,2a266e50f547c669526fb95858c645645097b63303f2c19cb8b347d91fc82614
results/analysis/guarded_generated_en_repair_provenance_summary.csv,analysis_table,665,c9869b087b5ecb0edd577f27dee90cdc0eb4a100f5260c3548985db2f3d82bd3
results/analysis/literature_corpus_check.csv,analysis_table,5862,caacf6e71c7b6ff9c5df14c65c8fd996d3cbe80f3801b6a0d5aa20cbb814526c
results/analysis/lora_mitigation_deltas.csv,analysis_table,255,c582959508f52246f385db9f109a79afd7b43fa686024182f9eef308c6fc9797
results/analysis/mcnemar_script_gaps.csv,analysis_table,4834,30e97ac41f0666096f06ea7328b3d5aafc8c0abc50167f07b47c4b688ccd6b0c
results/analysis/mgsm_bn50_v1_banglish_artifact_examples.csv,analysis_table,4838,41c3b0089a0b1d5bcbfa1a7e7662ab0b141b7e45593cafe3de97085da5ee00a0
results/analysis/mgsm_bn50_v1_banglish_artifact_summary.csv,analysis_table,571,6a2805eda0b2d21ce2da49e7d2bf5a2fcf2dec86354cef7bc1e6e51e3978f2d4
results/analysis/mgsm_bn50_v2_banglish_artifact_examples.csv,analysis_table,1372,8f4f75648866c411c2805532a0071ef249b5daa79a803656cb0cf0423773748a
results/analysis/mgsm_bn50_v2_banglish_artifact_summary.csv,analysis_table,569,a66d03e76b2897906b49638e4322caead094810fe4b5dbe2b4ddb3cd847fe16d
results/analysis/model_family_scaling_synthesis_validation200.csv,analysis_table,1629,485b3b8458fdffdf953b5c04643fd47f2a0e77c626f43b252a4e9774564881ea
results/analysis/openai_gpt55_diagnostic_60_v5_cap1024_manifest_check.csv,analysis_table,1035,69044f0a0c9e4c2a72856e6405856bd612c3b050aacb5b1b821f3c0ce94fd4c6
results/analysis/openai_gpt55_diagnostic_60_v5_cap1024_prompt_budget_summary.csv,analysis_table,797,58cf4f5140e7e383ac0f2153dcfe9be2c6f1e46ee83be6bac2c556d30bd92d9a
results/analysis/openai_gpt55_diagnostic_60_v5_manifest_check.csv,analysis_table,1018,d1c15a72355e9c19b02cc4ea6c12260559b4570ea19a7e8047017b5e2114f7ac
results/analysis/openai_gpt55_diagnostic_60_v5_prompt_budget_summary.csv,analysis_table,797,58cf4f5140e7e383ac0f2153dcfe9be2c6f1e46ee83be6bac2c556d30bd92d9a
results/analysis/openai_gpt55_low_diagnostic_60_v5_cap1024_gemini_comparison.csv,analysis_table,1091,a3810e801791a6b06feab4b2aaa47135555fc2f53b00c306224d63846100e090
results/analysis/openai_gpt55_low_diagnostic_60_v5_cap1024_imported.jsonl,analysis_table,99718,00e43395f8cd88df6121767b493d8bba78a45a79e055e146261f1967f8e38be8
results/analysis/openai_gpt55_low_diagnostic_60_v5_cap1024_items.csv,analysis_table,54576,06557f5b603be20b741d575ec0dc1ada257c45059db1bc3057bcdba854e9fd6e
results/analysis/openai_gpt55_low_diagnostic_60_v5_cap1024_paired_gaps.csv,analysis_table,1250,54fcbaa70146989f5c0ee7e04c5fa22e12aafd2e3e3cf20dd44bf3006ffe59ba
results/analysis/openai_gpt55_low_diagnostic_60_v5_cap1024_recoverability_items.csv,analysis_table,3301,067b8fb53940c96eed349f4b2ac4b49305d81a6c1237c591abdbefa07aa575e8
results/analysis/openai_gpt55_low_diagnostic_60_v5_cap1024_summary.csv,analysis_table,928,036ac63cbb206f4a4421c75d2d2cb36189918d14357755d186f75de82bc1b842
results/analysis/openai_gpt55_low_diagnostic_smoke3_v5_imported.jsonl,analysis_table,1673,72676aae81e5edc1ebfffbe8015a8d40e61b4f36cbcd0e86982de6b7067854ce
results/analysis/openai_gpt55_low_validation200_v5_cap1024_gemini_comparison.csv,analysis_table,1125,1563ea451f25466b92b3bd815e6fd4f855f219738c99bda589c6e60ff56ed148
results/analysis/openai_gpt55_low_validation200_v5_cap1024_imported.jsonl,analysis_table,329651,099e5239531ff103ffbc59f9fed08589e8575d11ed9d541e5f34390c93f8ae3f
results/analysis/openai_gpt55_low_validation200_v5_cap1024_items.csv,analysis_table,176832,e474cd5af1da5ccbad72f15d4ff6f6ec3bbc78a6130b4072f5fa3cf3489f008b
results/analysis/openai_gpt55_low_validation200_v5_cap1024_paired_gaps.csv,analysis_table,1293,68c471c3f609e5ef67d990c0b1252773c299beef643fe8e909dd9fdea32f433e
results/analysis/openai_gpt55_low_validation200_v5_cap1024_recoverability_items.csv,analysis_table,3291,3a029a975dadbdb0f88ef0033276508125cdad62871edc668cdcb7e3a6a60b0c
results/analysis/openai_gpt55_low_validation200_v5_cap1024_summary.csv,analysis_table,970,3c88c598bd6ac3985bf8aabfee5357d325541d6b4bb5173ab2f9ca976312c020
results/analysis/openai_gpt55_none_benqa_human_gold_974_imported.jsonl,analysis_table,1493521,106b4f9416e1584145bff63eaf2db4f4a34fb92ea46ae4db6b0468565ed9e6ba
results/analysis/openai_gpt55_none_benqa_human_gold_974_item_matrix.csv,analysis_table,47095,c8d2a2b9a7c0666f4ddb1b3d6ae156c5a67dad3a9a29bdb9f07533a8ff565f20
results/analysis/openai_gpt55_none_benqa_human_gold_974_summary.csv,analysis_table,527,ef91da59a1f0699b61f978baf43630b102772eabfc782f6b3ebfeabb49f373e2
results/analysis/openai_gpt55_validation200_v5_cap1024_manifest_check.csv,analysis_table,1032,20429093228ccedb64b84d9793d0afdd3ffcfe00c34d66c87bfd714adb2bc118
results/analysis/openai_gpt55_validation200_v5_cap1024_prompt_budget_summary.csv,analysis_table,828,e5e9bfb609df21ba796be436af77ea3fcb7a2a60543ac6fa986973798955ac17
results/analysis/phi35_validation200_v4_banglish_minus_bangla_bootstrap.csv,analysis_table,444,c46b696cae0c46f5eac74d0fdc4fd36719041e9d8c5d53c4df70fe10db2fec3f
results/analysis/phi35_validation200_v4_banglish_minus_english_bootstrap.csv,analysis_table,444,53cb8e71ce7c30c9c179d80bf6f79332abc81f8ae4bbdb8c66e68e797029b125
results/analysis/phi35_validation200_v4_devtest_by_split_dataset_variant_reparsed_rescored.csv,analysis_table,1281,08812e1b94182ff4ceee5794ac4780cee6d0580b252e70ea902125d860acb343
