request_id,provider,model,id,dataset,task_type,answer_type,variant,variant_label,prompt_mode,gold,parsed,strict_correct,secondary_correct,secondary_reason,secondary_parsed,parsed_empty,choice_invalid,raw_chars,raw_line_count,raw_multiline,long_response_gt120,finish_reason,requested_max_output_tokens,requested_thinking_budget,usage_input_tokens,usage_output_tokens,usage_thoughts_tokens,usage_total_tokens,seconds,key_name,raw_excerpt
banglamath_0552::banglish_clean::baseline,deepseek,deepseek-v4-flash,banglamath_0552,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,৪৫০০ বর্গগজ,৪৫০০ বর্গগজ,True,True,strict,৪৫০০ বর্গগজ,False,False,11,1,False,False,STOP,128,,64,8,0,72,1.397,DEEPSEEK_API_KEY,৪৫০০ বর্গগজ
banglamath_0552::english::baseline,deepseek,deepseek-v4-flash,banglamath_0552,banglamath,short_answer,short_answer,english,English,baseline,৪৫০০ বর্গগজ,4500 square yards,False,True,short_extended_unit,4500 square yards,False,False,17,1,False,False,STOP,128,,58,4,0,62,1.181,DEEPSEEK_API_KEY,4500 square yards
benqa_10th-Math_0044::bangla::baseline,deepseek,deepseek-v4-flash,benqa_10th-Math_0044,benqa,mcq,choice,bangla,Bangla,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,84,1,0,85,2.103,DEEPSEEK_API_KEY,C
benqa_10th-Math_0044::banglish_clean::baseline,deepseek,deepseek-v4-flash,benqa_10th-Math_0044,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,79,1,0,80,1.255,DEEPSEEK_API_KEY,C
benqa_10th-Math_0044::english::baseline,deepseek,deepseek-v4-flash,benqa_10th-Math_0044,benqa,mcq,choice,english,English,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,72,1,0,73,1.663,DEEPSEEK_API_KEY,C
benqa_10th-Physics_0021::bangla::baseline,deepseek,deepseek-v4-flash,benqa_10th-Physics_0021,benqa,mcq,choice,bangla,Bangla,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,77,1,0,78,1.034,DEEPSEEK_API_KEY,C
benqa_10th-Physics_0021::banglish_clean::baseline,deepseek,deepseek-v4-flash,benqa_10th-Physics_0021,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,73,1,0,74,1.083,DEEPSEEK_API_KEY,C
benqa_10th-Physics_0021::english::baseline,deepseek,deepseek-v4-flash,benqa_10th-Physics_0021,benqa,mcq,choice,english,English,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,65,1,0,66,0.946,DEEPSEEK_API_KEY,C
benqa_12th-Chemistry-II_0228::bangla::baseline,deepseek,deepseek-v4-flash,benqa_12th-Chemistry-II_0228,benqa,mcq,choice,bangla,Bangla,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,144,1,0,145,1.175,DEEPSEEK_API_KEY,C
benqa_12th-Chemistry-II_0228::banglish_clean::baseline,deepseek,deepseek-v4-flash,benqa_12th-Chemistry-II_0228,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,138,1,0,139,1.130,DEEPSEEK_API_KEY,C
benqa_12th-Chemistry-II_0228::english::baseline,deepseek,deepseek-v4-flash,benqa_12th-Chemistry-II_0228,benqa,mcq,choice,english,English,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,127,1,0,128,1.087,DEEPSEEK_API_KEY,C
benqa_12th-Physics-II_0046::bangla::baseline,deepseek,deepseek-v4-flash,benqa_12th-Physics-II_0046,benqa,mcq,choice,bangla,Bangla,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,122,1,0,123,1.034,DEEPSEEK_API_KEY,C
benqa_12th-Physics-II_0046::banglish_clean::baseline,deepseek,deepseek-v4-flash,benqa_12th-Physics-II_0046,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,117,1,0,118,1.052,DEEPSEEK_API_KEY,C
benqa_12th-Physics-II_0046::english::baseline,deepseek,deepseek-v4-flash,benqa_12th-Physics-II_0046,benqa,mcq,choice,english,English,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,94,1,0,95,1.163,DEEPSEEK_API_KEY,C
benqa_8th-Math_0167::bangla::baseline,deepseek,deepseek-v4-flash,benqa_8th-Math_0167,benqa,mcq,choice,bangla,Bangla,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,114,1,0,115,1.193,DEEPSEEK_API_KEY,C
benqa_8th-Math_0167::banglish_clean::baseline,deepseek,deepseek-v4-flash,benqa_8th-Math_0167,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,107,1,0,108,1.150,DEEPSEEK_API_KEY,C
benqa_8th-Math_0167::english::baseline,deepseek,deepseek-v4-flash,benqa_8th-Math_0167,benqa,mcq,choice,english,English,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,94,1,0,95,1.081,DEEPSEEK_API_KEY,C
benqa_8th-Science_0202::bangla::baseline,deepseek,deepseek-v4-flash,benqa_8th-Science_0202,benqa,mcq,choice,bangla,Bangla,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,153,1,0,154,0.840,DEEPSEEK_API_KEY,C
benqa_8th-Science_0202::banglish_clean::baseline,deepseek,deepseek-v4-flash,benqa_8th-Science_0202,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,D,False,False,,D,False,False,1,1,False,False,STOP,128,,121,1,0,122,1.076,DEEPSEEK_API_KEY,D
benqa_8th-Science_0202::english::baseline,deepseek,deepseek-v4-flash,benqa_8th-Science_0202,benqa,mcq,choice,english,English,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,128,,92,1,0,93,1.120,DEEPSEEK_API_KEY,C
