request_id,provider,model,id,dataset,task_type,answer_type,variant,variant_label,prompt_mode,gold,parsed,strict_correct,secondary_correct,secondary_reason,secondary_parsed,parsed_empty,choice_invalid,raw_chars,raw_line_count,raw_multiline,long_response_gt120,finish_reason,requested_max_output_tokens,requested_thinking_budget,usage_input_tokens,usage_output_tokens,usage_thoughts_tokens,usage_total_tokens,seconds,key_name,raw_excerpt
banglamath_0184::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0184,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,১২০০০ টাকা,১২০০০ টাকা,True,True,strict,১২০০০ টাকা,False,False,10,1,False,False,STOP,1024,,73,59,49,132,2.755,OPENAI_API_KEY,১২০০০ টাকা
banglamath_0184::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0184,banglamath,short_answer,short_answer,english,English,baseline,১২০০০ টাকা,12000 Taka,True,True,strict,12000 Taka,False,False,10,1,False,False,STOP,1024,,74,49,39,123,1.969,OPENAI_API_KEY,12000 Taka
banglamath_0185::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0185,banglamath,short_answer,short_answer,bangla,Bangla,baseline,২০০ কেজি,২০০ কেজি,True,True,strict,২০০ কেজি,False,False,8,1,False,False,STOP,1024,,74,64,54,138,2.642,OPENAI_API_KEY,২০০ কেজি
banglamath_0185::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0185,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,২০০ কেজি,200 keji,False,True,short_extended_unit,200 keji,False,False,8,1,False,False,STOP,1024,,73,82,73,155,2.908,OPENAI_API_KEY,200 keji
banglamath_0185::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0185,banglamath,short_answer,short_answer,english,English,baseline,২০০ কেজি,200 kg,False,True,short_extended_unit,200 kg,False,False,6,1,False,False,STOP,1024,,66,76,68,142,3.380,OPENAI_API_KEY,200 kg
banglamath_0186::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0186,banglamath,short_answer,short_answer,bangla,Bangla,baseline,২২ ১/২ দিন,২২.৫ দিন,False,False,,২২.৫ দিন,False,False,8,1,False,False,STOP,1024,,72,58,48,130,2.321,OPENAI_API_KEY,২২.৫ দিন
banglamath_0186::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0186,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,২২ ১/২ দিন,২২.৫ দিন,False,False,,২২.৫ দিন,False,False,8,1,False,False,STOP,1024,,75,71,61,146,2.802,OPENAI_API_KEY,২২.৫ দিন
banglamath_0186::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0186,banglamath,short_answer,short_answer,english,English,baseline,২২ ১/২ দিন,22.5 days,False,False,,22.5 days,False,False,9,1,False,False,STOP,1024,,67,55,45,122,3.208,OPENAI_API_KEY,22.5 days
banglamath_0187::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0187,banglamath,short_answer,short_answer,bangla,Bangla,baseline,১৪০ জন,১৪০ জন,True,True,strict,১৪০ জন,False,False,6,1,False,False,STOP,1024,,78,49,40,127,2.886,OPENAI_API_KEY,১৪০ জন
banglamath_0187::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0187,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,১৪০ জন,১৪০ জন,True,True,strict,১৪০ জন,False,False,6,1,False,False,STOP,1024,,79,56,47,135,4.370,OPENAI_API_KEY,১৪০ জন
banglamath_0187::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0187,banglamath,short_answer,short_answer,english,English,baseline,১৪০ জন,140,False,True,short_numeric_only,140,False,False,3,1,False,False,STOP,1024,,71,41,34,112,2.700,OPENAI_API_KEY,140
banglamath_0188::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0188,banglamath,short_answer,short_answer,bangla,Bangla,baseline,১৫ ঘণ্টা,১৫ ঘণ্টা,True,True,strict,১৫ ঘণ্টা,False,False,8,1,False,False,STOP,1024,,82,194,185,276,7.389,OPENAI_API_KEY,১৫ ঘণ্টা
banglamath_0188::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0188,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,১৫ ঘণ্টা,১৫ ঘণ্টা,True,True,strict,১৫ ঘণ্টা,False,False,8,1,False,False,STOP,1024,,87,156,147,243,4.615,OPENAI_API_KEY,১৫ ঘণ্টা
banglamath_0188::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0188,banglamath,short_answer,short_answer,english,English,baseline,১৫ ঘণ্টা,15 hours per day,False,True,short_numeric_only,15 hours per day,False,False,16,1,False,False,STOP,1024,,74,112,102,186,4.608,OPENAI_API_KEY,15 hours per day
banglamath_0189::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0189,banglamath,short_answer,short_answer,bangla,Bangla,baseline,৬ জন পুরুষ,৬ জন পুরুষ,True,True,strict,৬ জন পুরুষ,False,False,10,1,False,False,STOP,1024,,80,59,49,139,2.602,OPENAI_API_KEY,৬ জন পুরুষ
banglamath_0189::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0189,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,৬ জন পুরুষ,6 jon purush,False,True,short_numeric_only,6 jon purush,False,False,12,1,False,False,STOP,1024,,80,69,59,149,2.736,OPENAI_API_KEY,6 jon purush
banglamath_0189::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0189,banglamath,short_answer,short_answer,english,English,baseline,৬ জন পুরুষ,6 men,False,True,short_numeric_only,6 men,False,False,5,1,False,False,STOP,1024,,66,45,37,111,2.408,OPENAI_API_KEY,6 men
banglamath_0226::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0226,banglamath,short_answer,short_answer,bangla,Bangla,baseline,২৫০ টাকা,২৫০ টাকা,True,True,strict,২৫০ টাকা,False,False,8,1,False,False,STOP,1024,,61,49,40,110,2.413,OPENAI_API_KEY,২৫০ টাকা
banglamath_0226::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0226,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,২৫০ টাকা,250,False,True,short_numeric_only,250,False,False,3,1,False,False,STOP,1024,,66,80,73,146,2.298,OPENAI_API_KEY,250
banglamath_0226::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0226,banglamath,short_answer,short_answer,english,English,baseline,২৫০ টাকা,250,False,True,short_numeric_only,250,False,False,3,1,False,False,STOP,1024,,63,40,33,103,3.451,OPENAI_API_KEY,250
banglamath_0227::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0227,banglamath,short_answer,short_answer,bangla,Bangla,baseline,৭.৫ কিমি,৭.৫ কিমি,True,True,strict,৭.৫ কিমি,False,False,8,1,False,False,STOP,1024,,83,32,20,115,1.822,OPENAI_API_KEY,৭.৫ কিমি
banglamath_0227::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0227,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,৭.৫ কিমি,7.5 কিমি,True,True,strict,7.5 কিমি,False,False,8,1,False,False,STOP,1024,,86,69,57,155,2.886,OPENAI_API_KEY,7.5 কিমি
banglamath_0227::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0227,banglamath,short_answer,short_answer,english,English,baseline,৭.৫ কিমি,7.5 km,False,True,short_extended_unit,7.5 km,False,False,6,1,False,False,STOP,1024,,76,49,39,125,3.999,OPENAI_API_KEY,7.5 km
banglamath_0228::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0228,banglamath,short_answer,short_answer,bangla,Bangla,baseline,২/৫,২/৫,True,True,strict,২/৫,False,False,3,1,False,False,STOP,1024,,56,38,29,94,2.745,OPENAI_API_KEY,২/৫
banglamath_0228::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0228,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,২/৫,2/5,True,True,strict,2/5,False,False,3,1,False,False,STOP,1024,,60,43,34,103,2.385,OPENAI_API_KEY,2/5
banglamath_0228::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0228,banglamath,short_answer,short_answer,english,English,baseline,২/৫,2/5,True,True,strict,2/5,False,False,3,1,False,False,STOP,1024,,53,36,27,89,1.954,OPENAI_API_KEY,2/5
banglamath_0229::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0229,banglamath,short_answer,short_answer,bangla,Bangla,baseline,1.5,1.5,True,True,strict,1.5,False,False,3,1,False,False,STOP,1024,,57,31,22,88,1.578,OPENAI_API_KEY,1.5
banglamath_0229::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0229,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,1.5,1.5,True,True,strict,1.5,False,False,3,1,False,False,STOP,1024,,60,78,69,138,5.671,OPENAI_API_KEY,1.5
banglamath_0229::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0229,banglamath,short_answer,short_answer,english,English,baseline,1.5,1.5,True,True,strict,1.5,False,False,3,1,False,False,STOP,1024,,52,7,0,59,1.497,OPENAI_API_KEY,1.5
banglamath_0230::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0230,banglamath,short_answer,short_answer,bangla,Bangla,baseline,20%,২০%,True,True,strict,২০%,False,False,3,1,False,False,STOP,1024,,54,43,35,97,3.319,OPENAI_API_KEY,২০%
banglamath_0230::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0230,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,20%,২০%,True,True,strict,২০%,False,False,3,1,False,False,STOP,1024,,54,57,49,111,2.591,OPENAI_API_KEY,২০%
banglamath_0230::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0230,banglamath,short_answer,short_answer,english,English,baseline,20%,20%,True,True,strict,20%,False,False,3,1,False,False,STOP,1024,,54,28,20,82,1.859,OPENAI_API_KEY,20%
banglamath_0231::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0231,banglamath,short_answer,short_answer,bangla,Bangla,baseline,২০ টাকা,২০ টাকা,True,True,strict,২০ টাকা,False,False,7,1,False,False,STOP,1024,,66,44,36,110,1.967,OPENAI_API_KEY,২০ টাকা
banglamath_0231::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0231,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,২০ টাকা,20 টাকা,True,True,strict,20 টাকা,False,False,7,1,False,False,STOP,1024,,66,51,43,117,2.352,OPENAI_API_KEY,20 টাকা
banglamath_0231::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0231,banglamath,short_answer,short_answer,english,English,baseline,২০ টাকা,20 Taka,True,True,strict,20 Taka,False,False,7,1,False,False,STOP,1024,,64,43,34,107,2.646,OPENAI_API_KEY,20 Taka
banglamath_0232::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0232,banglamath,short_answer,short_answer,bangla,Bangla,baseline,২০০ টাকা,২০০ টাকা,True,True,strict,২০০ টাকা,False,False,8,1,False,False,STOP,1024,,65,79,71,144,2.919,OPENAI_API_KEY,২০০ টাকা
banglamath_0232::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0232,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,২০০ টাকা,200 টাকা,True,True,strict,200 টাকা,False,False,8,1,False,False,STOP,1024,,67,104,96,171,3.294,OPENAI_API_KEY,200 টাকা
banglamath_0232::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0232,banglamath,short_answer,short_answer,english,English,baseline,২০০ টাকা,200 Taka,True,True,strict,200 Taka,False,False,8,1,False,False,STOP,1024,,64,468,459,532,12.299,OPENAI_API_KEY,200 Taka
banglamath_0233::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0233,banglamath,short_answer,short_answer,bangla,Bangla,baseline,৭ দিন,৭ দিনে,True,True,strict,৭ দিনে,False,False,6,1,False,False,STOP,1024,,60,39,31,99,2.701,OPENAI_API_KEY,৭ দিনে
banglamath_0233::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0233,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,৭ দিন,৭ দিন,True,True,strict,৭ দিন,False,False,5,1,False,False,STOP,1024,,63,59,51,122,2.348,OPENAI_API_KEY,৭ দিন
banglamath_0233::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0233,banglamath,short_answer,short_answer,english,English,baseline,৭ দিন,7 days,True,True,strict,7 days,False,False,6,1,False,False,STOP,1024,,63,31,23,94,2.028,OPENAI_API_KEY,7 days
banglamath_0234::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0234,banglamath,short_answer,short_answer,bangla,Bangla,baseline,৬ দিন,৬ দিনে,True,True,strict,৬ দিনে,False,False,6,1,False,False,STOP,1024,,63,53,45,116,7.065,OPENAI_API_KEY,৬ দিনে
banglamath_0234::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0234,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,৬ দিন,৬ দিনে,True,True,strict,৬ দিনে,False,False,6,1,False,False,STOP,1024,,65,64,56,129,2.382,OPENAI_API_KEY,৬ দিনে
banglamath_0234::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0234,banglamath,short_answer,short_answer,english,English,baseline,৬ দিন,6 days,True,True,strict,6 days,False,False,6,1,False,False,STOP,1024,,67,48,40,115,1.786,OPENAI_API_KEY,6 days
banglamath_0237::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0237,banglamath,short_answer,short_answer,bangla,Bangla,baseline,৬৪ টাকা,৬৪ টাকা,True,True,strict,৬৪ টাকা,False,False,7,1,False,False,STOP,1024,,63,28,19,91,3.047,OPENAI_API_KEY,৬৪ টাকা
banglamath_0237::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0237,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,৬৪ টাকা,64 taka,True,True,strict,64 taka,False,False,7,1,False,False,STOP,1024,,61,79,71,140,3.745,OPENAI_API_KEY,64 taka
banglamath_0237::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0237,banglamath,short_answer,short_answer,english,English,baseline,৬৪ টাকা,64 Taka,True,True,strict,64 Taka,False,False,7,1,False,False,STOP,1024,,62,37,28,99,2.009,OPENAI_API_KEY,64 Taka
banglamath_0518::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0518,banglamath,short_answer,short_answer,bangla,Bangla,baseline,১৫০ মিটার,১৫০ মিটার,True,True,strict,১৫০ মিটার,False,False,9,1,False,False,STOP,1024,,78,65,55,143,2.622,OPENAI_API_KEY,১৫০ মিটার
banglamath_0518::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0518,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,১৫০ মিটার,150 মিটার,True,True,strict,150 মিটার,False,False,9,1,False,False,STOP,1024,,77,75,66,152,2.797,OPENAI_API_KEY,150 মিটার
banglamath_0518::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0518,banglamath,short_answer,short_answer,english,English,baseline,১৫০ মিটার,150 meters,False,True,short_extended_unit,150 meters,False,False,10,1,False,False,STOP,1024,,67,62,54,129,1.906,OPENAI_API_KEY,150 meters
banglamath_0519::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0519,banglamath,short_answer,short_answer,bangla,Bangla,baseline,৭৫০০ বর্গমিটার,৭৫০০ বর্গমিটার,True,True,strict,৭৫০০ বর্গমিটার,False,False,14,1,False,False,STOP,1024,,72,39,25,111,2.763,OPENAI_API_KEY,৭৫০০ বর্গমিটার
banglamath_0519::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0519,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,৭৫০০ বর্গমিটার,৭৫০০ বর্গমিটার,True,True,strict,৭৫০০ বর্গমিটার,False,False,14,1,False,False,STOP,1024,,72,52,38,124,2.445,OPENAI_API_KEY,৭৫০০ বর্গমিটার
banglamath_0519::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0519,banglamath,short_answer,short_answer,english,English,baseline,৭৫০০ বর্গমিটার,7500 square meters,True,True,strict,7500 square meters,False,False,18,1,False,False,STOP,1024,,65,31,21,96,1.609,OPENAI_API_KEY,7500 square meters
banglamath_0521::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0521,banglamath,short_answer,short_answer,bangla,Bangla,baseline,৭০ মিটার,৭০ মিটার,True,True,strict,৭০ মিটার,False,False,8,1,False,False,STOP,1024,,68,42,32,110,3.866,OPENAI_API_KEY,৭০ মিটার
banglamath_0521::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0521,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,৭০ মিটার,৭০ মিটার,True,True,strict,৭০ মিটার,False,False,8,1,False,False,STOP,1024,,70,37,27,107,2.432,OPENAI_API_KEY,৭০ মিটার
banglamath_0521::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0521,banglamath,short_answer,short_answer,english,English,baseline,৭০ মিটার,70 meters,False,True,short_extended_unit,70 meters,False,False,9,1,False,False,STOP,1024,,61,31,23,92,1.913,OPENAI_API_KEY,70 meters
banglamath_0522::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0522,banglamath,short_answer,short_answer,bangla,Bangla,baseline,১৭৬ বর্গমিটার,তথ্য অপর্যাপ্ত,False,False,,তথ্য অপর্যাপ্ত,False,False,14,1,False,False,STOP,1024,,71,120,108,191,5.927,OPENAI_API_KEY,তথ্য অপর্যাপ্ত
banglamath_0522::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0522,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,১৭৬ বর্গমিটার,তথ্য অপর্যাপ্ত,False,False,,তথ্য অপর্যাপ্ত,False,False,14,1,False,False,STOP,1024,,70,131,119,201,4.470,OPENAI_API_KEY,তথ্য অপর্যাপ্ত
banglamath_0522::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0522,banglamath,short_answer,short_answer,english,English,baseline,১৭৬ বর্গমিটার,The area remains the same as the total land area.,False,False,,The area remains the same as the total land area.,False,False,49,1,False,False,STOP,1024,,66,125,108,191,4.420,OPENAI_API_KEY,The area remains the same as the total land area.
banglamath_0526::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0526,banglamath,short_answer,short_answer,bangla,Bangla,baseline,৩০ বর্গ মিটার,৩০ বর্গমিটার,True,True,strict,৩০ বর্গমিটার,False,False,12,1,False,False,STOP,1024,,69,41,29,110,2.861,OPENAI_API_KEY,৩০ বর্গমিটার
banglamath_0526::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0526,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,৩০ বর্গ মিটার,৩০ বর্গমিটার,True,True,strict,৩০ বর্গমিটার,False,False,12,1,False,False,STOP,1024,,70,44,32,114,3.121,OPENAI_API_KEY,৩০ বর্গমিটার
banglamath_0526::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0526,banglamath,short_answer,short_answer,english,English,baseline,৩০ বর্গ মিটার,30 square meters,True,True,strict,30 square meters,False,False,16,1,False,False,STOP,1024,,64,33,24,97,1.944,OPENAI_API_KEY,30 square meters
banglamath_0531::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0531,banglamath,short_answer,short_answer,bangla,Bangla,baseline,৫ মেট্রিক টন ৫০৭ কেজি ৭০০ গ্রাম,৫৫০৭ কেজি ৭০০ গ্রাম,False,False,,৫৫০৭ কেজি ৭০০ গ্রাম,False,False,19,1,False,False,STOP,1024,,72,103,86,175,3.861,OPENAI_API_KEY,৫৫০৭ কেজি ৭০০ গ্রাম
banglamath_0531::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0531,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,৫ মেট্রিক টন ৫০৭ কেজি ৭০০ গ্রাম,৫৫০৭ কেজি ৭০০ গ্রাম,False,False,,৫৫০৭ কেজি ৭০০ গ্রাম,False,False,19,1,False,False,STOP,1024,,68,94,77,162,4.291,OPENAI_API_KEY,৫৫০৭ কেজি ৭০০ গ্রাম
banglamath_0531::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0531,banglamath,short_answer,short_answer,english,English,baseline,৫ মেট্রিক টন ৫০৭ কেজি ৭০০ গ্রাম,5507 kg 700 g,False,False,,5507 kg 700 g,False,False,13,1,False,False,STOP,1024,,63,86,74,149,3.595,OPENAI_API_KEY,5507 kg 700 g
banglamath_0532::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0532,banglamath,short_answer,short_answer,bangla,Bangla,baseline,১ মেট্রিক টন ৭৫০ কেজি,১.৭৫ মেট্রিক টন,False,False,,১.৭৫ মেট্রিক টন,False,False,15,1,False,False,STOP,1024,,71,46,30,117,4.601,OPENAI_API_KEY,১.৭৫ মেট্রিক টন
banglamath_0532::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0532,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,১ মেট্রিক টন ৭৫০ কেজি,1.75 মেট্রিক টন,False,False,,1.75 মেট্রিক টন,False,False,15,1,False,False,STOP,1024,,66,69,54,135,11.259,OPENAI_API_KEY,1.75 মেট্রিক টন
banglamath_0532::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0532,banglamath,short_answer,short_answer,english,English,baseline,১ মেট্রিক টন ৭৫০ কেজি,1.75 metric tons per acre,False,False,,1.75 metric tons per acre,False,False,25,1,False,False,STOP,1024,,64,37,24,101,1.943,OPENAI_API_KEY,1.75 metric tons per acre
banglamath_0533::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0533,banglamath,short_answer,short_answer,bangla,Bangla,baseline,৬৬৬ মেট্রিক টন ৬৬৬ কেজি ৬৬৬ গ্রাম (প্রায়),প্রায় ৬৬৬.৬৭ মেট্রিক টন/দিন,False,False,,প্রায় ৬৬৬.৬৭ মেট্রিক টন/দিন,False,False,27,1,False,False,STOP,1024,,68,68,45,136,3.438,OPENAI_API_KEY,প্রায় ৬৬৬.৬৭ মেট্রিক টন/দিন
banglamath_0533::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0533,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,৬৬৬ মেট্রিক টন ৬৬৬ কেজি ৬৬৬ গ্রাম (প্রায়),প্রতিদিন প্রায় ৬৬৬.৬৭ মেট্রিক টন,False,False,,প্রতিদিন প্রায় ৬৬৬.৬৭ মেট্রিক টন,False,False,33,1,False,False,STOP,1024,,64,103,79,167,3.812,OPENAI_API_KEY,প্রতিদিন প্রায় ৬৬৬.৬৭ মেট্রিক টন
banglamath_0533::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0533,banglamath,short_answer,short_answer,english,English,baseline,৬৬৬ মেট্রিক টন ৬৬৬ কেজি ৬৬৬ গ্রাম (প্রায়),666.67 metric tons per day,False,False,,666.67 metric tons per day,False,False,26,1,False,False,STOP,1024,,63,71,58,134,3.685,OPENAI_API_KEY,666.67 metric tons per day
banglamath_0538::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0538,banglamath,short_answer,short_answer,bangla,Bangla,baseline,৩৮৪ বর্গ মিটার,৩৮৪ বর্গমিটার,True,True,strict,৩৮৪ বর্গমিটার,False,False,13,1,False,False,STOP,1024,,89,143,129,232,6.070,OPENAI_API_KEY,৩৮৪ বর্গমিটার
banglamath_0538::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0538,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,৩৮৪ বর্গ মিটার,৩৮৪ বর্গমিটার,True,True,strict,৩৮৪ বর্গমিটার,False,False,13,1,False,False,STOP,1024,,88,113,99,201,4.745,OPENAI_API_KEY,৩৮৪ বর্গমিটার
